"simple_linnean_group_alt","major_type","linnean_order","linnean_family","linnean_subfamily","linnean_tribe","species","subspecies","genus","internal_id","canonical_sciname","notes","citation","extinct?","juniorSynonym?","synonymOf?","newSppSinceMSW3?","IfNew_category","IfNew_valid_SciName","IfNew_described_SciName","IfNew_GeoRegion","IfNew_evidenceCitation","IfNew_evidenceAuthors","IfNew_evidenceYear","IfNew_evidenceLink","IfNew_nameCitation","IfNew_nameAuthors","IfNew_nameYear","IfNew_nameLink","genusTransfersinceMSW3?","IfTransfer_oldSciName","IfTransfer_oldIUCN_ID","IfTransfer_evidenceCitation"
"placentalia","boreoeutheria","rodentia","muridae","murinae","rattini","wattsi","","maxomys","12906","Maxomys wattsi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","rattini","whiteheadi","","maxomys","12907","Maxomys whiteheadi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","americana","","mazama","29619","Mazama americana","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","bororo","","mazama","41023","Mazama bororo","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","chunyi","","mazama","12913","Mazama chunyi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","gouazoubira","","mazama","29620","Mazama gouazoubira","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","nana","","mazama","29621","Mazama nana","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","nemorivaga","","mazama","136708","Mazama nemorivaga","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","pandora","","mazama","29622","Mazama pandora","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","rufina","","mazama","12914","Mazama rufina","recent phylogenetic studies have suggested that M. bricenii be included in M. rufina as a synonym, although it has not been widely accepted, it will be accepted here for the time being","Gutiérrez, E. E., Maldonado, J. E., Radosavljevic, A., Molinari, J., Patterson, B. D., Martínez-C, J. M., ... & Helgen, K. M. (2015). The taxonomic status of Mazama bricenii and the significance of the táchira depression for mammalian endemism in the Cordillera de Mérida, Venezuela. PloS one, 10(6), e0129113.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","temama","","mazama","136290","Mazama temama","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","capreolinae","odocoileini","tienhoveni","","mazama","100000580","Mazama tienhoveni","described in 2015 by van Roosmalen, although his papers generally aren't taken seriously, this taxon is hard to put as a synonym of one of the other species of Mazama, and thus is recognized here (unlike the new manatee and paca described in the same paper, which are synonymized with other species in there genera because of taxonomic uncertainty).","Marc G.M. van Roosmalen (2015). ""Hotspot of new megafauna found in the Central Amazon: the lower Rio Aripuanã Basin"" (PDF). Biodiversity Journal. 6 (1): 219–244.","false","false","","true","denovo","Mazama tienhoveni","Mazama tienhoveni"," notentered","Marc G.M. van Roosmalen (2015). ""Hotspot of new megafauna found in the Central Amazon: the lower Rio Aripuanã Basin"" (PDF). Biodiversity Journal. 6 (1): 219–244.","Marc G.M van Roosmalen ","2015"," noneYet"," noneYet","van Roosmalen & van Hooft","2015"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","nesomyidae","dendromurinae","","nikolausi","","megadendromus","12937","Megadendromus nikolausi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","megadermatidae","","","lyra","","megaderma","12938","Megaderma lyra","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","megadermatidae","","","spasma","","megaderma","12939","Megaderma spasma","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","neotominae","reithrodontomyini","cryophilus","","megadontomys","12940","Megadontomys cryophilus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","neotominae","reithrodontomyini","nelsoni","","megadontomys","12941","Megadontomys nelsoni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","neotominae","reithrodontomyini","thomasi","","megadontomys","12942","Megadontomys thomasi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","pteropodidae","cynopterinae","","ecaudatus","","megaerops","12946","Megaerops ecaudatus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","pteropodidae","cynopterinae","","kusnotoi","","megaerops","12945","Megaerops kusnotoi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","pteropodidae","cynopterinae","","niphanae","","megaerops","12947","Megaerops niphanae","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","pteropodidae","cynopterinae","","wetmorei","","megaerops","12948","Megaerops wetmorei","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","primates","megaladapidae","","","edwardsi","","megaladapis","41651","Megaladapis edwardsi","extinct left off master list","","true","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","cervidae","","","giganteus","","megaloceros","136301","Megaloceros giganteus","extinct left off master list","","true","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","pteropodidae","rousettinae","myonycterini","azagnyi","","megaloglossus","100000171","Megaloglossus azagnyi","","","false","false","","true","denovo","Megaloglossus azagnyi","Megaloglossus azagnyi"," notentered","Nesi, N., Kadjo, B., Pourrut, X., Leroy, E., Pongombo Shongo, C., Cruaud, C., & Hassanin, A. (2013). Molecular systematics & phylogeography of the tribe Myonycterini (Mammalia, Pteropodidae) inferred from mitochondrial & nuclear markers. Molecular Phylogenetics & Evolution, 66(1), 126–137. http://doi.org/10.1016/j.ympev.2012.09.028","Nesi, N., Kadjo, B., Pourrut, X., Leroy, E., Pongombo Shongo, C., Cruaud, C., & Hassanin, A ","2013"," noneYet"," noneYet","Nesi, Kadjo, Pourrut, Leroy, Pongombo Shongo, Cruaud & Hassanin","2013"," noneYet","false","NA","",""
"placentalia","boreoeutheria","chiroptera","pteropodidae","rousettinae","myonycterini","woermanni","","megaloglossus","12977","Megaloglossus woermanni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","oryzomyini","desmarestii","","megalomys","12980","Megalomys desmarestii","","","true","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","oryzomyini","georginae","","megalomys","100000581","Megalomys georginae","described in 2012","Turvey, S. T., Brace, S., & Weksler, M. (2012). A new species of recently extinct rice rat (Megalomys) from Barbados. Mammalian Biology-Zeitschrift für Säugetierkunde, 77(6), 404-413.","true","false","","true","denovo","Megalomys georginae","Megalomys georginae","extinct","Turvey, S. T., Brace, S., & Weksler, M. (2012). A new species of recently extinct rice rat (Megalomys) from Barbados. Mammalian Biology-Zeitschrift für Säugetierkunde, 77(6), 404-413.","Turvey, S T., Brace, S., & Weksler, M ","2012"," noneYet"," noneYet","Turvey, Brace & Weksler","2012"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","oryzomyini","luciae","","megalomys","12981","Megalomys luciae","","","true","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","incertae","curioi","","megaoryzomys","136657","Megaoryzomys curioi","","","true","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","balaenopteridae","","","novaeangliae","","megaptera","13006","Megaptera novaeangliae","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","notiosoricini","gigas","","megasorex","41454","Megasorex gigas","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","oryzomyini","caliginosus","","melanomys","13046","Melanomys caliginosus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","oryzomyini","chrysomelas","","melanomys","100000582","Melanomys chrysomelas","split from M. caliginosus","Hanson, J. D., & Bradley, R. D. (2008). Molecular diversity within Melanomys caliginosus (Rodentia: Oryzomyini): evidence for multiple species. Occasional papers (Texas Tech University. Museum), 275, 1.","false","false","","true","splitfromexisting","Melanomys chrysomelas","Melanomys chrysomelas"," notentered","Hanson, J. D., & Bradley, R. D. (2008). Molecular diversity within Melanomys caliginosus (Rodentia: Oryzomyini): evidence for multiple species. Occasional papers (Texas Tech University. Museum), 275, 1.","Hanson, J D., & Bradley, R D ","2008"," noneYet"," noneYet","J. A. Allen","1897"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","oryzomyini","columbianus","","melanomys","100000583","Melanomys columbianus","split from M. caliginosus","Hanson, J. D., & Bradley, R. D. (2008). Molecular diversity within Melanomys caliginosus (Rodentia: Oryzomyini): evidence for multiple species. Occasional papers (Texas Tech University. Museum), 275, 1.","false","false","","true","splitfromexisting","Melanomys columbianus","Melanomys columbianus"," notentered","Hanson, J. D., & Bradley, R. D. (2008). Molecular diversity within Melanomys caliginosus (Rodentia: Oryzomyini): evidence for multiple species. Occasional papers (Texas Tech University. Museum), 275, 1.","Hanson, J D., & Bradley, R D ","2008"," noneYet"," noneYet","J. A. Allen","1899"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","oryzomyini","idoneus","","melanomys","100000584","Melanomys idoneus","split from M. caliginosus","Hanson, J. D., & Bradley, R. D. (2008). Molecular diversity within Melanomys caliginosus (Rodentia: Oryzomyini): evidence for multiple species. Occasional papers (Texas Tech University. Museum), 275, 1.","false","false","","true","splitfromexisting","Melanomys idoneus","Melanomys idoneus"," notentered","Hanson, J. D., & Bradley, R. D. (2008). Molecular diversity within Melanomys caliginosus (Rodentia: Oryzomyini): evidence for multiple species. Occasional papers (Texas Tech University. Museum), 275, 1.","Hanson, J D., & Bradley, R D ","2008"," noneYet"," noneYet","Goldman","1912"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","oryzomyini","robustulus","","melanomys","13047","Melanomys robustulus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","sigmodontinae","oryzomyini","zunigae","","melanomys","13048","Melanomys zunigae","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","rattini","naso","","melasmothrix","13079","Melasmothrix naso","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","melinae","","anakuma","","meles","136242","Meles anakuma","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","melinae","","canescens","","meles","100000585","Meles canescens","split from M. meles","Abramov, A. V., & Puzachenko, A. Y. (2013). The taxonomic status of badgers (Mammalia, Mustelidae) from Southwest Asia based on cranial morphometrics, with the redescription of Meles canescens. Zootaxa, 3681(1), 044-058.","false","false","","true","splitfromexisting","Meles canescens","Meles canescens","sw asia","Abramov, A. V., & Puzachenko, A. Y. (2013). The taxonomic status of badgers (Mammalia, Mustelidae) from Southwest Asia based on cranial morphometrics, with the redescription of Meles canescens. Zootaxa, 3681(1), 044-058.","Abramov, A V., & Puzachenko, A Y ","2013"," noneYet"," noneYet","Blanford","1875"," noneYet","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","melinae","","leucurus","","meles","136385","Meles leucurus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","melinae","","meles","","meles","29673","Meles meles","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","mellivorinae","","capensis","","mellivora","41629","Mellivora capensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","helictidinae","","cucphuongensis","","melogale","100000172","Melogale cucphuongensis","misspelt, should be cucphuongensis","","false","false","","true","denovo","Melogale cucphuongensis","Melogale cucphuongensis","vietnam","Nadler, T., Streicher, U., Stefen, C., Schwierz, E. & Roos, C. 2011. A new species of ferret-badger, Genus Melogale, from Vietnam. Der Zoologische Garten 80:271-286","Nadler, T., Streicher, U., Stefen, C., Schwierz, E & Roos, C","2011"," noneYet"," noneYet","Nadler, Streicher, Stefen, Schwierz & Roos","2011"," noneYet","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","helictidinae","","everetti","","melogale","13110","Melogale everetti","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","helictidinae","","moschata","","melogale","41626","Melogale moschata","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","helictidinae","","orientalis","","melogale","41697","Melogale orientalis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mustelidae","helictidinae","","personata","","melogale","41627","Melogale personata","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","aerosus","","melomys","13114","Melomys aerosus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","arcium","","melomys","136431","Melomys arcium","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","bannisteri","","melomys","136604","Melomys bannisteri","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","bougainville","","melomys","13115","Melomys bougainville","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","burtoni","","melomys","13116","Melomys burtoni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","capensis","","melomys","13117","Melomys capensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","caurinus","","melomys","136715","Melomys caurinus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","cervinipes","","melomys","13118","Melomys cervinipes","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","cooperae","","melomys","136467","Melomys cooperae","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","dollmani","","melomys","136818","Melomys dollmani","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","fraterculus","","melomys","13120","Melomys fraterculus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","frigicola","","melomys","136719","Melomys frigicola","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","fulgens","","melomys","136673","Melomys fulgens","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","howi","","melomys","136482","Melomys howi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","leucogaster","","melomys","13123","Melomys leucogaster","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","lutillus","","melomys","136764","Melomys lutillus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","matambuai","","melomys","136522","Melomys matambuai","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","obiensis","","melomys","13128","Melomys obiensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","paveli","","melomys","136359","Melomys paveli","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","rubicola","","melomys","13132","Melomys rubicola","","","true","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","rufescens","","melomys","13133","Melomys rufescens","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","spechti","","melomys","400000252","Melomys spechti","consistant with MSW3, is extinct though and was not included under the IUCN","","true","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","talaudium","","melomys","136320","Melomys talaudium","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","pteropodidae","pteropodinae","","fardoulisi","","melonycteris","13141","Melonycteris fardoulisi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","pteropodidae","pteropodinae","","melanops","","melonycteris","13139","Melonycteris melanops","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","pteropodidae","pteropodinae","","woodfordi","","melonycteris","13140","Melonycteris woodfordi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","ursidae","ursinae","","ursinus","","melursus","13143","Melursus ursinus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","sciuridae","callosciurinae","callosciurini","berdmorei","","menetes","13144","Menetes berdmorei","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mephitidae","mephitinae","","macroura","","mephitis","41634","Mephitis macroura","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","mephitidae","mephitinae","","mephitis","","mephitis","41635","Mephitis mephitis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","arimalius","","meriones","13159","Meriones arimalius","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","chengi","","meriones","13160","Meriones chengi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","crassus","","meriones","13161","Meriones crassus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","dahli","","meriones","13162","Meriones dahli","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","grandis","","meriones","136460","Meriones grandis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","hurrianae","","meriones","13163","Meriones hurrianae","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","libycus","","meriones","13164","Meriones libycus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","meridianus","","meriones","13165","Meriones meridianus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","persicus","","meriones","13166","Meriones persicus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","rex","","meriones","13167","Meriones rex","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","sacramenti","","meriones","13168","Meriones sacramenti","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","shawi","","meriones","42666","Meriones shawi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","tamariscinus","","meriones","13169","Meriones tamariscinus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","tristrami","","meriones","13170","Meriones tristrami","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","unguiculatus","","meriones","13171","Meriones unguiculatus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","vinogradovi","","meriones","13172","Meriones vinogradovi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","gerbillinae","","zarudnyi","","meriones","13173","Meriones zarudnyi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","erinaceidae","erinaceinae","","dauuricus","","mesechinus","40612","Mesechinus dauuricus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","erinaceidae","erinaceinae","","hughi","","mesechinus","13209","Mesechinus hughi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","gouldii","","mesembriomys","13211","Mesembriomys gouldii","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","muridae","murinae","hydromyini","macrurus","","mesembriomys","13212","Mesembriomys macrurus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","echimyidae","capromyinae","capromyini","angelcabrerai","","mesocapromys","13215","Mesocapromys angelcabrerai","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","echimyidae","capromyinae","capromyini","auritus","","mesocapromys","13216","Mesocapromys auritus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","echimyidae","capromyinae","capromyini","nanus","","mesocapromys","13217","Mesocapromys nanus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","echimyidae","capromyinae","capromyini","sanfelipensis","","mesocapromys","13218","Mesocapromys sanfelipensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","cricetinae","","auratus","","mesocricetus","13219","Mesocricetus auratus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","cricetinae","","brandti","","mesocricetus","13220","Mesocricetus brandti","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","cricetinae","","newtoni","","mesocricetus","13221","Mesocricetus newtoni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cricetidae","cricetinae","","raddei","","mesocricetus","13222","Mesocricetus raddei","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","echimyidae","echimyinae","echimyini","hispidus","","mesomys","13234","Mesomys hispidus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","echimyidae","echimyinae","echimyini","leniceps","","mesomys","13235","Mesomys leniceps","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","echimyidae","echimyinae","echimyini","occultus","","mesomys","136284","Mesomys occultus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","echimyidae","echimyinae","echimyini","stimulax","","mesomys","13237","Mesomys stimulax","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","phyllostomidae","stenodermatinae","stenodermatini","macconnelli","","mesophylla","13240","Mesophylla macconnelli","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","bidens","","mesoplodon","13241","Mesoplodon bidens","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","bowdoini","","mesoplodon","13242","Mesoplodon bowdoini","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","carlhubbsi","","mesoplodon","13243","Mesoplodon carlhubbsi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","densirostris","","mesoplodon","13244","Mesoplodon densirostris","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","europaeus","","mesoplodon","13245","Mesoplodon europaeus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","ginkgodens","","mesoplodon","13246","Mesoplodon ginkgodens","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","grayi","","mesoplodon","13247","Mesoplodon grayi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","hectori","","mesoplodon","13248","Mesoplodon hectori","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","hotaula","","mesoplodon","400000253","Mesoplodon hotaula","recently recognized as a distinct species","Dalebout, M. L., Scott Baker, C., Steel, D., Thompson, K., Robertson, K. M., Chivers, S. J., ... & Potter, C. W. (2014). Resurrection of Mesoplodon hotaula Deraniyagala 1963: A new species of beaked whale in the tropical Indo‐Pacific. Marine Mammal Science, 30(3), 1081-1108.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","layardii","","mesoplodon","13249","Mesoplodon layardii","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","mirus","","mesoplodon","13250","Mesoplodon mirus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","perrini","","mesoplodon","41759","Mesoplodon perrini","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","peruvianus","","mesoplodon","13251","Mesoplodon peruvianus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","artiodactyla","ziphiidae","","","stejnegeri","","mesoplodon","13252","Mesoplodon stejnegeri","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
