canonical_sciname,id,species_authority,image,notes,authority_year,parens_auth_genus,taxon_author,parens_auth_species,genus_authority,deprecated_scientific,subspecies,source,species,taxon_credit,taxon_credit_date,common_name,citation,image_credit,image_license,entry,common_name_source,image_caption,species_authority_citation,genus_authority_citation,simple_linnean_group,simple_linnean_group_alt,major_type,major_subtype,simple_linnean_subgroup,linnean_order,linnean_family,linnean_subfamily,linnean_tribe,genus,juniorSynonym,synonymOf,TaxonomyNotes,TaxonomyNotes_Citation,extinct,geo_distribution,authority_fullcitation,authority_link,MDDv1,internal_id,newSppSinceMSW3,IfNew_category,IfNew_evidenceCitation,IfNew_evidenceAuthors,IfNew_evidenceYear,IfNew_evidenceLink,IfNew_nameCitation,IfNew_nameAuthors,IfNew_nameYear,IfNew_nameLink,genusTransfersinceMSW3,IfTransfer_oldSciName,IfTransfer_oldIUCN_ID,IfTransfer_evidenceCitation
Heteromys teleus,4683,Andersin & Jarrín-V.,NULL,NULL,"{""1897"":2002}",0,NULL,0,J. A. Allen & Chapman,NULL,NULL,iucn,teleus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,136333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Heteropsomys insulans,4468,Anthony,NULL,NULL,"{""1916"":1916}",0,NULL,0,Anthony,NULL,NULL,iucn,insulans,NULL,NULL,Insular Cave Rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,ECHIMYIDAE,INCERTAE,SEDIS,Heteropsomys,NO,NA,NA,NA,1,Extinct,NA,NA,1,10025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hexolobodon phenax,3544,Miller,NULL,NULL,"{""1929"":1929}",0,NULL,0,Miller,NULL,NULL,iucn,phenax,NULL,NULL,Imposter Hutia,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CAPROMYIDAE,CAPROMYINAE,HEXOLOBODONTINAE,Hexolobodon,NO,NA,NA,NA,1,Extinct,NA,NA,1,10034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hippocamelus antisensis,241,d&#39;Orbigny,NULL,NULL,"{""1782"":1834}",0,NULL,0,Molina,NULL,NULL,iucn,antisensis,NULL,NULL,Taruca,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,cervoid ruminants,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Hippocamelus,NO,NA,NA,NA,0,Neotropics,NA,NA,1,10053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hippocamelus bisulcus,242,Molina,NULL,NULL,"{""1782"":1782}",0,NULL,0,Molina,NULL,NULL,iucn,bisulcus,NULL,NULL,Patagonian Huemul,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,cervoid ruminants,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Hippocamelus,NO,NA,NA,NA,0,Neotropics,NA,NA,1,10054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hippopotamus amphibius,323,Linnaeus,NULL,NULL,"{""1758"":1758}",0,NULL,0,Linnaeus,NULL,NULL,iucn,amphibius,NULL,NULL,Hippopotamus,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,hippos,ARTIODACTYLA,HIPPOPOTAMIDAE,NA,NA,Hippopotamus,NO,NA,NA,NA,0,Afrotropics,"Linneaus, C von. 1758. Systema naturae per regna tria naturae: secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. (10th Ed.). Stockholm: Laurentius Salvius.",https://biodiversitylibrary.org/page/25033865,1,10103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hippopotamus lemerlei,325,A. Grandidier,NULL,extinct left of Master initially,"{""1758"":1868}",0,NULL,0,Linnaeus,NULL,NULL,iucn,lemerlei,NULL,NULL,Madagascan Dwarf Hippopotamus,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,hippos,ARTIODACTYLA,HIPPOPOTAMIDAE,NA,NA,Hippopotamus,NO,NA,extinct left of Master initially,NA,1,Extinct,NA,NA,1,40782,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hippopotamus madagascariensis,324,Guldberg,NULL,extinct left of Master initially,"{""1883"":1883}",0,NULL,0,Guldberg,NULL,NULL,iucn,madagascariensis,NULL,NULL,NULL,syn with Hippopotamus guldbergi,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,hippos,ARTIODACTYLA,HIPPOPOTAMIDAE,NA,NA,Hippopotamus,NO,NA,extinct left of Master initially,syn with Hippopotamus guldbergi,1,Extinct,NA,NA,1,40783,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros abae,769,J. A. Allen,NULL,NULL,"{""1800"":1917}",0,NULL,0,Schneider,NULL,NULL,iucn,abae,NULL,NULL,Aba Roundleaf Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Afrotropic,NA,NA,1,10109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros alongensis,770,Bourret,NULL,NULL,"{""1800"":1942}",0,NULL,0,Schneider,NULL,NULL,newsp,alongensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,100000122,1,split,"Thong, V.D., S.J. Puechmaille, A. Denzinger, P.J.J. Bates, C. Dietz, G. Csorba, P. Soisook, E.C. Teeling, S. Matsumura, N.M. Furey & H-U. Schnitzler. 2012. Systematics of the Hipposideros turpis complex & a description of a new subspecies from Vietnam. Mammal Review, DOI: 10.1111/j.1365-2907.2011.00202.x","Thong, V.D., S.J Puechmaille, A Denzinger, P.J.J Bates, C Dietz, G Csorba, P Soisook, E.C Teeling, S Matsumura, N.M Furey & H-U Schnitzler",2012, noneYet, noneYet,Bourret,1942, noneYet,0,NA,NA,NA
Hipposideros armiger,771,Hodgson,species&#95;photos/fe4107f3eb009bfd99148f35e1ad9e53.jpg,NULL,"{""1800"":1835}",0,NULL,0,Schneider,NULL,NULL,iucn,armiger,NULL,NULL,Great Himalayan Leaf-nosed Bat,NULL,S. R. Humphrey 1980,"{""CC BY-NC 4.0"":""https:\\/\\/creativecommons.org\\/licenses\\/by-nc\\/4.0\\/legalcode""}",NULL,iucn,Close-up front view.,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,"Indomalayan,  Palearctic",NA,NA,1,10110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros ater,772,Templeton,NULL,NULL,"{""1800"":1848}",0,NULL,0,Schneider,NULL,NULL,iucn,ater,NULL,NULL,Dusky Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,"Indomalayan, Australasia/Oceania",NA,NA,1,10111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros atrox,8154,K. Andersen,NULL,split form H. bicolor,"{""1800"":1918}",0,NULL,0,Schneider,NULL,NULL,NULL,atrox,NULL,NULL,NULL,"Douangboubpha, B., Bumrungsri, S., Soisook, P., Satasook, C., Thomas, N. M., & Bates, P. J. (2010). A taxonomic review of the Hipposideros bicolor species complex and H. pomona (Chiroptera: Hipposideridae) in Thailand. Acta Chiropterologica, 12(2), 415-438.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,split form H. bicolor,"Douangboubpha, B., Bumrungsri, S., Soisook, P., Satasook, C., Thomas, N. M., & Bates, P. J. (2010). A taxonomic review of the Hipposideros bicolor species complex and H. pomona (Chiroptera: Hipposideridae) in Thailand. Acta Chiropterologica, 12(2), 415-438.",0,Indomalayan,NA,NA,1,100000523,1,split,"Douangboubpha, B., Bumrungsri, S., Soisook, P., Satasook, C., Thomas, N. M., & Bates, P. J. (2010). A taxonomic review of the Hipposideros bicolor species complex & H. pomona (Chiroptera: Hipposideridae) in Thailand. Acta Chiropterologica, 12(2), 415-438.","Douangboubpha, B., Bumrungsri, S., Soisook, P., Satasook, C., Thomas, N M., & Bates, P J ",2010, noneYet, noneYet,K. &ersen,1918, noneYet,0,NA,NA,NA
Hipposideros beatus,773,K. Andersen,NULL,NULL,"{""1800"":1918}",0,NULL,0,Schneider,NULL,NULL,iucn,beatus,NULL,NULL,Benito Roundleaf Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Afrotropic,NA,NA,1,10112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros bicolor,774,Temminck,NULL,NULL,"{""1800"":1853}",0,NULL,0,Schneider,NULL,NULL,iucn,bicolor,NULL,NULL,Bicolored Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros boeadii,775,"Bates, Rossiter, Suyanto, & Kingston",NULL,NULL,"{""1800"":2007}",0,NULL,0,Schneider,NULL,NULL,iucn,boeadii,NULL,NULL,Boeadi&rsquo;s Roundleaf Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,136566,1,deNovo,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros breviceps,776,Tate,NULL,NULL,"{""1800"":1941}",0,NULL,0,Schneider,NULL,NULL,iucn,breviceps,NULL,NULL,Short-headed Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros caffer,777,Sundevall,NULL,NULL,"{""1800"":1846}",0,NULL,0,Schneider,NULL,NULL,iucn,caffer,NULL,NULL,Sundevall&#39;s Roundleaf Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,"Afrotropic, Palearctic",NA,NA,1,10115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros calcaratus,778,Dobson,NULL,NULL,"{""1800"":1877}",0,NULL,0,Schneider,NULL,NULL,iucn,calcaratus,NULL,NULL,Spurred Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,10116,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros camerunensis,779,Eisentraut,NULL,NULL,"{""1800"":1956}",0,NULL,0,Schneider,NULL,NULL,iucn,camerunensis,NULL,NULL,Greater Roundleaf Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Afrotropic,NA,NA,1,10117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros cervinus,780,Gould,NULL,NULL,"{""1800"":1854}",0,NULL,0,Schneider,NULL,NULL,iucn,cervinus,NULL,NULL,Fawn-colored Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,"Indomalayan, Australasia/Oceania",NA,NA,1,10118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros cineraceus,781,Blyth,NULL,NULL,"{""1800"":1853}",0,NULL,0,Schneider,NULL,NULL,iucn,cineraceus,NULL,NULL,Least Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,"Indomalayan,  Palearctic",NA,NA,1,10119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros coronatus,783,Peters,NULL,NULL,"{""1800"":1861}",0,NULL,0,Schneider,NULL,NULL,iucn,coronatus,NULL,NULL,Large Mindanao Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros corynophyllus,784,Hill,NULL,NULL,"{""1800"":1985}",0,NULL,0,Schneider,NULL,NULL,iucn,corynophyllus,NULL,NULL,Telefomin Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,10122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros coxi,785,Shelford,NULL,NULL,"{""1800"":1901}",0,NULL,0,Schneider,NULL,NULL,iucn,coxi,NULL,NULL,Cox&#39;s Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros crumeniferus,786,Lesueur & Petit,NULL,NULL,"{""1800"":1807}",0,NULL,0,Schneider,NULL,NULL,iucn,crumeniferus,NULL,NULL,Timor Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,10124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros curtus,787,G. M. Allen,NULL,NULL,"{""1800"":1936}",0,NULL,0,Schneider,NULL,NULL,iucn,curtus,NULL,NULL,Short-tailed Roundleaf Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Afrotropic,NA,NA,1,10125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros demissus,789,K. Andersen,NULL,NULL,"{""1800"":1918}",0,NULL,0,Schneider,NULL,NULL,iucn,demissus,NULL,NULL,Makira Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,10127,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros diadema,790,É. Geoffroy Saint-Hilaire,NULL,NULL,"{""1800"":1813}",0,NULL,0,Schneider,NULL,NULL,iucn,diadema,NULL,NULL,Diadem Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,"Indomalayan, Australasia/Oceania",NA,NA,1,10128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros dinops,791,K. Andersen,NULL,NULL,"{""1800"":1918}",0,NULL,0,Schneider,NULL,NULL,iucn,dinops,NULL,NULL,Fierce Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,10129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros doriae,792,Peters,NULL,NULL,"{""1800"":1861}",0,NULL,0,Schneider,NULL,NULL,iucn,doriae,NULL,NULL,Bornean Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros durgadasi,793,Khajuria,NULL,NULL,"{""1800"":1970}",0,NULL,0,Schneider,NULL,NULL,iucn,durgadasi,NULL,NULL,Durga Das&#39;s Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros dyacorum,794,Thomas,NULL,NULL,"{""1800"":1913}",0,NULL,0,Schneider,NULL,NULL,iucn,dyacorum,NULL,NULL,Dayak Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros edwardshilli,795,Flannery & Colgan,NULL,NULL,"{""1800"":1993}",0,NULL,0,Schneider,NULL,NULL,iucn,edwardshilli,NULL,NULL,Hill&#39;s Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,10133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros einnaythu,796,"Douangboubpha, Bumrungsri, Satasook, Soisook, Si Si Hla Bu, Aul, Harrison, Pearch, Thomas, & Bates",NULL,NULL,"{""1800"":2011}",0,NULL,0,Schneider,NULL,NULL,newsp,einnaythu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,100000123,1,deNovo,"Douangboubpha, B., Bumrungsri, S., Satasook, C., Soisook, P., Hla Bu, S.S., Aul, B., Harrison, D.L., Pearch, M.J., Thomas, N.M. & Bates, P.J.J. 2011. A New Species of Small Hipposideros (Chiroptera: Hipposideridae) from Myanmar & a Revaluation of the Taxon H. nicobarulae Miller, 1902 from the Nicobar Islands. Acta Chiropterologica 13:61-78","Douangboubpha, B., Bumrungsri, S., Satasook, C., Soisook, P., Hla Bu, S.S., Aul, B., Harrison, D.L., Pearch, M.J., Thomas, N.M & Bates, P.J.J",2011, noneYet, noneYet,"Douangboubpha, Bumrungsri, Satasook, Soisook, Hla Bu, Aul, Harrison, Pearch, Thomas & Bates",2011, noneYet,0,NA,NA,NA
Hipposideros fuliginosus,797,Temminck,NULL,NULL,"{""1800"":1853}",0,NULL,0,Schneider,NULL,NULL,iucn,fuliginosus,NULL,NULL,Sooty Roundleaf Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Afrotropic,NA,NA,1,10134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros fulvus,798,Gray,NULL,NULL,"{""1800"":1838}",0,NULL,0,Schneider,NULL,NULL,iucn,fulvus,NULL,NULL,Fulvus Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,"Indomalayan,  Palearctic",NA,NA,1,10135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros galeritus,799,Cantor,NULL,NULL,"{""1800"":1846}",0,NULL,0,Schneider,NULL,NULL,iucn,galeritus,NULL,NULL,Cantor&#39;s Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros grandis,801,G. M. Allen,NULL,NULL,"{""1800"":1936}",0,NULL,0,Schneider,NULL,NULL,iucn,grandis,NULL,NULL,Grand Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,136478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros griffini,802,"Vu Dinh Thong, Puechmaille, Denzinger, Dietz, Csorba, Bates, Teeling, & Schnitzler",NULL,NULL,"{""1800"":2012}",0,NULL,0,Schneider,NULL,NULL,newsp,griffini,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,100000124,1,deNovo,"Thong, V.D., Puechmaille, S.J., Denzinger, A., Dietz, C., Csorba, G., Bates, P.J.J., Teeling, E.C. & Schnitzler, H.-U. 2012. A new species of Hipposideros (Chiroptera: Hipposideridae) from Vietnam. Journal of Mammalogy 93:1-11 [119]","Thong, V.D., Puechmaille, S.J., Denzinger, A., Dietz, C., Csorba, G., Bates, P.J.J., Teeling, E.C & Schnitzler, H.-U",2012, noneYet, noneYet,"Thong, Puechmaille, Denzinger, Dietz, Csorba, Bates, Teeling & Schnitzler",2012, noneYet,0,NA,NA,NA
Hipposideros halophyllus,803,Hill & Yenbutra,NULL,NULL,"{""1800"":1984}",0,NULL,0,Schneider,NULL,NULL,iucn,halophyllus,NULL,NULL,Thailand Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros hypophyllus,804,Kock & Bhat,NULL,NULL,"{""1800"":1994}",0,NULL,0,Schneider,NULL,NULL,iucn,hypophyllus,NULL,NULL,Kolar Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,10138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros inexpectatus,805,Laurie & Hill,NULL,NULL,"{""1800"":1954}",0,NULL,0,Schneider,NULL,NULL,iucn,inexpectatus,NULL,NULL,Crested Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,10139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros inornatus,806,McKean,NULL,NULL,"{""1800"":1970}",0,NULL,0,Schneider,NULL,NULL,iucn,inornatus,NULL,NULL,Arnhem Leaf-nosed Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,136739,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Hipposideros jonesi,807,Hayman,NULL,NULL,"{""1800"":1947}",0,NULL,0,Schneider,NULL,NULL,iucn,jonesi,NULL,NULL,Jones&#39; Roundleaf Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,HIPPOSIDERIDAE,NA,NA,Hipposideros,NO,NA,NA,NA,0,Afrotropic,NA,NA,1,10140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
