canonical_sciname,id,species_authority,image,notes,authority_year,parens_auth_genus,taxon_author,parens_auth_species,genus_authority,deprecated_scientific,subspecies,source,species,taxon_credit,taxon_credit_date,common_name,citation,image_credit,image_license,entry,common_name_source,image_caption,species_authority_citation,genus_authority_citation,simple_linnean_group,simple_linnean_group_alt,major_type,major_subtype,simple_linnean_subgroup,linnean_order,linnean_family,linnean_subfamily,linnean_tribe,genus,juniorSynonym,synonymOf,TaxonomyNotes,TaxonomyNotes_Citation,extinct,geo_distribution,authority_fullcitation,authority_link,MDDv1,internal_id,newSppSinceMSW3,IfNew_category,IfNew_evidenceCitation,IfNew_evidenceAuthors,IfNew_evidenceYear,IfNew_evidenceLink,IfNew_nameCitation,IfNew_nameAuthors,IfNew_nameYear,IfNew_nameLink,genusTransfersinceMSW3,IfTransfer_oldSciName,IfTransfer_oldIUCN_ID,IfTransfer_evidenceCitation
Drymoreomys albimaculatus,3752,"Percequillo, Weksler, & Costa",NULL,NULL,"{""2011"":2011}",0,NULL,0,"Percequillo, Weksler, & Costa",NULL,NULL,newsp,albimaculatus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Drymoreomys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,100000093,0,NA,"Percequillo, A.R., Weksler, M. & Costa, L.P. 2011. A new genus & species of rodent from the Brazilian Atlantic Forest (Rodentia: Cricetidae: Sigmodontinae: Oryzomyini), with comments on oryzomyine biogeography. Zoological Journal of the Linnean Society 161:357-390","Percequillo, A.R., Weksler, M & Costa, L.P",2011, noneYet, noneYet,"Percequillo, Weksler & Costa",2011, noneYet,0,NA,NA,NA
Dryomys laniger,4607,Felten & Storch,NULL,NULL,"{""1778"":1968}",0,NULL,0,Pallas,NULL,NULL,iucn,laniger,NULL,NULL,Woolly Dormouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,GLIRIDAE,LEITHIINAE,NA,Dryomys,NO,NA,NA,NA,0,Palearctic,NA,NA,1,6859,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dryomys niethammeri,4608,Holden,NULL,NULL,"{""1778"":1996}",0,NULL,0,Pallas,NULL,NULL,iucn,niethammeri,NULL,NULL,Baluchistan Forest Dormouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,GLIRIDAE,LEITHIINAE,NA,Dryomys,NO,NA,NA,NA,0,Palearctic,NA,NA,1,40767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dryomys nitedula,4609,Pallas,NULL,NULL,"{""1778"":1778}",0,NULL,0,Pallas,NULL,NULL,iucn,nitedula,NULL,NULL,Forest Dormouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,GLIRIDAE,LEITHIINAE,NA,Dryomys,NO,NA,NA,NA,0,Palearctic,NA,NA,1,6858,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dugong dugon,5906,Müller,NULL,NULL,"{""1776"":1776}",0,NULL,0,Müller,NULL,NULL,iucn,dugon,NULL,NULL,Dugong,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,manatees / dugongs,SIRENIA,DUGONGIDAE,DUGONGINAE,NA,Dugong,NO,NA,NA,NA,0,Marine,NA,NA,1,6909,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dusicyon australis,417,Kerr,NULL,NULL,"{""1792"":1792}",0,NULL,0,Kerr,NULL,NULL,iucn,australis,NULL,NULL,Falklands Wolf,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,true dogs,CARNIVORA,CANIDAE,NA,NA,Dusicyon,NO,NA,NA,NA,1,Extinct,NA,NA,1,6923,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dusicyon avus,418,Burmeister,NULL,extinct 1000BC,"{""1792"":1866}",0,NULL,0,Kerr,NULL,NULL,newspext,avus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,true dogs,CARNIVORA,CANIDAE,NA,NA,Dusicyon,NO,NA,extinct 1000BC,NA,1,Extinct,"  Burkeister, H. 1854. Systematische Uebersicht der Thiere Brasiliens : welche während einer Reise durch die Provinzen von Rio de Janeiro und Minas geraës gesammlt oder beobachtet Wurden.",https://biodiversitylibrary.org/page/13548343,1,300000005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dyacopterus brooksi,1252,Thomas,NULL,NULL,"{""1890"":1920}",0,NULL,0,Thomas,NULL,NULL,iucn,brooksi,NULL,NULL,Brooks&rsquo;s Dyak Fruit Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,PTEROPODIDAE,CYNOPTERINAE,NA,Dyacopterus,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,136356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dyacopterus rickarti,1253,"K. Helgen, Kock, Gomez, Ingle, & Sinaga",NULL,NULL,"{""1890"":2007}",0,NULL,0,Thomas,NULL,NULL,newsp,rickarti,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,PTEROPODIDAE,CYNOPTERINAE,NA,Dyacopterus,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,100000094,1,deNovo,"Helgen, K.M., Kock, D., Gomez, R.K.C.S., Ingle, N.R. & Sinaga, M.H. 2007. Taxonomy & natural history of the southeast Asian fruit-bat genus Dyacopterus. Journal of Mammalogy 88(2):302-318.","Helgen, K.M., Kock, D., Gomez, R.K.C.S., Ingle, N.R & Sinaga, M.H",2007, noneYet, noneYet,"Helgen, Kock, Gomez, Ingle & Sinaga",2007, noneYet,0,NA,NA,NA
Dyacopterus spadiceus,1254,Thomas,NULL,NULL,"{""1890"":1920}",0,NULL,0,Thomas,NULL,NULL,iucn,spadiceus,NULL,NULL,Dayak Fruit Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,PTEROPODIDAE,CYNOPTERINAE,NA,Dyacopterus,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,6931,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Dymecodon pilirostris,2791,"True,",NULL,NULL,"{""1886"":1886}",0,NULL,0,"True,",NULL,NULL,iucn,pilirostris,NULL,NULL,True&#39;s Shrew Mole,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,moles / shrew-moles / desmans,EULIPOTYPHLA,TALPIDAE,TALPINAE,UROTRICHINI,Dymecodon,NO,NA,NA,NA,0,Palearctic,NA,NA,1,41488,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echimys chrysurus,4464,Zimmermann,NULL,NULL,"{""1780"":1780}",0,NULL,0,Zimmermann,NULL,NULL,iucn,chrysurus,NULL,NULL,White-faced Tree Rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Echimys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,6979,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echimys saturnus,4465,Thomas,NULL,NULL,"{""1780"":1928}",0,NULL,0,Zimmermann,NULL,NULL,iucn,saturnus,NULL,NULL,Dark Spiny Tree-rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Echimys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,6987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echimys vieirai,4466,"Iack-Ximenes, De Vivo, & Percequillo",NULL,NULL,"{""1780"":2005}",0,NULL,0,Zimmermann,NULL,NULL,iucn,vieirai,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Echimys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,136652,1,deNovo,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echinops telfairi,22,Martin,NULL,NULL,"{""1838"":1838}",0,NULL,0,Martin,NULL,NULL,iucn,telfairi,NULL,NULL,Lesser Hedgehog Tenrec,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,tenrecs / golden moles,AFROSORICIDA,TENRECIDAE,TENRECINAE,NA,Echinops,NO,NA,NA,NA,0,Afrotropic,NA,NA,1,40592,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echinosorex gymnura,2346,Raffles,NULL,NULL,"{""1822"":1822}",0,NULL,0,Raffles,NULL,NULL,iucn,gymnura,NULL,NULL,Moonrat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,hedgehogs / gymnures,EULIPOTYPHLA,ERINACEIDAE,GALERICINAE,NA,Echinosorex,NO,NA,NA,NA,0,Indomalayan,NA,NA,1,40603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echiothrix centrosa,4872,Miller & Hollister,NULL,NULL,"{""1867"":1921}",0,NULL,0,Gray,NULL,NULL,iucn,centrosa,NULL,NULL,Central Sulawesi Echiothrix,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,MURINAE,RATTINI,Echiothrix,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,136230,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echiothrix leucura,4873,Gray,NULL,NULL,"{""1867"":1867}",0,NULL,0,Gray,NULL,NULL,iucn,leucura,NULL,NULL,Northern Sulawesi Echiothrix,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,MURINAE,RATTINI,Echiothrix,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,7014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echymipera clara,2964,Stein,NULL,NULL,"{""1829"":1932}",0,NULL,0,Fischer,NULL,NULL,iucn,clara,NULL,NULL,Clara&#39;s Echymipera,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,metatheria,Marsupalia,Marsupalia,Australidelphia,bilbies / bandicoots,PERAMELEMORPHIA,PERAMELIDAE,ECHYMIPERINAE,NA,Echymipera,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,7015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echymipera davidi,2965,Flannery,NULL,NULL,"{""1829"":1990}",0,NULL,0,Fischer,NULL,NULL,iucn,davidi,NULL,NULL,David&#39;s Echymipera,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,metatheria,Marsupalia,Marsupalia,Australidelphia,bilbies / bandicoots,PERAMELEMORPHIA,PERAMELIDAE,ECHYMIPERINAE,NA,Echymipera,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,7017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echymipera echinista,2966,Menzies,NULL,NULL,"{""1829"":1990}",0,NULL,0,Fischer,NULL,NULL,iucn,echinista,NULL,NULL,Menzies&#39; Echymipera,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,metatheria,Marsupalia,Marsupalia,Australidelphia,bilbies / bandicoots,PERAMELEMORPHIA,PERAMELIDAE,ECHYMIPERINAE,NA,Echymipera,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,7016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echymipera kalubu,2967,Fischer,NULL,NULL,"{""1829"":1829}",0,NULL,0,Fischer,NULL,NULL,iucn,kalubu,NULL,NULL,Common Echymipera,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,metatheria,Marsupalia,Marsupalia,Australidelphia,bilbies / bandicoots,PERAMELEMORPHIA,PERAMELIDAE,ECHYMIPERINAE,NA,Echymipera,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,7018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Echymipera rufescens,2968,Peters & Doria,NULL,NULL,"{""1829"":1875}",0,NULL,0,Fischer,NULL,NULL,iucn,rufescens,NULL,NULL,Long-nosed Echymipera,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,metatheria,Marsupalia,Marsupalia,Australidelphia,bilbies / bandicoots,PERAMELEMORPHIA,PERAMELIDAE,ECHYMIPERINAE,NA,Echymipera,NO,NA,NA,NA,0,Australasia/Oceania,NA,NA,1,7019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Ectophylla alba,1069,H. Allen,NULL,NULL,"{""1892"":1892}",0,NULL,0,H. Allen,NULL,NULL,iucn,alba,NULL,NULL,Honduran White Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,PHYLLOSTOMIDAE,STENODERMATINAE,STENODERMATINI,Ectophylla,NO,NA,NA,NA,0,Neotropical,NA,NA,1,7030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Eidolon dupreanum,1255,Pollen,NULL,NULL,"{""1792"":1866}",0,NULL,0,Kerr,NULL,NULL,iucn,dupreanum,NULL,NULL,Madagascan Fruit Bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,PTEROPODIDAE,EIDOLINAE,NA,Eidolon,NO,NA,NA,NA,0,Afrotropic,NA,NA,1,7083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Eidolon helvum,1256,Kerr,NULL,NULL,"{""1792"":1792}",0,NULL,0,Kerr,NULL,NULL,iucn,helvum,NULL,NULL,African Straw-coloured Fruit-bat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,PTEROPODIDAE,EIDOLINAE,NA,Eidolon,NO,NA,NA,NA,0,Afrotropic,NA,NA,1,7084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Eira barbara,548,Linnaeus,NULL,NULL,"{""1758"":1758}",0,NULL,0,Linnaeus,NULL,NULL,iucn,barbara,NULL,NULL,Tayra,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,weasels / otters,CARNIVORA,MUSTELIDAE,GULONINAE,NA,Eira,NO,NA,NA,NA,0,"Nearctic, Neotropical","Linneaus, C von. 1758. Systema naturae per regna tria naturae: secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. (10th Ed.). Stockholm: Laurentius Salvius.",https://biodiversitylibrary.org/page/25033865,1,41644,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elaphodus cephalophus,239,Milne-Edwards,NULL,NULL,"{""1872"":1872}",0,NULL,0,Milne-Edwards,NULL,NULL,iucn,cephalophus,NULL,NULL,Tufted Deer,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,cervoid ruminants,ARTIODACTYLA,CERVIDAE,CERVINAE,MUNTIACINI,Elaphodus,NO,NA,NA,NA,0,Palearctic,NA,NA,1,7112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elaphurus davidianus,240,Milne-Edwards,NULL,NULL,"{""1866"":1866}",0,NULL,0,Milne-Edwards,NULL,NULL,iucn,davidianus,NULL,NULL,P&egrave;re David&#39;s Deer,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,cervoid ruminants,ARTIODACTYLA,CERVIDAE,CERVINAE,CERVINI,Elaphurus,NO,NA,NA,NA,0,Palearctic,NA,NA,1,7121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus brachyrhynchus,2929,A. Smith,NULL,NULL,"{""1831"":1834}",0,NULL,0,A. Smith,NULL,NULL,iucn,brachyrhynchus,NULL,NULL,Short-snouted Sengi,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,NA,NA,0,Afrotropical,NA,NA,1,42658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus edwardii,2930,A. Smith,NULL,NULL,"{""1831"":1834}",0,NULL,0,A. Smith,NULL,NULL,iucn,edwardii,NULL,NULL,Cape Rock Sengi,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,NA,NA,0,Afrotropical,NA,NA,1,7136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus fuscipes,2931,Thomas,NULL,NULL,"{""1831"":1894}",0,NULL,0,A. Smith,NULL,NULL,iucn,fuscipes,NULL,NULL,Dusky-footed Sengi,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,NA,NA,0,Afrotropical,NA,NA,1,42659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus fuscus,2932,Peters,NULL,NULL,"{""1831"":1878}",0,NULL,0,A. Smith,NULL,NULL,iucn,fuscus,NULL,NULL,Dusky Sengi,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,NA,NA,0,Afrotropical,NA,NA,1,42660,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus intufi,2933,A. Smith,NULL,NULL,"{""1831"":1834}",0,NULL,0,A. Smith,NULL,NULL,iucn,intufi,NULL,NULL,Bushveld Sengi,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,NA,NA,0,Afrotropical,NA,NA,1,42661,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus myurus,2934,Thomas & Schwann,NULL,NULL,"{""1831"":1906}",0,NULL,0,A. Smith,NULL,NULL,iucn,myurus,NULL,NULL,Eastern Rock Sengi,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,NA,NA,0,Afrotropical,NA,NA,1,42662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus pilicaudus,2935,"Smith, Robinson, Watson, & van Vuuren",NULL,NULL,"{""1831"":2008}",0,NULL,0,A. Smith,NULL,NULL,iucn,pilicaudus,NULL,NULL,Karoo Rock Sengi,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,NA,NA,0,Afrotropical,NA,NA,1,165924,1,deNovo,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus revoili,7597,Huet,NULL,spelt revoili instead of revoilii,"{""1881"":1881}",0,NULL,0,Huet,NULL,NULL,NULL,revoili,NULL,NULL,NULL,MSW3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,spelt revoili instead of revoilii,MSW3,0,Afrotropical,NA,NA,1,400000142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus rufescens,2938,Peters,NULL,NULL,"{""1831"":1878}",0,NULL,0,A. Smith,NULL,NULL,iucn,rufescens,NULL,NULL,Rufous Sengi,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,NA,NA,0,Afrotropical,NA,NA,1,42664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephantulus rupestris,2939,A. Smith,NULL,NULL,"{""1831"":1834}",0,NULL,0,A. Smith,NULL,NULL,iucn,rupestris,NULL,NULL,Western Rock Sengi,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephant shrews,MACROSCELIDEA,MACROSCELIDIDAE,MACROSCELIDINAE,ELEPHANTULINI,Elephantulus,NO,NA,NA,NA,0,Afrotropical,NA,NA,1,7138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Elephas maximus,3489,Linnaeus,NULL,NULL,"{""1758"":1758}",0,NULL,0,Linnaeus,NULL,NULL,iucn,maximus,NULL,NULL,Asian Elephant,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Afrotheria,elephants,PROBOSCIDEA,ELEPHANTIDAE,NA,NA,Elephas,NO,NA,NA,NA,0,Indomalaya,"Linneaus, C von. 1758. Systema naturae per regna tria naturae: secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. (10th Ed.). Stockholm: Laurentius Salvius.",https://biodiversitylibrary.org/page/25033865,1,7140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Eligmodontia bolsonensis,3753,"Mares, Braun, Coyner, & van den Bussche",NULL,NULL,"{""1837"":2008}",0,NULL,0,F. Cuvier,NULL,NULL,newsp,bolsonensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Eligmodontia,NO,NA,NA,NA,0,Neotropics,NA,NA,1,100000095,1,deNovo,"Mares, Michael A.; Braun, Janet K.; Coyner, Brandi S. & van den Bussche, Ronald A. (2008): Phylogenetic & biogeographic relationships of gerbil mice Eligmodontia (Rodentia, Cricetidae) in South America, with a description of a new species. Zootaxa 1753: 1--33.","Mares, Michael A.; Braun, Janet K.; Coyner, Brandi S & van den Bussche, Ronald A ",2008, noneYet, noneYet,"Mares, Braun, Coyner & van den Bussche",2008, noneYet,0,NA,NA,NA
Eligmodontia dunaris,3754,"Spotorno, Zuleta R., Walker, Manriquez S., Valladares F., & Marin",NULL,NULL,"{""1837"":2013}",0,NULL,0,F. Cuvier,NULL,NULL,newsp,dunaris,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Eligmodontia,NO,NA,NA,NA,0,Neotropics,NA,NA,1,100000096,1,deNovo,"Spotorno, A.E., Zuleta, C., Walker, L.I., Manriquez, G., Valladares, P. & Marin, J.C. 2013. A small, new gerbil-mouse Eligmodontia (Rodentia: Cricetidae) from dunes at the coasts & deserts of north-central Chile: molecular, chromosomic & morphological analyses. Zootaxa 3683: 377-394","Spotorno, A.E., Zuleta, C., Walker, L.I., Manriquez, G., Valladares, P & Marin, J.C",2013, noneYet, noneYet,"Spotorno, Zuleta, Walker, Manriquez, Valladares & Marin",2013, noneYet,0,NA,NA,NA
Eligmodontia hirtipes,3755,Thomas,NULL,NULL,"{""1837"":1902}",0,NULL,0,F. Cuvier,NULL,NULL,newsp,hirtipes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Eligmodontia,NO,NA,NA,NA,0,Neotropics,NA,NA,1,100000097,1,split,"Mares, Michael A.; Braun, Janet K.; Coyner, Brandi S. & van den Bussche, Ronald A. (2008): Phylogenetic & biogeographic relationships of gerbil mice Eligmodontia (Rodentia, Cricetidae) in South America, with a description of a new species. Zootaxa 1753: 1--33.","Mares, Michael A.; Braun, Janet K.; Coyner, Brandi S & van den Bussche, Ronald A ",2008, noneYet, noneYet,Thomas,1902, noneYet,0,NA,NA,NA
Eligmodontia moreni,3756,Thomas,NULL,NULL,"{""1837"":1902}",0,NULL,0,F. Cuvier,NULL,NULL,iucn,moreni,NULL,NULL,Monte Gerbil Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Eligmodontia,NO,NA,NA,NA,0,Neotropics,NA,NA,1,7577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Eligmodontia morgani,3757,J. A. Allen,NULL,NULL,"{""1837"":1901}",0,NULL,0,F. Cuvier,NULL,NULL,iucn,morgani,NULL,NULL,Morgan&#39;s Gerbil Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Eligmodontia,NO,NA,NA,NA,0,Neotropics,NA,NA,1,7578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
