"canonical_sciname","id","species_authority","image","notes","authority_year","parens_auth_genus","taxon_author","parens_auth_species","genus_authority","deprecated_scientific","subspecies","source","species","taxon_credit","taxon_credit_date","common_name","citation","image_credit","image_license","entry","common_name_source","image_caption","species_authority_citation","genus_authority_citation","simple_linnean_group","simple_linnean_group_alt","major_type","major_subtype","simple_linnean_subgroup","linnean_order","linnean_family","linnean_subfamily","linnean_tribe","genus","juniorSynonym","synonymOf","TaxonomyNotes","TaxonomyNotes_Citation","extinct","geo_distribution","authority_fullcitation","authority_link","MDDv1","internal_id","newSppSinceMSW3","IfNew_category","IfNew_evidenceCitation","IfNew_evidenceAuthors","IfNew_evidenceYear","IfNew_evidenceLink","IfNew_nameCitation","IfNew_nameAuthors","IfNew_nameYear","IfNew_nameLink","genusTransfersinceMSW3","IfTransfer_oldSciName","IfTransfer_oldIUCN_ID","IfTransfer_evidenceCitation"
"Crocidura annamitensis","2406","Jenkins, Lunde, & Moncrieff","null","NULL","{""1780"":2009}","false","null","false","Hermann","null","null","newsp","annamitensis","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","100000055","true","denovo","Jenkins, P.D., Lunde, D.P. & Moncrieff, C.B. 2009. Chapter 10. Descriptions of New Species of Crocidura (Soricomorpha: Soricidae) from Mainland Southeast Asia, with Synopses of Previously Described Species & Remarks on Biogeography. Bulletin of the American Museum of Natural History 331:356-405.[67]","Jenkins, P.D., Lunde, D.P & Moncrieff, C.B","2009","noneYet","noneYet","Jenkins, Lunde & Moncrieff","2009","noneYet","false","NA","",""
"Crocidura ansellorum","2407","Hutterer & Dippenaar","null","NULL","{""1780"":1987}","false","null","false","Hermann","null","null","iucn","ansellorum","null","null","Ansell&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5558","false","","","","","","","","","","false","NA","",""
"Crocidura arabica","2408","Hutterer & Harrison","null","NULL","{""1780"":1988}","false","null","false","Hermann","null","null","iucn","arabica","null","null","Arabian Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40618","false","","","","","","","","","","false","NA","",""
"Crocidura arispa","2409","Spitzenberger","null","NULL","{""1780"":1971}","false","null","false","Hermann","null","null","iucn","arispa","null","null","Jackass Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic","","","true","136270","false","","","","","","","","","","false","NA","",""
"Crocidura armenica","2410","Gureev","null","NULL","{""1780"":1963}","false","null","false","Hermann","null","null","iucn","armenica","null","null","Armenian Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic","","","true","5596","false","","","","","","","","","","false","NA","",""
"Crocidura attenuata","2411","Milne-Edwards","null","NULL","{""1780"":1872}","false","null","false","Hermann","null","null","iucn","attenuata","null","null","Grey Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic, indomalaysia","","","true","40619","false","","","","","","","","","","false","NA","",""
"Crocidura attila","2412","Dollman","null","NULL","{""1780"":1915}","false","null","false","Hermann","null","null","iucn","attila","null","null","Hun Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5621","false","","","","","","","","","","false","NA","",""
"Crocidura baileyi","2413","Osgood","null","NULL","{""1780"":1910}","false","null","false","Hermann","null","null","iucn","baileyi","null","null","Bailey&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5559","false","","","","","","","","","","false","NA","",""
"Crocidura baluensis","2414","Thomas","null","NULL","{""1780"":1898}","false","null","false","Hermann","null","null","iucn","baluensis","null","null","Kinabalu Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","136726","false","","","","","","","","","","false","NA","",""
"Crocidura batakorum","2415","Hutterer","null","NULL","{""1780"":2007}","false","null","false","Hermann","null","null","newsp","batakorum","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","100000056","true","denovo","Hutterer, R. 07. Records of shrews from Panay & Palawan, Philippines, with the description of two new species of Crocidura (Mammalia: Soricidae). Lynx (Praha) 38: 5--.","Hutterer, R","2007","noneYet","noneYet","Hutterer","2007","noneYet","false","NA","",""
"Crocidura batesi","2416","Dollman","null","NULL","{""1780"":1915}","false","null","false","Hermann","null","null","iucn","batesi","null","null","Bate&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40620","false","","","","","","","","","","false","NA","",""
"Crocidura beatus","2417","Miller","null","NULL","{""1780"":1911}","false","null","false","Hermann","null","null","iucn","beatus","null","null","Mindanao Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","5597","false","","","","","","","","","","false","NA","",""
"Crocidura beccarii","2418","Dobson","null","NULL","{""1780"":1889}","false","null","false","Hermann","null","null","iucn","beccarii","null","null","Beccari&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","5598","false","","","","","","","","","","false","NA","",""
"Crocidura bottegi","2419","Thomas","null","NULL","{""1780"":1898}","false","null","false","Hermann","null","null","iucn","bottegi","null","null","Bottego&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40621","false","","","","","","","","","","false","NA","",""
"Crocidura bottegoides","2420","Hutterer & Yalden","null","NULL","{""1780"":1990}","false","null","false","Hermann","null","null","iucn","bottegoides","null","null","Bale Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5622","false","","","","","","","","","","false","NA","",""
"Crocidura brunnea","2421","Jentink","null","NULL","{""1780"":1888}","false","null","false","Hermann","null","null","iucn","brunnea","null","null","Thick-tailed Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","136742","false","","","","","","","","","","false","NA","",""
"Crocidura buettikoferi","2422","Jentink","null","NULL","{""1780"":1888}","false","null","false","Hermann","null","null","iucn","buettikoferi","null","null","Buettikofer&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40622","false","","","","","","","","","","false","NA","",""
"Crocidura caliginea","2423","Hollister","null","NULL","{""1780"":1916}","false","null","false","Hermann","null","null","iucn","caliginea","null","null","African Foggy Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5623","false","","","","","","","","","","false","NA","",""
"Crocidura canariensis","2424","Hutterer, Lopez-Jurado, & Vogel","null","NULL","{""1780"":1987}","false","null","false","Hermann","null","null","iucn","canariensis","null","null","Canarian Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic","","","true","5560","false","","","","","","","","","","false","NA","",""
"Crocidura caspica","2425","Thomas","null","NULL","{""1780"":1898}","false","null","false","Hermann","null","null","iucn","caspica","null","null","Caspian Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic","","","true","136444","false","","","","","","","","","","false","NA","",""
"Crocidura cinderella","2426","Thomas","null","NULL","{""1780"":1898}","false","null","false","Hermann","null","null","iucn","cinderella","null","null","Cinderella Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","41317","false","","","","","","","","","","false","NA","",""
"Crocidura congobelgica","2427","Hollister","null","spelling error, should have a b, not a d","{""1780"":1916}","false","null","false","Hermann","null","null","iucn","congobelgica","null","null","Congo White-toothed Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","spelling error, should have a b, not a d","","false","afrotropics","","","true","400000099","false","","","","","","","","","","false","NA","",""
"Crocidura cranbrooki","2428","Jenkins, Lunde, & Moncrieff","null","NULL","{""1780"":2009}","false","null","false","Hermann","null","null","newsp","cranbrooki","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","100000057","true","denovo","Jenkins, P.D., Lunde, D.P. & Moncrieff, C.B. 2009. Chapter 10. Descriptions of New Species of Crocidura (Soricomorpha: Soricidae) from Mainland Southeast Asia, with Synopses of Previously Described Species & Remarks on Biogeography. Bulletin of the American Museum of Natural History 331:356-405.[68]","Jenkins, P.D., Lunde, D.P & Moncrieff, C.B","2009","noneYet","noneYet","Jenkins, Lunde & Moncrieff","2009","noneYet","false","NA","",""
"Crocidura crenata","2429","Brosset, Dubost, & Heim de Balsac","null","NULL","{""1780"":1965}","false","null","false","Hermann","null","null","iucn","crenata","null","null","Long-footed Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5562","false","","","","","","","","","","false","NA","",""
"Crocidura crossei","2430","Thomas","null","NULL","{""1780"":1898}","false","null","false","Hermann","null","null","iucn","crossei","null","null","Crosse&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40624","false","","","","","","","","","","false","NA","",""
"Crocidura cyanea","2431","Duvernoy","null","NULL","{""1780"":1838}","false","null","false","Hermann","null","null","iucn","cyanea","null","null","Reddish-gray Musk Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40625","false","","","","","","","","","","false","NA","",""
"Crocidura denti","2432","Dollman","null","NULL","{""1780"":1915}","false","null","false","Hermann","null","null","iucn","denti","null","null","Dent&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40626","false","","","","","","","","","","false","NA","",""
"Crocidura desperata","2433","Hutterer, Jenkins, & W. Verheyen","null","NULL","{""1780"":1991}","false","null","false","Hermann","null","null","iucn","desperata","null","null","Desperate Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5624","false","","","","","","","","","","false","NA","",""
"Crocidura dhofarensis","2434","Hutterer & Harrison","null","NULL","{""1780"":1988}","false","null","false","Hermann","null","null","iucn","dhofarensis","null","null","Dhofarian Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5599","false","","","","","","","","","","false","NA","",""
"Crocidura dolichura","2435","Peters","null","NULL","{""1780"":1870}","false","null","false","Hermann","null","null","iucn","dolichura","null","null","Long-tailed Musk Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40628","false","","","","","","","","","","false","NA","",""
"Crocidura douceti","2436","Heim de Balsac","null","valid species, forgot from list","{""1780"":1957}","false","null","false","Hermann","null","null","iucn","douceti","null","null","Doucet&#39;s Musk Shrew","Gerrie, R. & Kennerley, R. 2016. Crocidura douceti. The IUCN Red List of Threatened Species 2016: e.T40629A22295053. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T40629A22295053.en. Downloaded on 15 April 2017.","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","valid species, forgot from list","gerrie, r. & kennerley, r. 2016. crocidura douceti. the iucn red list of threatened species 2016: e.t40629a22295053. http://dx.doi.org/10.2305/iucn.uk.2016-3.rlts.t40629a22295053.en. downloaded on 15 april 2017.","false","afrotropics","","","true","400000100","false","","","","","","","","","","false","NA","",""
"Crocidura dsinezumi","2437","Temminck","null","NULL","{""1780"":1842}","false","null","false","Hermann","null","null","iucn","dsinezumi","null","null","Dsinezumi Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic","","","true","40627","false","","","","","","","","","","false","NA","",""
"Crocidura eisentrauti","2438","Heim de Balsac","null","NULL","{""1780"":1957}","false","null","false","Hermann","null","null","iucn","eisentrauti","null","null","Eisentraut&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5565","false","","","","","","","","","","false","NA","",""
"Crocidura elgonius","2439","Osgood","null","NULL","{""1780"":1910}","false","null","false","Hermann","null","null","iucn","elgonius","null","null","Elgon Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5625","false","","","","","","","","","","false","NA","",""
"Crocidura elongata","2440","Miller & Hollister","null","NULL","{""1780"":1921}","false","null","false","Hermann","null","null","iucn","elongata","null","null","Elongated Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","australasia/oceania","","","true","40630","false","","","","","","","","","","false","NA","",""
"Crocidura erica","2441","Dollman","null","NULL","{""1780"":1915}","false","null","false","Hermann","null","null","iucn","erica","null","null","Heather Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5626","false","","","","","","","","","","false","NA","",""
"Crocidura fingui","2442","Ceríaco, Marques, Jacquet, Nicolas, Colyn, Denys, Sardinha, & Bastos-Silveira","null","NULL","{""1780"":2015}","false","null","false","Hermann","null","null","newsp","fingui","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","100000058","true","denovo","Ceríaco, L.M.P.; Marques, M.P.; Jacquet, F.; Nicolas, V.; Colyn, M.; Denys, C. (2015). ""Description of a new endemic species of shrew (Mammalia, Soricomorpha) from Príncipe Island (Gulf of Guinea)"". Mammalia. doi:10.1515/mammalia-2014-0056.","Ceríaco, L.M.P.; Marques, M.P.; Jacquet, F.; Nicolas, V.; Colyn, M.; Denys, C","2015","noneYet","noneYet","Ceríaco, Marques, Jacquet, Nicolas, Colyn & Denys","2015","noneYet","false","NA","",""
"Crocidura fischeri","2443","Pagenstecher","null","NULL","{""1780"":1885}","false","null","false","Hermann","null","null","iucn","fischeri","null","null","Fischer&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5627","false","","","","","","","","","","false","NA","",""
"Crocidura flavescens","2444","I. Geoffroy Saint-Hilaire","null","NULL","{""1780"":1934}","false","null","false","Hermann","null","null","iucn","flavescens","null","null","Greater Red Musk Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5628","false","","","","","","","","","","false","NA","",""
"Crocidura floweri","2445","Dollman","null","NULL","{""1780"":1915}","false","null","false","Hermann","null","null","iucn","floweri","null","null","Flower&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic","","","true","5600","false","","","","","","","","","","false","NA","",""
"Crocidura foetida","2446","Peters","null","NULL","{""1780"":1870}","false","null","false","Hermann","null","null","iucn","foetida","null","null","Bornean Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","136578","false","","","","","","","","","","false","NA","",""
"Crocidura foxi","2447","Dollman","null","NULL","{""1780"":1915}","false","null","false","Hermann","null","null","iucn","foxi","null","null","Fox&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5629","false","","","","","","","","","","false","NA","",""
"Crocidura fuliginosa","2448","Blyth","null","NULL","{""1780"":1855}","false","null","false","Hermann","null","null","iucn","fuliginosa","null","null","Southeast Asian Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic, indomalaysia","","","true","40631","false","","","","","","","","","","false","NA","",""
"Crocidura fulvastra","2449","Sundevall","null","NULL","{""1780"":1843}","false","null","false","Hermann","null","null","iucn","fulvastra","null","null","Savanna Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40632","false","","","","","","","","","","false","NA","",""
"Crocidura fumosa","2450","Thomas","null","NULL","{""1780"":1898}","false","null","false","Hermann","null","null","iucn","fumosa","null","null","Smoky White-toothed Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5630","false","","","","","","","","","","false","NA","",""
"Crocidura fuscomurina","2451","Heuglin","null","NULL","{""1780"":1865}","false","null","false","Hermann","null","null","iucn","fuscomurina","null","null","Bicolored Musk Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","40633","false","","","","","","","","","","false","NA","",""
"Crocidura gathornei","7044","Jenkins","null","described in 2013","{""1780"":2013}","false","null","false","Hermann","null","null","null","gathornei","null","null","NULL","Jenkins, P. D. (2013). An account of the Himalayan mountain soricid community, with the description of a new species of Crocidura (Mammalia: Soricomorpha: Soricidae). Raffles Bulletin of Zoology, Supplement, 29, 161-175.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","described in 2013","jenkins, p. d. (2013). an account of the himalayan mountain soricid community, with the description of a new species of crocidura (mammalia: soricomorpha: soricidae). raffles bulletin of zoology, supplement, 29, 161-175.","false","palearctic","","","true","100000450","true","denovo","Jenkins, P. D. (2013). An account of the Himalayan mountain soricid community, with the description of a new species of Crocidura (Mammalia: Soricomorpha: Soricidae). Raffles Bulletin of Zoology, Supplement, 29, 161-175.","Jenkins, P D","2013","noneYet","noneYet","Jenkins","2013","noneYet","false","NA","",""
"Crocidura glassi","2452","Heim de Balsac","null","NULL","{""1780"":1957}","false","null","false","Hermann","null","null","iucn","glassi","null","null","Glass&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5566","false","","","","","","","","","","false","NA","",""
"Crocidura gmelini","2453","Pallas","null","NULL","{""1780"":1811}","false","null","false","Hermann","null","null","iucn","gmelini","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic","","","true","41319","false","","","","","","","","","","false","NA","",""
"Crocidura goliath","2454","Thomas","null","NULL","{""1780"":1898}","false","null","false","Hermann","null","null","iucn","goliath","null","null","Goliath Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","41318","false","","","","","","","","","","false","NA","",""
"Crocidura gracilipes","2455","Peters","null","NULL","{""1780"":1870}","false","null","false","Hermann","null","null","iucn","gracilipes","null","null","Peters&#39; Musk Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5631","false","","","","","","","","","","false","NA","",""
"Crocidura grandiceps","2456","Hutterer","null","NULL","{""1780"":2007}","false","null","false","Hermann","null","null","iucn","grandiceps","null","null","Large-headed Forest Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","41321","false","","","","","","","","","","false","NA","",""
"Crocidura grandis","2457","Miller","null","NULL","{""1780"":1911}","false","null","false","Hermann","null","null","iucn","grandis","null","null","Greater Mindanao Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","5601","false","","","","","","","","","","false","NA","",""
"Crocidura grassei","2458","Brosset, Dubost, & Heim de Balsac","null","NULL","{""1780"":1965}","false","null","false","Hermann","null","null","iucn","grassei","null","null","Grasse&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5567","false","","","","","","","","","","false","NA","",""
"Crocidura grayi","2459","Dobson","null","NULL","{""1780"":1889}","false","null","false","Hermann","null","null","iucn","grayi","null","null","Luzon Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","5602","false","","","","","","","","","","false","NA","",""
"Crocidura greenwoodi","2460","Heim de Balsac","null","NULL","{""1780"":1957}","false","null","false","Hermann","null","null","iucn","greenwoodi","null","null","Greenwood&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5632","false","","","","","","","","","","false","NA","",""
"Crocidura guy","2461","Jenkins, Lunde, & Moncrieff","null","NULL","{""1780"":2009}","false","null","false","Hermann","null","null","newsp","guy","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","100000059","true","denovo","Jenkins, P.D., Lunde, D.P. & Moncrieff, C.B. 2009. Chapter 10. Descriptions of New Species of Crocidura (Soricomorpha: Soricidae) from Mainland Southeast Asia, with Synopses of Previously Described Species & Remarks on Biogeography. Bulletin of the American Museum of Natural History 331:356-405.[69]","Jenkins, P.D., Lunde, D.P & Moncrieff, C.B","2009","noneYet","noneYet","Jenkins, Lunde & Moncrieff","2009","noneYet","false","NA","",""
"Crocidura harenna","2462","Hutterer & Yalden","null","NULL","{""1780"":1990}","false","null","false","Hermann","null","null","iucn","harenna","null","null","Harenna Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","5633","false","","","","","","","","","","false","NA","",""
"Crocidura hikmiya","2463","S. Meegaskumbura, M. Meegaskumbura, Pethiyagoda, Manamendra-Arachchi, & Schneider","null","NULL","{""1780"":2007}","false","null","false","Hermann","null","null","iucn","hikmiya","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","palearctic","","","true","136596","true","denovo","","","","","","","","","false","NA","",""
"Crocidura hildegardeae","2464","Thomas","null","NULL","{""1780"":1898}","false","null","false","Hermann","null","null","iucn","hildegardeae","null","null","Hildegarde&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","41322","false","","","","","","","","","","false","NA","",""
"Crocidura hilliana","2465","Jenkins & Smith","null","NULL","{""1780"":1995}","false","null","false","Hermann","null","null","iucn","hilliana","null","null","Hill&#39;s Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","136226","false","","","","","","","","","","false","NA","",""
"Crocidura hirta","2466","Peters","null","NULL","{""1780"":1870}","false","null","false","Hermann","null","null","iucn","hirta","null","null","Lesser Red Musk Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","afrotropics","","","true","41323","false","","","","","","","","","","false","NA","",""
"Crocidura hispida","2467","Thomas","null","NULL","{""1780"":1898}","false","null","false","Hermann","null","null","iucn","hispida","null","null","Andaman Spiny Shrew","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","shrews","eulipotyphla","soricidae","crocidurinae","","crocidura","false","","","","false","indomalayan","","","true","5603","false","","","","","","","","","","false","NA","",""
