"canonical_sciname","id","species_authority","image","notes","authority_year","parens_auth_genus","taxon_author","parens_auth_species","genus_authority","deprecated_scientific","subspecies","source","species","taxon_credit","taxon_credit_date","common_name","citation","image_credit","image_license","entry","common_name_source","image_caption","species_authority_citation","genus_authority_citation","simple_linnean_group","simple_linnean_group_alt","major_type","major_subtype","simple_linnean_subgroup","linnean_order","linnean_family","linnean_subfamily","linnean_tribe","genus","juniorSynonym","synonymOf","TaxonomyNotes","TaxonomyNotes_Citation","extinct","geo_distribution","authority_fullcitation","authority_link","MDDv1","internal_id","newSppSinceMSW3","IfNew_category","IfNew_evidenceCitation","IfNew_evidenceAuthors","IfNew_evidenceYear","IfNew_evidenceLink","IfNew_nameCitation","IfNew_nameAuthors","IfNew_nameYear","IfNew_nameLink","genusTransfersinceMSW3","IfTransfer_oldSciName","IfTransfer_oldIUCN_ID","IfTransfer_evidenceCitation"
"Myotis csorbai","1738","Topál","null","NULL","{""1797"":1997}","false","null","false","Borkhausen","null","null","iucn","csorbai","null","null","Csorba&rsquo;s Mouse-eared Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan","","","true","29420","false","","","","","","","","","","false","NA","",""
"Myotis dasycneme","1739","Boie","null","NULL","{""1797"":1825}","false","null","false","Borkhausen","null","null","iucn","dasycneme","null","null","Pond Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14127","false","","","","","","","","","","false","NA","",""
"Myotis daubentonii","1740","Kuhl","null","NULL","{""1797"":1817}","false","null","false","Borkhausen","null","null","iucn","daubentonii","null","null","Daubenton&#39;s Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14128","false","","","","","","","","","","false","NA","",""
"Myotis davidii","1741","Peters","null","includes nipalensis, aurascens and hajastanicus","{""1797"":1871}","false","null","false","Borkhausen","null","null","iucn","davidii","null","null","David&#39;s Myotis","Benda, P., ABI-SAID, M. R., BOU, J. I., Karanouh, R., Lu?an, R. K., Sadek, R., ... & Horá?ek, I. (2016). Bats (Mammalia: Chiroptera) of the Eastern Mediterranean and Middle East. Part 13. Review of distribution and ectoparasites of bats in Lebanon. Acta Societatis Zoologicae Bohemicae, 80.","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","includes nipalensis, aurascens and hajastanicus","benda, p., abi-said, m. r., bou, j. i., karanouh, r., lučan, r. k., sadek, r., ... & horáček, i. (2016). bats (mammalia: chiroptera) of the eastern mediterranean and middle east. part 13. review of distribution and ectoparasites of bats in lebanon. acta societatis zoologicae bohemicae, 80.","false","palearctic","","","true","136250","false","","","","","","","","","","false","NA","",""
"Myotis dieteri","1742","Happold","null","NULL","{""1797"":2005}","false","null","false","Borkhausen","null","null","iucn","dieteri","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","afrotropic","","","true","136678","true","denovo","","","","","","","","","false","NA","",""
"Myotis diminutus","1743","Moratelli & Wilson","null","misspelt, should be spelt diminutus","{""1797"":2014}","false","null","false","Borkhausen","null","null","newsp","diminutus","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","misspelt, should be spelt diminutus","","false","neotropical","","","true","100000230","true","denovo","Moratelli, R. & Wilson, D.E. 2011. A new species of Myotis Kaup, 1829 (Chiroptera, Vespertilionidae) from Ecuador. Mammalian Biology 76:608-614","Moratelli, R & Wilson, D.E","2011","noneYet","noneYet","Moratelli & Wilson","2011","noneYet","false","NA","",""
"Myotis dinellii","1744","Thomas","null","NULL","{""1797"":1916}","false","null","false","Borkhausen","null","null","iucn","dinellii","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","neotropical","","","true","136204","true","split","","","","","","","","","false","NA","",""
"Myotis dominicensis","1745","Miller","null","NULL","{""1797"":1897}","false","null","false","Borkhausen","null","null","iucn","dominicensis","null","null","Dominican Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","neotropical","","","true","14155","false","","","","","","","","","","false","NA","",""
"Myotis elegans","1746","Hall","null","NULL","{""1797"":1962}","false","null","false","Borkhausen","null","null","iucn","elegans","null","null","Elegant Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic, neotropic","","","true","14156","false","","","","","","","","","","false","NA","",""
"Myotis emarginatus","1747","É. Geoffroy Saint-Hilaire","null","NULL","{""1797"":1806}","false","null","false","Borkhausen","null","null","iucn","emarginatus","null","null","Geoffroy&#39;s Bat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14129","false","","","","","","","","","","false","NA","",""
"Myotis escalerai","1748","Cabrera","null","NULL","{""1797"":1904}","false","null","false","Borkhausen","null","null","newsp","escalerai","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","100000231","true","split","Salicini, I., Ibáñez, C. & Juste, J. 2011 Multilocus phylogeny & species delimitation within the Natterer's bat species complex in the Western Palearctic (subscription required). Molecular Phylogenetics & Evolution","Salicini, I., Ibáñez, C & Juste, J","2011","noneYet","noneYet","Cabrera","1904","noneYet","false","NA","",""
"Myotis evotis","1749","H. Allen","null","NULL","{""1797"":1864}","false","null","false","Borkhausen","null","null","iucn","evotis","null","null","Long-eared Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic","","","true","14157","false","","","","","","","","","","false","NA","",""
"Myotis federatus","9548","Thomas","null","recognized as distinct from M. montivagus","{""1797"":1916}","false","null","false","Borkhausen","null","null","null","federatus","null","null","NULL","Görföl, T., Estók, P., & Csorba, G. (2013). The subspecies of Myotis montivagus--taxonomic revision and species limits (Mammalia: Chiroptera: Vespertilionidae). Acta Zoologica Academiae Scientiarum Hungaricae, 59(1), 41-59.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","recognized as distinct from m. montivagus","görföl, t., estók, p., & csorba, g. (2013). the subspecies of myotis montivagus--taxonomic revision and species limits (mammalia: chiroptera: vespertilionidae). acta zoologica academiae scientiarum hungaricae, 59(1), 41-59.","false","indomalayan","","","true","100000616","true","split","Görföl, T., Estók, P., & Csorba, G. (2013). The subspecies of Myotis montivagus--taxonomic revision & species limits (Mammalia: Chiroptera: Vespertilionidae). Acta Zoologica Academiae Scientiarum Hungaricae, 59(1), 41-59.","Görföl, T., Estók, P., & Csorba, G","2013","noneYet","noneYet","Thomas","1916","noneYet","false","NA","",""
"Myotis fimbriatus","1750","Peters","null","NULL","{""1797"":1871}","false","null","false","Borkhausen","null","null","iucn","fimbriatus","null","null","Fringed Long-footed Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14158","false","","","","","","","","","","false","NA","",""
"Myotis findleyi","1751","Bogan","null","misspelt, should be findleyi","{""1797"":1978}","false","null","false","Borkhausen","null","null","iucn","findleyi","null","null","Findley&#39;s Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","misspelt, should be findleyi","","false","nearctic","","","true","400000283","false","","","","","","","","","","false","NA","",""
"Myotis flavus","1752","Shamel","null","NULL","{""1797"":1944}","false","null","false","Borkhausen","null","null","newsp","flavus","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","100000232","true","split","Jiang, T., Sun, K., Chou, C., Zhang, Z. & Feng, J. 10. First record of Myotis flavus (Chiroptera: Vespertilionidae) from mainland China & a reassessment of its taxonomic status. Zootaxa 2414:41--51.","Jiang, T., Sun, K., Chou, C., Zhang, Z & Feng, J","2010","noneYet","noneYet","Shamel","1944","noneYet","false","NA","",""
"Myotis formosus","1753","Hodgson","null","NULL","{""1797"":1835}","false","null","false","Borkhausen","null","null","iucn","formosus","null","null","Hodgson&#39;s Bat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan,  palearctic, australasia/oceania","","","true","14160","false","","","","","","","","","","false","NA","",""
"Myotis fortidens","1754","Miller & G. M. Allen","null","NULL","{""1797"":1928}","false","null","false","Borkhausen","null","null","iucn","fortidens","null","null","Cinnamon Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic, neotropic","","","true","14161","false","","","","","","","","","","false","NA","",""
"Myotis frater","1755","G. M. Allen","null","NULL","{""1797"":1923}","false","null","false","Borkhausen","null","null","iucn","frater","null","null","Long-tailed Whiskered Bat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14162","false","","","","","","","","","","false","NA","",""
"Myotis gomantongensis","1756","Francis & Hill","null","NULL","{""1797"":1998}","false","null","false","Borkhausen","null","null","iucn","gomantongensis","null","null","Gomantong Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan","","","true","40035","false","","","","","","","","","","false","NA","",""
"Myotis goudoti","1757","A. Smith","null","NULL","{""1797"":1834}","false","null","false","Borkhausen","null","null","iucn","goudoti","null","null","Malagasy Mouse-eared Bat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","afrotropic","","","true","14163","false","","","","","","","","","","false","NA","",""
"Myotis grisescens","1758","A. H. Howell","null","NULL","{""1797"":1909}","false","null","false","Borkhausen","null","null","iucn","grisescens","null","null","Gray Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic","","","true","14132","false","","","","","","","","","","false","NA","",""
"Myotis handleyi","1760","Moratelli, Gardner, de Oliveira, & Wilson","null","NULL","{""1797"":2013}","false","null","false","Borkhausen","null","null","newsp","handleyi","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","neotropical","","","true","100000233","true","denovo","Moratelli, R., Gardner, A.L., Oliveira, J.A. de. & Wilson, D.E. (2013) Review of Myotis (Chiroptera, Vespertilionidae) from northern South America, including description of a new species. American Museum Novitates 3780: 1-36 [139]","Moratelli, R., Gardner, A.L., Oliveira, J.A de & Wilson, D.E","2013","noneYet","noneYet","Moratelli, Gardner, Oliveira & Wilson","2013","noneYet","false","NA","",""
"Myotis hasseltii","1761","Temminck","null","NULL","{""1797"":1932}","false","null","false","Borkhausen","null","null","iucn","hasseltii","null","null","Lesser Large-footed Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan, australasia/oceania","","","true","14164","false","","","","","","","","","","false","NA","",""
"Myotis hermani","1762","Thomas","null","NULL","{""1797"":1916}","false","null","false","Borkhausen","null","null","iucn","hermani","null","null","Herman&#39;s Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan","","","true","14165","false","","","","","","","","","","false","NA","",""
"Myotis horsfieldii","1763","Temminck","null","NULL","{""1797"":1932}","false","null","false","Borkhausen","null","null","iucn","horsfieldii","null","null","Horsfield&#39;s Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan, australasia/oceania","","","true","14166","false","","","","","","","","","","false","NA","",""
"Myotis hyrcanicus","9563","Benda, Reiter, & Vallo","null","described in 2012","{""1797"":2012}","false","null","false","Borkhausen","null","null","null","hyrcanicus","null","null","NULL","Benda, P., Faizolâhi, K., Andreas, M., Obuch, J., Reiter, A., Šev?ík, M., ... & Ashrafi, S. (2012). Bats (Mammalia: Chiroptera) of the Eastern Mediterranean and Middle East. Part 10. Bat fauna of Iran. Acta Societatis Zoologicae Bohemicae, 76, 163-582.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","described in 2012","benda, p., faizolâhi, k., andreas, m., obuch, j., reiter, a., ševčík, m., ... & ashrafi, s. (2012). bats (mammalia: chiroptera) of the eastern mediterranean and middle east. part 10. bat fauna of iran. acta societatis zoologicae bohemicae, 76, 163-582.","false","palearctic","","","true","100000617","true","denovo","Benda, P., Faizolâhi, K. &reas, M., Obuch, J., Reiter, A., Ševčík, M., ... & Ashrafi, S. (2012). Bats (Mammalia: Chiroptera) of the Eastern Mediterranean & Middle East. Part 10. Bat fauna of Iran. Acta Societatis Zoologicae Bohemicae, 76, 163-582.","Benda, P., Faizolâhi, K. &reas, M., Obuch, J., Reiter, A., Ševčík, M., .. & Ashrafi, S","2012","noneYet","noneYet","Benda, Reiter & Vallo","2012","noneYet","false","NA","",""
"Myotis ikonnikovi","1764","Ognev","null","NULL","{""1797"":1912}","false","null","false","Borkhausen","null","null","iucn","ikonnikovi","null","null","Ikonnikov&#39;s Bat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14168","false","","","","","","","","","","false","NA","",""
"Myotis indochinensis","9565","Nguyen Truong Son, Görföl, Francis, Motokawa, Estók, Endo, Vu Dinh Thong, Nguyen Xuan Dang, Oshida, & Csorba","null","described in 2013","{""1797"":2013}","false","null","false","Borkhausen","null","null","null","indochinensis","null","null","NULL","Son, N. T., Görföl, T., Francis, C. M., Motokawa, M., Estók, P., Endo, H., ... & Csorba, G. (2013). Description of a new species of Myotis (Vespertilionidae) from Vietnam. Acta Chiropterologica, 15(2), 473-483.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","described in 2013","son, n. t., görföl, t., francis, c. m., motokawa, m., estók, p., endo, h., ... & csorba, g. (2013). description of a new species of myotis (vespertilionidae) from vietnam. acta chiropterologica, 15(2), 473-483.","false","indomalayan","","","true","100000618","true","denovo","Son, N. T., Görföl, T., Francis, C. M., Motokawa, M., Estók, P., Endo, H., ... & Csorba, G. (2013). Description of a new species of Myotis (Vespertilionidae) from Vietnam. Acta Chiropterologica, 15(2), 473-483.","Son, N T., Görföl, T., Francis, C M., Motokawa, M., Estók, P., Endo, H., .. & Csorba, G","2013","noneYet","noneYet","Son, Görföl, Francis, Motokawa, Estók, Endo, Thong, Dang, Oshida & Csorba","2013","noneYet","false","NA","",""
"Myotis insularum","1765","Dobson","null","NULL","{""1797"":1874}","false","null","false","Borkhausen","null","null","iucn","insularum","null","null","Insular Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","australasia/oceania","","","true","14169","false","","","","","","","","","","false","NA","",""
"Myotis izecksohni","1766","Moratelli, Peracchi, Dias, & de Oliveira","null","NULL","{""1797"":2011}","false","null","false","Borkhausen","null","null","newsp","izecksohni","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","neotropical","","","true","100000234","true","denovo","Moratelli, R., Peracchi, A.L., Dias, D. & de Oliveira, J.A. 2011. Geographic variation in South American populations of Myotis nigricans (Schinz, 1821) (Chiroptera, Vespertilionidae), with the description of two new species. Mammalian Biology 76:592-607","Moratelli, R., Peracchi, A.L., Dias, D & de Oliveira, J.A","2011","noneYet","noneYet","Moratelli, Peracchi, Dias & Oliveira","2011","noneYet","false","NA","",""
"Myotis keaysi","1767","J. A. Allen","null","NULL","{""1797"":1914}","false","null","false","Borkhausen","null","null","iucn","keaysi","null","null","Hairy-legged Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic, neotropic","","","true","14170","false","","","","","","","","","","false","NA","",""
"Myotis keenii","1768","Merriam","null","NULL","{""1797"":1890}","false","null","false","Borkhausen","null","null","iucn","keenii","null","null","Keen&#39;s Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic","","","true","14171","false","","","","","","","","","","false","NA","",""
"Myotis laniger","1769","Peters","null","NULL","{""1797"":1871}","false","null","false","Borkhausen","null","null","iucn","laniger","null","null","Chinese Water Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","136429","false","","","","","","","","","","false","NA","",""
"Myotis lavali","1770","Moratelli, Peracchi, Dias, & de Oliveira","null","NULL","{""1797"":2011}","false","null","false","Borkhausen","null","null","newsp","lavali","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","neotropical","","","true","100000235","true","denovo","Moratelli, R., Peracchi, A.L., Dias, D. & de Oliveira, J.A. 2011. Geographic variation in South American populations of Myotis nigricans (Schinz, 1821) (Chiroptera, Vespertilionidae), with the description of two new species. Mammalian Biology 76:592-607","Moratelli, R., Peracchi, A.L., Dias, D & de Oliveira, J.A","2011","noneYet","noneYet","Moratelli, Peracchi, Dias & Oliveira","2011","noneYet","false","NA","",""
"Myotis leibii","1771","Audubon & Bachman","null","NULL","{""1797"":1842}","false","null","false","Borkhausen","null","null","iucn","leibii","null","null","Eastern Small-footed Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic","","","true","14172","false","","","","","","","","","","false","NA","",""
"Myotis levis","1772","I. Geoffroy Saint-Hilaire","null","NULL","{""1797"":1824}","false","null","false","Borkhausen","null","null","iucn","levis","null","null","Yellowish Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","neotropical","","","true","14174","false","","","","","","","","","","false","NA","",""
"Myotis longipes","1773","Dobson","null","NULL","{""1797"":1874}","false","null","false","Borkhausen","null","null","iucn","longipes","null","null","Kashmir Cave Bat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan,  palearctic","","","true","14175","false","","","","","","","","","","false","NA","",""
"Myotis lucifugus","1774","Le Conte","null","NULL","{""1797"":1831}","false","null","false","Borkhausen","null","null","iucn","lucifugus","null","null","Little Brown Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic","","","true","14176","false","","","","","","","","","","false","NA","",""
"Myotis macrodactylus","1775","Temminck","null","NULL","{""1797"":1932}","false","null","false","Borkhausen","null","null","iucn","macrodactylus","null","null","Big-footed Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14177","false","","","","","","","","","","false","NA","",""
"Myotis macropus","1776","Gould","null","NULL","{""1797"":1854}","false","null","false","Borkhausen","null","null","iucn","macropus","null","null","Large-footed Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","australasia/oceania","","","true","136697","false","","","","","","","","","","false","NA","",""
"Myotis macrotarsus","1777","Waterhouse","null","NULL","{""1797"":1845}","false","null","false","Borkhausen","null","null","iucn","macrotarsus","null","null","Pallid Large-footed Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan","","","true","14178","false","","","","","","","","","","false","NA","",""
"Myotis martiniquensis","1778","LaVal","null","NULL","{""1797"":1973}","false","null","false","Borkhausen","null","null","iucn","martiniquensis","null","null","Schwartz&#39;s Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","neotropical","","","true","14179","false","","","","","","","","","","false","NA","",""
"Myotis melanorhinus","1779","Merriam","null","NULL","{""1797"":1890}","false","null","false","Borkhausen","null","null","iucn","melanorhinus","null","null","Dark-nosed Small-footed Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic","","","true","136784","false","","","","","","","","","","false","NA","",""
"Myotis midastactus","1780","Moratelli & Wilson","null","NULL","{""1797"":2014}","false","null","false","Borkhausen","null","null","newsp","midastactus","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","neotropical","","","true","100000236","true","denovo","Moratelli, R. & Wilson, D.E. 2014. A new species of Myotis (Chiroptera, Vespertilionidae) from Bolivia. Journal of Mammalogy 95: E17-E25","Moratelli, R & Wilson, D.E","2014","noneYet","noneYet","Moratelli & Wilson","2014","noneYet","false","NA","",""
"Myotis moluccarum","1781","Thomas","null","NULL","{""1797"":1916}","false","null","false","Borkhausen","null","null","iucn","moluccarum","null","null","Maluku Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","australasia/oceania","","","true","136770","false","","","","","","","","","","false","NA","",""
"Myotis montivagus","1782","Dobson","null","NULL","{""1797"":1874}","false","null","false","Borkhausen","null","null","iucn","montivagus","null","null","Burmese Whiskered Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan","","","true","14181","false","","","","","","","","","","false","NA","",""
"Myotis morrisi","1783","Hill","null","NULL","{""1797"":1971}","false","null","false","Borkhausen","null","null","iucn","morrisi","null","null","Morris&#39;s Bat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","afrotropic","","","true","14182","false","","","","","","","","","","false","NA","",""
"Myotis muricola","1784","Gray","null","NULL","{""1797"":1866}","false","null","false","Borkhausen","null","null","iucn","muricola","null","null","Nepalese Whiskered Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","indomalayan,  palearctic, australasia/oceania","","","true","14183","false","","","","","","","","","","false","NA","",""
"Myotis myotis","1785","Borkhausen","null","NULL","{""1797"":1797}","false","null","false","Borkhausen","null","null","iucn","myotis","null","null","Greater Mouse-eared Bat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14133","false","","","","","","","","","","false","NA","",""
"Myotis mystacinus","1786","Kuhl","null","NULL","{""1797"":1817}","false","null","false","Borkhausen","null","null","iucn","mystacinus","null","null","Whiskered Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14134","false","","","","","","","","","","false","NA","",""
"Myotis nattereri","1787","Kuhl","null","NULL","{""1797"":1817}","false","null","false","Borkhausen","null","null","iucn","nattereri","null","null","Natterer&#39;s Bat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","palearctic","","","true","14135","false","","","","","","","","","","false","NA","",""
"Myotis nesopolus","1788","Miller","null","NULL","{""1797"":1897}","false","null","false","Borkhausen","null","null","iucn","nesopolus","null","null","Curacao Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","neotropical","","","true","14184","false","","","","","","","","","","false","NA","",""
"Myotis nigricans","1789","Schinz","null","NULL","{""1797"":1821}","false","null","false","Borkhausen","null","null","iucn","nigricans","null","null","Black Myotis","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","myotinae","","myotis","false","","","","false","nearctic, neotropic","","","true","14185","false","","","","","","","","","","false","NA","",""
