major_type,major_subtype,linnean_order,linnean_family,linnean_subfamily,linnean_tribeg,genus,canonical_sciname,juniorSynonym,synonymOf,notes,citation,extinct,species_authority,authority_year,authority_fullcitation,authority_link,geo_distribution,MDDv1,internal_id,newSppSinceMSW3,IfNew_category,IfNew_valid_SciName,IfNew_described_SciName,IfNew_GeoRegion,IfNew_evidenceCitation,IfNew_evidenceAuthors,IfNew_evidenceYear,IfNew_evidenceLink,IfNew_nameCitation,IfNew_nameAuthors,IfNew_nameYear,IfNew_nameLink,genusTransfersinceMSW3,IfTransfer_oldSciName,IfTransfer_oldIUCN_ID,IfTransfer_evidenceCitation
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_corsicanus,NO,NA,Split,G&G,0,Erxleben,1777,"Erxleben ICP. 1777. Systema regni animalis per classes, ordines, genera, species, varietates, cum synonymia et histria animalium, Lipsiae [Lipzig]: Impensis Weygandianis.",https://books.google.com/books/about/Systema_regni_animalis_per_classes_ordin.html?id=dbtqmgEACAAJ,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CERVINAE,CERVINI,Cervus,Cervus_elaphus,NO,NA,NA,NA,0,Linnaeus,1758,"Linneaus, C von. 1758. Systema naturae per regna tria naturae: secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. (10th Ed.). Stockholm: Laurentius Salvius.",https://biodiversitylibrary.org/page/25033865,Palearctic,0,41785,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_equinus,NO,NA,Split,G&G,0,G. Cuvier,1823,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CERVINAE,CERVINI,Cervus,Cervus_hanglu,NO,NA,split_from_C._elaphus,"Lorenzini,_R.,_&_Garofalo,_L._(2015)._Insights_into_the_evolutionary_history_of_Cervus_(Cervidae,_tribe_Cervini)_based_on_Bayesian_analysis_of_mitochondrial_marker_sequences,_with_first_indications_for_a_new_species._Journal_of_Zoological_Systematics_and_Evolutionary_Research,_53(4),_340-349.",0,Wagner,1844,,,Palearctic,0,100000429,1,splitFromExisting,Cervus_hanglu,Cervus_hanglu,Palearctic,"Lorenzini,_R.,_&_Garofalo,_L._(2015)._Insights_into_the_evolutionary_history_of_Cervus_(Cervidae,_tribe_Cervini)_based_on_Bayesian_analysis_of_mitochondrial_marker_sequences,_with_first_indications_for_a_new_species._Journal_of_Zoological_Systematics_&_Evolutionary_Research,_53(4),_340-349.","Lorenzini,_R.,_&_Garofalo,_L_",2015,http://onlinelibrary.wiley.com/doi/10.1111/jzs.12104/abstract,POSSIBLY: Wagner JA. 1797-1861. Die geographische verbreitung der säugthiere dargestellt. München.,Wagner,1844,https://www.biodiversitylibrary.org/item/161676#page/12/mode/1up,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_hortulorum,NO,NA,Split,G&G,0,Swinhoe,1864,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_macneilli,NO,NA,Split,G&G,0,Lydekker,1909,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_nigellus,NO,NA,Split,G&G,0,Hollister,1913,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CERVINAE,CERVINI,Cervus,Cervus_nippon,NO,NA,NA,NA,0,Temminck,1838,,,Palearctic,0,41788,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_pannoniensis,NO,NA,Split,G&G,0,Banwell,1997,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_pseudaxis,NO,NA,Split,G&G,0,Gervais,1841,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_pulchellus,NO,NA,Split,G&G,0,Imaizumi,1970,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_sichuanicus,NO,NA,Split,G&G,0,"Guo, Chen, & Wang",1978,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_taiouanus,NO,NA,Split,G&G,0,Blyth,1860,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_wallichii,NO,NA,Split,G&G,0,G. Cuvier,1823,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_xanthopygus,NO,NA,Split,G&G,0,Milne-Edwards,1867,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Cervus,Cervus_yarkandensis,NO,NA,Split,G&G,0,Blanford,1892,,,Palearctic,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CERVINAE,CERVINI,Dama,Dama_dama,NO,NA,NA,NA,0,Linnaeus,1758,"Linneaus, C von. 1758. Systema naturae per regna tria naturae: secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. (10th Ed.). Stockholm: Laurentius Salvius.",https://biodiversitylibrary.org/page/25033865,Palearctic,0,42188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CERVINAE,CERVINI,Dama,Dama_mesopotamica,NO,NA,NA,NA,0,Brooke,1875,,,Palearctic,0,6232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CERVINAE,MUNTIACINI,Elaphodus,Elaphodus_cephalophus,NO,NA,NA,NA,0,Milne-Edwards,1872,,,Palearctic,0,7112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CERVINAE,CERVINI,Elaphurus,Elaphurus_davidianus,NO,NA,NA,NA,0,Milne-Edwards,1866,,,Palearctic,0,7121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Hippocamelus,Hippocamelus_antisensis,NO,NA,NA,NA,0,d'Orbigny,1834,,,Neotropical,0,10053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Hippocamelus,Hippocamelus_bisulcus,NO,NA,NA,NA,0,Molina,1782,,,Neotropical,0,10054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,CAPREOLINI,Hydropotes,Hydropotes_inermis,NO,NA,should_be_Hydropotes,NA,0,Swinhoe,1870,,,Palearctic,0,400000200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Mazama,Mazama_americana,NO,NA,NA,NA,0,Erxleben,1777,"Erxleben ICP. 1777. Systema regni animalis per classes, ordines, genera, species, varietates, cum synonymia et histria animalium, Lipsiae [Lipzig]: Impensis Weygandianis.",https://books.google.com/books/about/Systema_regni_animalis_per_classes_ordin.html?id=dbtqmgEACAAJ,Neotropical,0,29619,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Mazama,Mazama_bororo,NO,NA,NA,NA,0,Duarte,1996,,,Neotropical,0,41023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Mazama,Mazama_chunyi,NO,NA,NA,NA,0,Hershkovitz,1959,,,Neotropical,0,12913,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_cita,NO,NA,Split,G&G,0,Osgood,1912,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Mazama,Mazama_gouazoubira,NO,NA,NA,NA,0,Fischer,1814,,,Neotropical,0,29620,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_gualea,NO,NA,Split,G&G,0,J. A. Allen,1915,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_jucunda,NO,NA,Split,G&G,0,Thomas,1913,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_murelia,NO,NA,Split,G&G,0,J. A. Allen,1915,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Mazama,Mazama_nana,NO,NA,NA,NA,0,Hensel,1872,,,Neotropical,0,29621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Mazama,Mazama_nemorivaga,NO,NA,NA,NA,0,F. Cuvier,1817,,,Neotropical,0,136708,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Mazama,Mazama_pandora,NO,NA,NA,NA,0,Merriam,1901,,,Nearctic,0,29622,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_permira,NO,NA,Split,G&G,0,Kellogg,1946,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,,,,,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_rondoni,NO,NA,Split,G&G,0,Miranda-Ribiero,1914,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,,,,,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Mazama,Mazama_rufina,NO,NA,"recent_phylogenetic_studies_have_suggested_that_M._bricenii_be_included_in_M._rufina_as_a_synonym,_although_it_has_not_been_widely_accepted,_it_will_be_accepted_here_for_the_time_being","Gutiérrez,_E._E.,_Maldonado,_J._E.,_Radosavljevic,_A.,_Molinari,_J.,_Patterson,_B._D.,_Martínez-C,_J._M.,_..._&_Helgen,_K._M._(2015)._The_taxonomic_status_of_Mazama_bricenii_and_the_significance_of_the_táchira_depression_for_mammalian_endemism_in_the_Cordillera_de_Mérida,_Venezuela._PloS_one,_10(6),_e0129113.",0,Rucheran,1851,,,Neotropical,0,12914,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_sanctaemartae,NO,NA,Split,G&G,0,J. A. Allen,1915,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,,,,,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_superciliaris,NO,NA,Split,G&G,0,Gray,1852,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,,,,,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Mazama,Mazama_temama,NO,NA,NA,NA,0,Kerr,1792,,,"Neotropical, Nearctic",0,136290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_trinitatis,NO,NA,Split,G&G,0,J. A. Allen,1915,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_tschudii,NO,NA,Split,G&G,0,Wagner,1855,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_whitelyi,NO,NA,Split,G&G,0,Gray,1873,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_zamora,NO,NA,Split,G&G,0,J. A. Allen,1915,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,NA,NA,Mazama,Mazama_zetta,NO,NA,Split,G&G,0,Thomas,1913,,,Neotropical,0,,,splitFromExisting,NA,NA,NA,"Ungulate Taxonomy. Colin Groves and Peter Grubb. 2011. The Johns Hopkins University Press, Baltimore, Maryland. 336 pp.","Groves C, Grubb P",2011,http://zmmu.msu.ru/files/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0/grubb-groves-2011_taxonomy_ungulates.pdf,NA,NA,NA,NA,,,,
Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CERVINAE,MUNTIACINI,Muntiacus,Muntiacus_atherodes,NO,NA,NA,NA,0,Groves & Grubb,1982,,,Indomalaya,0,42189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
