major_type,major_subtype,linnean_order,linnean_family,linnean_subfamily,linnean_tribeg,genus,canonical_sciname,juniorSynonym,synonymOf,notes,citation,extinct,species_authority,authority_year,authority_fullcitation,authority_link,geo_distribution,MDDv1,internal_id,newSppSinceMSW3,IfNew_category,IfNew_valid_SciName,IfNew_described_SciName,IfNew_GeoRegion,IfNew_evidenceCitation,IfNew_evidenceAuthors,IfNew_evidenceYear,IfNew_evidenceLink,IfNew_nameCitation,IfNew_nameAuthors,IfNew_nameYear,IfNew_nameLink,genusTransfersinceMSW3,IfTransfer_oldSciName,IfTransfer_oldIUCN_ID,IfTransfer_evidenceCitation
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Tylonycteris,Tylonycteris_pachypus,NO,NA,NA,NA,0,Temminck,1840,,,"Indomalaya, Palearctic",0,22577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Tylonycteris,Tylonycteris_pygmaeus,NO,NA,NA,NA,0,"Qing Feng, Song Li, & Yingxiang Wang",2008,,,"Indomalaya, Palearctic",0,100000361,1,deNovo,Tylonycteris_pygmaeus,Tylonycteris_pygmaeus,China_(Yunnan),"Feng,_Q.,_Li,_S._&_Wang,_Y._2008._A_New_Species_of_Bamboo_Bat_(Chiroptera:_Vespertilionidae:_Tylonycteris)_from_Southwestern_China._Zoological_Science_25:225-234.","Feng,_Q.,_Li,_S_&_Wang,_Y",2008,http://www.bioone.org/doi/abs/10.2108/zsj.25.225?journalCode=jzoo,"Feng,_Q.,_Li,_S._&_Wang,_Y._2008._A_New_Species_of_Bamboo_Bat_(Chiroptera:_Vespertilionidae:_Tylonycteris)_from_Southwestern_China._Zoological_Science_25:225-234.","Feng,_Li_&_Wang",2008,http://www.bioone.org/doi/abs/10.2108/zsj.25.225?journalCode=jzoo,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Tylonycteris,Tylonycteris_robustula,NO,NA,NA,NA,0,Thomas,1915,,,"Palearctic, Indomalaya, Australasia/Oceania",0,22578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Tylonycteris,Tylonycteris_tonkinensis,NO,NA,described_in_2017,"Tu,_V._T.,_Csorba,_G.,_Ruedi,_M.,_Furey,_N._M.,_Son,_N._T.,_Thong,_V._D.,_..._&_Hassanin,_A._(2017)._Comparative_phylogeography_of_bamboo_bats_of_the_genus_Tylonycteris_(Chiroptera,_Vespertilionidae)_in_Southeast_Asia._European_Journal_of_Taxonomy,_(274).",0,"Vuong Tan Tu, Csorba, Ruedi, Furey, Nguyen Truong Son, Vu Dinh Thong, Bonillo, & Hassanin",2017,,,"Indomalaya, Palearctic",0,100000840,1,deNovo,Tylonycteris_tonkinensis,Tylonycteris_tonkinensis,_notEntered,"Tu,_V._T.,_Csorba,_G.,_Ruedi,_M.,_Furey,_N._M.,_Son,_N._T.,_Thong,_V._D.,_..._&_Hassanin,_A._(2017)._Comparative_phylogeography_of_bamboo_bats_of_the_genus_Tylonycteris_(Chiroptera,_Vespertilionidae)_in_Southeast_Asia._European_Journal_of_Taxonomy,_(274).","Tu,_V_T.,_Csorba,_G.,_Ruedi,_M.,_Furey,_N_M.,_Son,_N_T.,_Thong,_V_D.,_.._&_Hassanin,_A_",2017,http://www.europeanjournaloftaxonomy.eu/index.php/ejt/article/view/398/0,"Tu,_V._T.,_Csorba,_G.,_Ruedi,_M.,_Furey,_N._M.,_Son,_N._T.,_Thong,_V._D.,_..._&_Hassanin,_A._(2017)._Comparative_phylogeography_of_bamboo_bats_of_the_genus_Tylonycteris_(Chiroptera,_Vespertilionidae)_in_Southeast_Asia._European_Journal_of_Taxonomy,_(274).","Tu,_Csorba,_Ruedi,_Furey,_Son,_Thong,_Bonillo_&_Hassanin",2017,http://www.europeanjournaloftaxonomy.eu/index.php/ejt/article/view/398/0,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Vespadelus,Vespadelus_baverstocki,NO,NA,NA,NA,0,"Kitchener, Jones, & Caputi",1987,,,Australasia/Oceania,0,7913,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Vespadelus,Vespadelus_caurinus,NO,NA,NA,NA,0,Thomas,1914,,,Australasia/Oceania,0,7919,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Vespadelus,Vespadelus_darlingtoni,NO,NA,NA,NA,0,G. M. Allen,1933,,,Australasia/Oceania,0,7920,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Vespadelus,Vespadelus_douglasorum,NO,NA,NA,NA,0,Kitchener,1976,,,Australasia/Oceania,0,7923,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Vespadelus,Vespadelus_finlaysoni,NO,NA,NA,NA,0,"Kitchener, Jones, & Caputi",1987,,,Australasia/Oceania,0,7924,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Vespadelus,Vespadelus_pumilus,NO,NA,NA,NA,0,Gray,1841,,,Australasia/Oceania,0,7938,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Vespadelus,Vespadelus_regulus,NO,NA,NA,NA,0,Thomas,1906,,,Australasia/Oceania,0,7939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Vespadelus,Vespadelus_troughtoni,NO,NA,NA,NA,0,"Kitchener, Jones, & Caputi",1987,,,Australasia/Oceania,0,7944,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,HYPSUGINE,Vespadelus,Vespadelus_vulturnus,NO,NA,NA,NA,0,Thomas,1914,,,Australasia/Oceania,0,7945,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,VESPERTILIONINI,Vespertilio,Vespertilio_murinus,NO,NA,NA,NA,0,Linnaeus,1758,,,Palearctic,0,22947,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,VESPERTILIONINI,Vespertilio,Vespertilio_sinensis,NO,NA,NA,NA,0,Peters,1880,,,Palearctic,0,22949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,TOLYPEUTINAE,NA,Cabassous,Cabassous_centralis,NO,NA,NA,NA,0,Miller,1899,,,Neotropical,0,3412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,TOLYPEUTINAE,NA,Cabassous,Cabassous_chacoensis,NO,NA,NA,NA,0,Wetzel,1980,,,Neotropical,0,3413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,TOLYPEUTINAE,NA,Cabassous,Cabassous_tatouay,NO,NA,NA,NA,0,Desmarest,1804,,,Neotropical,0,3414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,TOLYPEUTINAE,NA,Cabassous,Cabassous_unicinctus,NO,NA,NA,NA,0,Linnaeus,1758,,,Neotropical,0,3415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,CHLAMYPHORINAE,NA,Calyptophractus,Calyptophractus_retusus,NO,NA,NA,NA,0,Burmeister,1893,,,Neotropical,0,4703,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,EUPHRACTINAE,NA,Chaetophractus,Chaetophractus_vellerosus,NO,Chaetophractus_nationi,includes_nationi,"Abba,_A._M.,_Cassini,_G._H.,_Valverde,_G.,_Tilak,_M._K.,_Vizcaíno,_S._F.,_Superina,_M.,_&_Delsuc,_F._(2015)._Systematics_of_hairy_armadillos_and_the_taxonomic_status_of_the_Andean_hairy_armadillo_(Chaetophractus_nationi)._Journal_of_Mammalogy,_gyv082.",0,Gray,1865,,,Neotropical,0,4368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,EUPHRACTINAE,NA,Chaetophractus,Chaetophractus_villosus,NO,NA,NA,NA,0,Desmarest,1804,,,Neotropical,0,4369,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,CHLAMYPHORINAE,NA,Chlamyphorus,Chlamyphorus_truncatus,NO,NA,NA,NA,0,Harlan,1825,,,Neotropical,0,4704,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,EUPHRACTINAE,NA,Euphractus,Euphractus_sexcinctus,NO,NA,NA,NA,0,Linnaeus,1758,,,Neotropical,0,8306,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,TOLYPEUTINAE,NA,Priodontes,Priodontes_maximus,NO,NA,NA,NA,0,Kerr,1892,,,Neotropical,0,18144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,TOLYPEUTINAE,NA,Tolypeutes,Tolypeutes_matacus,NO,NA,NA,NA,0,Desmarest,1804,,,Neotropical,0,21974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,TOLYPEUTINAE,NA,Tolypeutes,Tolypeutes_tricinctus,NO,NA,NA,NA,0,Linnaeus,1758,,,Neotropical,0,21975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,CHLAMYPHORIDAE,EUPHRACTINAE,NA,Zaedyus,Zaedyus_pichiy,NO,NA,NA,NA,0,Desmarest,1804,,,Neotropical,0,23178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,DASYPODIDAE,NA,NA,Dasypus,Dasypus_hybridus,NO,NA,NA,NA,0,Desmarest,1804,,,Neotropical,0,6288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,DASYPODIDAE,NA,NA,Dasypus,Dasypus_kappleri,NO,NA,"current_research_investigating_this_species,_potential_for_split_into_D._beniensis_and_D._pastasae_(needs_more_evidence",see_FEEDBACK_tab,0,Krauss,1862,,,Neotropical,0,6289,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,DASYPODIDAE,NA,NA,Dasypus,Dasypus_mazzai,NO,NA,"oldest_name_for_species,_includes_yepesi_as_a_synonym","Feijo,_A.,_&_Cordeiro-Estrela,_P._E._D._R._O._(2014)._The_correct_name_of_the_endemic_Dasypus_(Cingulata:_Dasypodidae)_from_northwestern_Argentina._Zootaxa,_3887(1),_88-94.",0,Yepes,1933,,,Neotropical,0,400000122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,DASYPODIDAE,NA,NA,Dasypus,Dasypus_novemcinctus,NO,NA,NA,NA,0,Linnaeus,1758,,,"Nearctic, Neotropical",0,6290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,DASYPODIDAE,NA,NA,Dasypus,Dasypus_pilosus,NO,NA,moved_back_to_Dasypus_based_on_comments,NA,0,Fitzinger,1856,,,Neotropical,0,400000123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,DASYPODIDAE,NA,NA,Dasypus,Dasypus_sabanicola,NO,NA,NA,NA,0,Mondolfi,1968,,,Neotropical,0,6292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Placentalia,Xenarthra,CINGULATA,DASYPODIDAE,NA,NA,Dasypus,Dasypus_septemcinctus,NO,NA,NA,NA,0,Linnaeus,1758,,,Neotropical,0,6293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,SMINTHOPSINAE,SMINTHOPSINI,Antechinomys,Antechinomys_laniger,NO,NA,NA,NA,0,Gould,1856,Gould J. 1856. The mammals of Australia. london: John Gould.,https://archive.org/details/mammalsAustrali1Goul,Australasia/Oceania,0,1581,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_adustus,NO,NA,NA,NA,0,Thomas,1923,Thomas O. 1923. The Godman Exploration Fund: List of mammals from north Queensland collected by Mr T.V. Sharrin. Annals and Magazine of Natural History (Series 9) XI: 170-178.,http://www.tandfonline.com/doi/abs/10.1080/00222932308632835?journalCode=tnah15,Australasia/Oceania,0,136555,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_agilis,NO,NA,NA,NA,0,"Dickman, Parnaby, Crowther, & King",1998,"Dickman CR, Parnaby HE, Crowther MS, King DH. 1998. Antechinus agilis (Marsupialia: Dasyuridae), a new species from the A. stuartii complex in south-eastern Australia. Australian Journal of Zoology 46(1): 1-26.",http://www.publish.csiro.au/ZO/ZO97036,Australasia/Oceania,0,1590,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_argentus,NO,NA,NA,NA,0,"Baker, Mutton, & Hines",2013,"Baker AM, Mutton TY, Hines HB. A new dasyurid marsupial from Kroombit Tops, south-east Queensland, Australia: the Silver-headed Antechinus, Antechnius argentus sp. nov. (Marsupialia: Dasyuridae). Zootaxa 3746:201-239.",https://www.ncbi.nlm.nih.gov/pubmed/25113476,Australasia/Oceania,0,100000009,1,deNovo,Antechinus_argentus,Antechinus_argentus,Australia_(Queensland),"Baker,_A.M.,_Mutton,_T.Y._&_Hines,_H.B._2013._A_new_dasyurid_marsupial_from_Kroombit_Tops,_south-east_Queensland,_Australia:_the_Silver-headed_Antechinus,_Antechinus_argentus_sp._nov._(Marsupialia:_Dasyuridae)._Zootaxa_3746_(2):_201–239.","Baker,_A.M.,_Mutton,_T.Y_&_Hines,_H.B",2013,https://www.researchgate.net/publication/264712339_A_new_dasyurid_marsupial_from_Kroombit_Tops_south-east_Queensland_Australia_the_Silver-headed_Antechinus_Antechinus_argentus_sp_nov_Marsupialia_Dasyuridae,"Baker,_A.M.,_Mutton,_T.Y._&_Hines,_H.B._2013._A_new_dasyurid_marsupial_from_Kroombit_Tops,_south-east_Queensland,_Australia:_the_Silver-headed_Antechinus,_Antechinus_argentus_sp._nov._(Marsupialia:_Dasyuridae)._Zootaxa_3746_(2):_201–239.","Baker,_Mutton_&_Hines",2013,https://www.researchgate.net/publication/264712339_A_new_dasyurid_marsupial_from_Kroombit_Tops_south-east_Queensland_Australia_the_Silver-headed_Antechinus_Antechinus_argentus_sp_nov_Marsupialia_Dasyuridae,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_arktos,NO,NA,NA,NA,0,"Baker, Mutton, Hines, & Van Dyck",2014,"Baker Am, Mutton TY, Hines H, Van Dyck S. 2014. The Black-tailed Antechinus, Antechinus arktos sp. nov.: a new species fo carnivorous marsupial from montane regions of Tweed Volcano caldera, eastern Australia. Zootaxa 3765(2): 101-133.",https://www.ncbi.nlm.nih.gov/pubmed/24870890,Australasia/Oceania,0,100000010,1,deNovo,Antechinus_arktos,Antechinus_arktos,"Australia_(New_South_Wales,_Queensland)","Baker,_A.M.,_Mutton,_T.Y.,_Hines,_H.B._&_van_Dyck,_S._2014._The_Black-tailed_Antechinus,_Antechinus_arktos_sp._nov.:_a_new_species_of_carnivorous_marsupial_from_montane_regions_of_the_Tweed_Volcano_caldera,_eastern_Australia._Zootaxa_3765:_100-133","Baker,_A.M.,_Mutton,_T.Y.,_Hines,_H.B_&_van_Dyck,_S",2014,https://www.researchgate.net/publication/262696462_The_Black-tailed_Antechinus_Antechinus_arktos_sp_nov_a_new_species_of_carnivorous_marsupial_from_montane_regions_of_the_Tweed_Volcano_caldera_eastern_Australia,"Baker,_A.M.,_Mutton,_T.Y.,_Hines,_H.B._&_van_Dyck,_S._2014._The_Black-tailed_Antechinus,_Antechinus_arktos_sp._nov.:_a_new_species_of_carnivorous_marsupial_from_montane_regions_of_the_Tweed_Volcano_caldera,_eastern_Australia._Zootaxa_3765:_100-133","Baker,_Mutton,_Hines_&_van_Dyck",2014,https://www.researchgate.net/publication/262696462_The_Black-tailed_Antechinus_Antechinus_arktos_sp_nov_a_new_species_of_carnivorous_marsupial_from_montane_regions_of_the_Tweed_Volcano_caldera_eastern_Australia,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_bellus,NO,NA,NA,NA,0,Thomas,1904,, ,Australasia/Oceania,0,40523,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_flavipes,NO,NA,NA,NA,0,Waterhouse,1838,Waterhouse GR. 1838. Characters of some new species of the genera Mus and Phascogale. Proceedings of the Zoological Society of London 5(1837): 75-77., ,Australasia/Oceania,0,40524,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_godmani,NO,NA,NA,NA,0,Thomas,1923,Thomas O. 1923. The Godman Exploration Fund: List of mammals from north Queensland collected by Mr T.V. Sharrin. Annals and Magazine of Natural History (Series 9) XI: 170-178.,http://www.tandfonline.com/doi/abs/10.1080/00222932308632835?journalCode=tnah15,Australasia/Oceania,0,1583,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_leo,NO,NA,NA,NA,0,Van Dyck,1980,"Van Dyck SM. 1980. The cinnamon antechinus, Antechinus leo (Marsupialia: Dasyuridae), a new species from the vine-forests of Cape York Peninsula. Australian Mammalogy 3: 5-17.","https://books.google.com/books?hl=en&lr=&id=WofjT_OwobEC&oi=fnd&pg=PA5&dq=+The+cinnamon+antechinus,+Antechinus+leo+(Marsupialia:+Dasyuridae),+a+new+species+from+the+cine-forests+of+Cape+York+Peninsula.&ots=xdosIAxngy&sig=IXldYKbxQNy1NYjE3NsLwZFYNtE#v=onepage&q&f=false",Australasia/Oceania,0,1584,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_mimetes,NO,NA,split_from_A._swainsonii,"Baker,_A.,_Mutton,_T.,_Mason,_E.,_&_Gray,_E._(2015)._A_taxonomic_assessment_of_the_Australian_dusky_antechinus_complex:_a_new_species,_the_Tasman_peninsula_dusky_antechinus_(Antechinus_vandycki_sp._nov.)_and_an_elevation_to_species_of_the_mainland_dusky_antechinus_(Antechinus_swainsonii_mimetes_(Thomas))._Memoirs_of_the_Queensland_Museum–Nature,_59,_75-126.",0,Thomas,1924,Thomas O. 1924. A new pouched mouse (Phascogale) from northern New South Wales. Annals and Magazine of natural history (Series 9) XIV: 528-529.,http://www.tandfonline.com/doi/abs/10.1080/00222932408633152?journalCode=tnah15,Australasia/Oceania,0,100000385,1,splitFromExisting,Antechinus_mimetes,Antechinus_mimetes,SE_Australia,"Baker,_A.,_Mutton,_T.,_Mason,_E.,_&_Gray,_E._(2015)._A_taxonomic_assessment_of_the_Australian_dusky_antechinus_complex:_a_new_species,_the_Tasman_peninsula_dusky_antechinus_(Antechinus_vandycki_sp._nov.)_&_an_elevation_to_species_of_the_mainland_dusky_antechinus_(Antechinus_swainsonii_mimetes_(Thomas))._Memoirs_of_the_Queensland_Museum–Nature,_59,_75-126.","Baker,_A.,_Mutton,_T.,_Mason,_E.,_&_Gray,_E_",2015,http://www.qm.qld.gov.au/~/media/Documents/QM/About+Us/Publications/Memoirs+-+Nature/N59/mqm-n59-baker-dusky.pdf,"Thomas,_M.O._1924._A_new_Pouched_Mous_(Phascogale)_from_norther_New_South_Wales._Annals_and_Magazine_of_Natural_History_9(14):_528._http://dx.doi.org/10.1080/00222932408633152.",Thomas,1924,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwje1c7sv7nUAhVH8GMKHRIKBZIQFggkMAA&url=http%3A%2F%2Fwww.tandfonline.com%2Fdoi%2Fabs%2F10.1080%2F00222932408633152&usg=AFQjCNGXDnQdbUJPw_aJmeLsq2FVdxzzUg&sig2=a4hTPoA9U28_QQH0D0o6-g,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_minimus,NO,NA,NA,NA,0,É. Geoffroy Saint-Hilaire,1803,"Geoffroy Saint-Hilaire, E. 1803. Note sur les especes du genre dasyure. Bulletin de le Scientifique Societe de Philomathematique du Paris 3, 258-259.", ,Australasia/Oceania,0,40525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_mysticus,NO,NA,NA,NA,0,"Baker, Mutton, & Van Dyck",2012,"Baker A, Mutton T, Van Dyck S. 2012. A new dasyurid marsupial from eastern Queensland, Australia: the buff-footed Antechinus, Antechnius mysticus sp. nov. (Marsupialia: Dasyuridae). Zootaxa 3515: 1-37.",https://eprints.qut.edu.au/54428/,Australasia/Oceania,0,100000011,1,deNovo,Antechinus_mysticus,Antechinus_mysticus,Australia_(Queensland),"Baker,_A.M.,_Mutton,_T.Y._&_Van_Dyck,_S._2012._A_new_dasyurid_marsupial_from_eastern_Queensland,_Australia:_the_Buff-footed_Antechinus,_Antechinus_mysticus_sp._nov._(Marsupialia:_Dasyuridae)._Zootaxa_3515:1-37","Baker,_A.M.,_Mutton,_T.Y_&_Van_Dyck,_S",2012,http://biotaxa.org/Zootaxa/article/view/zootaxa.3765.2.1,"Baker,_A.M.,_Mutton,_T.Y._&_Van_Dyck,_S._2012._A_new_dasyurid_marsupial_from_eastern_Queensland,_Australia:_the_Buff-footed_Antechinus,_Antechinus_mysticus_sp._nov._(Marsupialia:_Dasyuridae)._Zootaxa_3515:1-37","Baker,_Mutton_&_van_Dyck",2012,http://biotaxa.org/Zootaxa/article/view/zootaxa.3765.2.1,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_stuartii,NO,NA,NA,NA,0,Macleay,1841,"Macleay WS. 1841. Notice of a new genus of mammalia discovered by J. Suart, Esq. in New South Wales. Annals and Magazine of Natural History VIII, 241-243.",https://www.biodiversitylibrary.org/part/33293#/summary,Australasia/Oceania,0,40526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_subtropicus,NO,NA,NA,NA,0,Van Dyck & Crowther,2000,"Van Dyck S, Crowther MS. 2000. Reassessment of northern representatives of the Antechinus stuartii complex (Marsupialia: Dasyuridae): A. subtropicus sp. nov. and A. adustus new status. Memoirs of the Queensland Museum 45: 611-635.",https://www.biodiversitylibrary.org/page/40462416#page/452/mode/1up,Australasia/Oceania,0,136755,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Marsupalia,Australidelphia,DASYUROMORPHA,DASYURIDAE,DASYURINAE,PHASCOGALINI,Antechinus,Antechinus_swainsonii,NO,NA,NA,NA,0,Waterhouse,1840,"Waterhouse GR. 1840. Description of a new marsupial mammal, belonging to the genus Phascogale. Magazine of natural history 4: 299-301.", ,Australasia/Oceania,0,41508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
