Source	ID	Order	Family	Genus	Species	SciName
IUCN	17883	RODENTIA	MURIDAE	Pogonomys	loriae	Pogonomys_loriae
IUCN	17884	RODENTIA	MURIDAE	Pogonomys	macrourus	Pogonomys_macrourus
IUCN	17885	RODENTIA	MURIDAE	Pogonomys	sylvestris	Pogonomys_sylvestris
IUCN	17975	PRIMATES	HOMINIDAE	Pongo	pygmaeus	Pongo_pygmaeus
IUCN	17978	ARTIODACTYLA	INIIDAE	Pontoporia	blainvillei	Pontoporia_blainvillei
IUCN	18095	AFROSORICIDA	TENRECIDAE	Potamogale	velox	Potamogale_velox
IUCN	18102	DIPROTODONTIA	POTOROIDAE	Potorous	longipes	Potorous_longipes
IUCN	18103	DIPROTODONTIA	POTOROIDAE	Potorous	platyops	Potorous_platyops
IUCN	18107	DIPROTODONTIA	POTOROIDAE	Potorous	gilbertii	Potorous_gilbertii
IUCN	18113	RODENTIA	MURIDAE	Praomys	hartwigi	Praomys_hartwigi
IUCN	18114	RODENTIA	MURIDAE	Praomys	delectorum	Praomys_delectorum
IUCN	18115	RODENTIA	MURIDAE	Praomys	jacksoni	Praomys_jacksoni
IUCN	18116	RODENTIA	MURIDAE	Praomys	minor	Praomys_minor
IUCN	18117	RODENTIA	MURIDAE	Praomys	misonnei	Praomys_misonnei
IUCN	18118	RODENTIA	MURIDAE	Praomys	morio	Praomys_morio
IUCN	18119	RODENTIA	MURIDAE	Praomys	mutoni	Praomys_mutoni
IUCN	18120	RODENTIA	MURIDAE	Praomys	rostratus	Praomys_rostratus
IUCN	18121	RODENTIA	MURIDAE	Praomys	tullbergi	Praomys_tullbergi
IUCN	18125	PRIMATES	CERCOPITHECIDAE	Presbytis	comata	Presbytis_comata
IUCN	18126	PRIMATES	CERCOPITHECIDAE	Presbytis	femoralis	Presbytis_femoralis
IUCN	18127	PRIMATES	CERCOPITHECIDAE	Presbytis	frontata	Presbytis_frontata
IUCN	18128	PRIMATES	CERCOPITHECIDAE	Presbytis	hosei	Presbytis_hosei
IUCN	18129	PRIMATES	CERCOPITHECIDAE	Presbytis	melalophos	Presbytis_melalophos
IUCN	18130	PRIMATES	CERCOPITHECIDAE	Presbytis	potenziani	Presbytis_potenziani
IUCN	18131	PRIMATES	CERCOPITHECIDAE	Presbytis	rubicunda	Presbytis_rubicunda
IUCN	18132	PRIMATES	CERCOPITHECIDAE	Presbytis	thomasi	Presbytis_thomasi
IUCN	18134	PRIMATES	CERCOPITHECIDAE	Presbytis	siamensis	Presbytis_siamensis
IUCN	18144	CINGULATA	DASYPODIDAE	Priodontes	maximus	Priodontes_maximus
IUCN	18146	CARNIVORA	FELIDAE	Prionailurus	bengalensis	Prionailurus_bengalensis
IUCN	18148	CARNIVORA	FELIDAE	Prionailurus	planiceps	Prionailurus_planiceps
IUCN	18149	CARNIVORA	FELIDAE	Prionailurus	rubiginosus	Prionailurus_rubiginosus
IUCN	18150	CARNIVORA	FELIDAE	Prionailurus	viverrinus	Prionailurus_viverrinus
IUCN	18164	RODENTIA	NESOMYIDAE	Prionomys	batesi	Prionomys_batesi
IUCN	18230	ARTIODACTYLA	BOVIDAE	Procapra	przewalskii	Procapra_przewalskii
IUCN	18231	ARTIODACTYLA	BOVIDAE	Procapra	picticaudata	Procapra_picticaudata
IUCN	18232	ARTIODACTYLA	BOVIDAE	Procapra	gutturosa	Procapra_gutturosa
IUCN	18240	PRIMATES	CERCOPITHECIDAE	Procolobus	badius	Procolobus_badius
IUCN	18245	PRIMATES	CERCOPITHECIDAE	Procolobus	verus	Procolobus_verus
IUCN	18267	CARNIVORA	PROCYONIDAE	Procyon	pygmaeus	Procyon_pygmaeus
IUCN	18272	RODENTIA	ECHIMYIDAE	Trinomys	albispinus	Trinomys_albispinus
IUCN	18275	RODENTIA	ECHIMYIDAE	Proechimys	brevicauda	Proechimys_brevicauda
IUCN	18276	RODENTIA	ECHIMYIDAE	Proechimys	canicollis	Proechimys_canicollis
IUCN	18277	RODENTIA	ECHIMYIDAE	Proechimys	guyannensis	Proechimys_guyannensis
IUCN	18278	RODENTIA	ECHIMYIDAE	Proechimys	chrysaeolus	Proechimys_chrysaeolus
IUCN	18279	RODENTIA	ECHIMYIDAE	Proechimys	cuvieri	Proechimys_cuvieri
IUCN	18280	RODENTIA	ECHIMYIDAE	Proechimys	decumanus	Proechimys_decumanus
IUCN	18281	RODENTIA	ECHIMYIDAE	Trinomys	dimidiatus	Trinomys_dimidiatus
IUCN	18282	RODENTIA	ECHIMYIDAE	Proechimys	goeldii	Proechimys_goeldii
IUCN	18284	RODENTIA	ECHIMYIDAE	Proechimys	guairae	Proechimys_guairae
IUCN	18287	RODENTIA	ECHIMYIDAE	Proechimys	hoplomyoides	Proechimys_hoplomyoides
IUCN	18288	RODENTIA	ECHIMYIDAE	Trinomys	iheringi	Trinomys_iheringi
IUCN	18289	RODENTIA	ECHIMYIDAE	Proechimys	longicaudatus	Proechimys_longicaudatus
IUCN	18290	RODENTIA	ECHIMYIDAE	Proechimys	magdalenae	Proechimys_magdalenae
IUCN	18291	RODENTIA	ECHIMYIDAE	Proechimys	mincae	Proechimys_mincae
IUCN	18292	RODENTIA	ECHIMYIDAE	Trinomys	myosuros	Trinomys_myosuros
IUCN	18293	RODENTIA	ECHIMYIDAE	Proechimys	oconnelli	Proechimys_oconnelli
IUCN	18294	RODENTIA	ECHIMYIDAE	Proechimys	roberti	Proechimys_roberti
IUCN	18295	RODENTIA	ECHIMYIDAE	Proechimys	poliopus	Proechimys_poliopus
IUCN	18296	RODENTIA	ECHIMYIDAE	Proechimys	quadruplicatus	Proechimys_quadruplicatus
IUCN	18297	RODENTIA	ECHIMYIDAE	Proechimys	semispinosus	Proechimys_semispinosus
IUCN	18298	RODENTIA	ECHIMYIDAE	Trinomys	setosus	Trinomys_setosus
IUCN	18299	RODENTIA	ECHIMYIDAE	Proechimys	simonsi	Proechimys_simonsi
IUCN	18300	RODENTIA	ECHIMYIDAE	Proechimys	steerei	Proechimys_steerei
IUCN	18301	RODENTIA	ECHIMYIDAE	Proechimys	trinitatus	Proechimys_trinitatus
IUCN	18302	RODENTIA	ECHIMYIDAE	Proechimys	urichi	Proechimys_urichi
IUCN	18305	RODENTIA	CRICETIDAE	Proedromys	bedfordi	Proedromys_bedfordi
IUCN	18306	CARNIVORA	FELIDAE	Caracal	aurata	Caracal_aurata
IUCN	18338	LAGOMORPHA	PROLAGIDAE	Prolagus	sardus	Prolagus_sardus
IUCN	18339	RODENTIA	CRICETIDAE	Prometheomys	schaposchnikowi	Prometheomys_schaposchnikowi
IUCN	18340	CHIROPTERA	MOLOSSIDAE	Promops	centralis	Promops_centralis
IUCN	18341	CHIROPTERA	MOLOSSIDAE	Promops	nasutus	Promops_nasutus
IUCN	18352	PRIMATES	INDRIIDAE	Propithecus	tattersalli	Propithecus_tattersalli
IUCN	18354	PRIMATES	INDRIIDAE	Propithecus	verreauxi	Propithecus_verreauxi
IUCN	18355	PRIMATES	INDRIIDAE	Propithecus	coquereli	Propithecus_coquereli
IUCN	18356	PRIMATES	INDRIIDAE	Propithecus	coronatus	Propithecus_coronatus
IUCN	18357	PRIMATES	INDRIIDAE	Propithecus	deckenii	Propithecus_deckenii
IUCN	18358	PRIMATES	INDRIIDAE	Propithecus	diadema	Propithecus_diadema
IUCN	18359	PRIMATES	INDRIIDAE	Propithecus	edwardsi	Propithecus_edwardsi
IUCN	18360	PRIMATES	INDRIIDAE	Propithecus	candidus	Propithecus_candidus
IUCN	18361	PRIMATES	INDRIIDAE	Propithecus	perrieri	Propithecus_perrieri
IUCN	18362	RODENTIA	SCIURIDAE	Prosciurillus	abstrusus	Prosciurillus_abstrusus
IUCN	18363	RODENTIA	SCIURIDAE	Prosciurillus	leucomus	Prosciurillus_leucomus
IUCN	18364	RODENTIA	SCIURIDAE	Prosciurillus	murinus	Prosciurillus_murinus
IUCN	18365	RODENTIA	SCIURIDAE	Prosciurillus	weberi	Prosciurillus_weberi
IUCN	18372	CARNIVORA	HYAENIDAE	Proteles	cristata	Proteles_cristata
IUCN	18385	RODENTIA	SCIURIDAE	Protoxerus	aubinnii	Protoxerus_aubinnii
IUCN	18386	RODENTIA	SCIURIDAE	Protoxerus	stangeri	Protoxerus_stangeri
IUCN	18418	RODENTIA	MURIDAE	Psammomys	obesus	Psammomys_obesus
IUCN	18419	RODENTIA	MURIDAE	Psammomys	vexillaris	Psammomys_vexillaris
IUCN	18447	DASYUROMORPHIA	DASYURIDAE	Pseudantechinus	mimulus	Pseudantechinus_mimulus
IUCN	18492	DIPROTODONTIA	PSEUDOCHEIRIDAE	Pseudocheirus	occidentalis	Pseudocheirus_occidentalis
IUCN	18502	DIPROTODONTIA	PSEUDOCHEIRIDAE	Pseudochirops	archeri	Pseudochirops_archeri
IUCN	18503	DIPROTODONTIA	PSEUDOCHEIRIDAE	Pseudochirops	albertisii	Pseudochirops_albertisii
IUCN	18504	DIPROTODONTIA	PSEUDOCHEIRIDAE	Pseudochirops	corinnae	Pseudochirops_corinnae
IUCN	18505	DIPROTODONTIA	PSEUDOCHEIRIDAE	Pseudochirops	cupreus	Pseudochirops_cupreus
IUCN	18507	DIPROTODONTIA	PSEUDOCHEIRIDAE	Pseudochirulus	caroli	Pseudochirulus_caroli
IUCN	18508	DIPROTODONTIA	PSEUDOCHEIRIDAE	Pseudochirulus	cinereus	Pseudochirulus_cinereus
IUCN	18509	DIPROTODONTIA	PSEUDOCHEIRIDAE	Pseudochirulus	herbertensis	Pseudochirulus_herbertensis
IUCN	18533	RODENTIA	MURIDAE	Pseudohydromys	murinus	Pseudohydromys_murinus
IUCN	18534	RODENTIA	MURIDAE	Pseudohydromys	occidentalis	Pseudohydromys_occidentalis
IUCN	18549	RODENTIA	MURIDAE	Pseudomys	fieldi	Pseudomys_fieldi
IUCN	18550	RODENTIA	MURIDAE	Pseudomys	fumeus	Pseudomys_fumeus
IUCN	18551	RODENTIA	MURIDAE	Pseudomys	gouldii	Pseudomys_gouldii
IUCN	18552	RODENTIA	MURIDAE	Pseudomys	novaehollandiae	Pseudomys_novaehollandiae
IUCN	18553	RODENTIA	MURIDAE	Pseudomys	occidentalis	Pseudomys_occidentalis
IUCN	18554	RODENTIA	MURIDAE	Pseudomys	oralis	Pseudomys_oralis
IUCN	18555	RODENTIA	MURIDAE	Pseudomys	pilligaensis	Pseudomys_pilligaensis
IUCN	18557	RODENTIA	MURIDAE	Pseudomys	shortridgei	Pseudomys_shortridgei
IUCN	18558	RODENTIA	MURIDAE	Pseudomys	albocinereus	Pseudomys_albocinereus
IUCN	18559	RODENTIA	MURIDAE	Pseudomys	apodemoides	Pseudomys_apodemoides
IUCN	18560	RODENTIA	MURIDAE	Pseudomys	australis	Pseudomys_australis
IUCN	18561	RODENTIA	MURIDAE	Pseudomys	delicatulus	Pseudomys_delicatulus
IUCN	18562	RODENTIA	MURIDAE	Pseudomys	desertor	Pseudomys_desertor
IUCN	18563	RODENTIA	MURIDAE	Mastacomys	fuscus	Mastacomys_fuscus
IUCN	18564	RODENTIA	MURIDAE	Pseudomys	glaucus	Pseudomys_glaucus
IUCN	18565	RODENTIA	MURIDAE	Pseudomys	gracilicaudatus	Pseudomys_gracilicaudatus
IUCN	18566	RODENTIA	MURIDAE	Pseudomys	hermannsburgensis	Pseudomys_hermannsburgensis
IUCN	18567	RODENTIA	MURIDAE	Pseudomys	higginsi	Pseudomys_higginsi
IUCN	18568	RODENTIA	MURIDAE	Pseudomys	johnsoni	Pseudomys_johnsoni
IUCN	18570	RODENTIA	MURIDAE	Pseudomys	nanus	Pseudomys_nanus
IUCN	18571	RODENTIA	MURIDAE	Pseudomys	patrius	Pseudomys_patrius
IUCN	18596	ARTIODACTYLA	DELPHINIDAE	Pseudorca	crassidens	Pseudorca_crassidens
IUCN	18597	ARTIODACTYLA	BOVIDAE	Pseudoryx	nghetinhensis	Pseudoryx_nghetinhensis
IUCN	18598	RODENTIA	CRICETIDAE	Pseudoryzomys	simplex	Pseudoryzomys_simplex
IUCN	18653	CHIROPTERA	PTEROPODIDAE	Ptenochirus	jagori	Ptenochirus_jagori
IUCN	18654	CHIROPTERA	PTEROPODIDAE	Ptenochirus	minor	Ptenochirus_minor
IUCN	18655	CHIROPTERA	PTEROPODIDAE	Mirimiri	acrodonta	Mirimiri_acrodonta
IUCN	18656	CHIROPTERA	PTEROPODIDAE	Pteralopex	anceps	Pteralopex_anceps
IUCN	18657	CHIROPTERA	PTEROPODIDAE	Pteralopex	atrata	Pteralopex_atrata
IUCN	18658	CHIROPTERA	PTEROPODIDAE	Pteralopex	pulchra	Pteralopex_pulchra
IUCN	18701	RODENTIA	SCIURIDAE	Pteromys	momonga	Pteromys_momonga
IUCN	18702	RODENTIA	SCIURIDAE	Pteromys	volans	Pteromys_volans
IUCN	18703	RODENTIA	SCIURIDAE	Pteromyscus	pulverulentus	Pteromyscus_pulverulentus
IUCN	18705	CHIROPTERA	MORMOOPIDAE	Pteronotus	davyi	Pteronotus_davyi
IUCN	18706	CHIROPTERA	MORMOOPIDAE	Pteronotus	gymnonotus	Pteronotus_gymnonotus
IUCN	18707	CHIROPTERA	MORMOOPIDAE	Pteronotus	macleayii	Pteronotus_macleayii
IUCN	18708	CHIROPTERA	MORMOOPIDAE	Pteronotus	parnellii	Pteronotus_parnellii
IUCN	18709	CHIROPTERA	MORMOOPIDAE	Pteronotus	personatus	Pteronotus_personatus
IUCN	18710	CHIROPTERA	MORMOOPIDAE	Pteronotus	quadridens	Pteronotus_quadridens
IUCN	18711	CARNIVORA	MUSTELIDAE	Pteronura	brasiliensis	Pteronura_brasiliensis
IUCN	18713	CHIROPTERA	PTEROPODIDAE	Pteropus	admiralitatum	Pteropus_admiralitatum
IUCN	18714	CHIROPTERA	PTEROPODIDAE	Pteropus	aldabrensis	Pteropus_aldabrensis
IUCN	18715	CHIROPTERA	PTEROPODIDAE	Pteropus	alecto	Pteropus_alecto
IUCN	18716	CHIROPTERA	PTEROPODIDAE	Pteropus	anetianus	Pteropus_anetianus
IUCN	18717	CHIROPTERA	PTEROPODIDAE	Pteropus	argentatus	Pteropus_argentatus
IUCN	18718	CHIROPTERA	PTEROPODIDAE	Pteropus	brunneus	Pteropus_brunneus
IUCN	18719	CHIROPTERA	PTEROPODIDAE	Pteropus	caniceps	Pteropus_caniceps
IUCN	18720	CHIROPTERA	PTEROPODIDAE	Pteropus	chrysoproctus	Pteropus_chrysoproctus
IUCN	18721	CHIROPTERA	PTEROPODIDAE	Pteropus	conspicillatus	Pteropus_conspicillatus
IUCN	18722	CHIROPTERA	PTEROPODIDAE	Pteropus	dasymallus	Pteropus_dasymallus
IUCN	18723	CHIROPTERA	PTEROPODIDAE	Pteropus	faunulus	Pteropus_faunulus
IUCN	18724	CHIROPTERA	PTEROPODIDAE	Pteropus	fundatus	Pteropus_fundatus
IUCN	18725	CHIROPTERA	PTEROPODIDAE	Pteropus	giganteus	Pteropus_giganteus
IUCN	18726	CHIROPTERA	PTEROPODIDAE	Pteropus	gilliardorum	Pteropus_gilliardorum
IUCN	18727	CHIROPTERA	PTEROPODIDAE	Pteropus	griseus	Pteropus_griseus
IUCN	18728	CHIROPTERA	PTEROPODIDAE	Pteropus	howensis	Pteropus_howensis
IUCN	18729	CHIROPTERA	PTEROPODIDAE	Pteropus	hypomelanus	Pteropus_hypomelanus
IUCN	18730	CHIROPTERA	PTEROPODIDAE	Pteropus	pelagicus	Pteropus_pelagicus
IUCN	18731	CHIROPTERA	PTEROPODIDAE	Desmalopex	leucopterus	Desmalopex_leucopterus
IUCN	18732	CHIROPTERA	PTEROPODIDAE	Pteropus	livingstonii	Pteropus_livingstonii
IUCN	18733	CHIROPTERA	PTEROPODIDAE	Pteropus	lombocensis	Pteropus_lombocensis
IUCN	18734	CHIROPTERA	PTEROPODIDAE	Pteropus	lylei	Pteropus_lylei
IUCN	18735	CHIROPTERA	PTEROPODIDAE	Pteropus	macrotis	Pteropus_macrotis
IUCN	18736	CHIROPTERA	PTEROPODIDAE	Pteropus	mahaganus	Pteropus_mahaganus
IUCN	18737	CHIROPTERA	PTEROPODIDAE	Pteropus	mariannus	Pteropus_mariannus
IUCN	18739	CHIROPTERA	PTEROPODIDAE	Pteropus	melanopogon	Pteropus_melanopogon
IUCN	18740	CHIROPTERA	PTEROPODIDAE	Pteropus	melanotus	Pteropus_melanotus
IUCN	18741	CHIROPTERA	PTEROPODIDAE	Pteropus	molossinus	Pteropus_molossinus
IUCN	18742	CHIROPTERA	PTEROPODIDAE	Pteropus	neohibernicus	Pteropus_neohibernicus
IUCN	18743	CHIROPTERA	PTEROPODIDAE	Pteropus	niger	Pteropus_niger
IUCN	18744	CHIROPTERA	PTEROPODIDAE	Pteropus	nitendiensis	Pteropus_nitendiensis
IUCN	18745	CHIROPTERA	PTEROPODIDAE	Pteropus	ocularis	Pteropus_ocularis
IUCN	18746	CHIROPTERA	PTEROPODIDAE	Pteropus	ornatus	Pteropus_ornatus
IUCN	18747	CHIROPTERA	PTEROPODIDAE	Pteropus	personatus	Pteropus_personatus
IUCN	18749	CHIROPTERA	PTEROPODIDAE	Pteropus	pilosus	Pteropus_pilosus
IUCN	18750	CHIROPTERA	PTEROPODIDAE	Pteropus	pohlei	Pteropus_pohlei
IUCN	18751	CHIROPTERA	PTEROPODIDAE	Pteropus	poliocephalus	Pteropus_poliocephalus
IUCN	18752	CHIROPTERA	PTEROPODIDAE	Pteropus	pselaphon	Pteropus_pselaphon
IUCN	18753	CHIROPTERA	PTEROPODIDAE	Pteropus	pumilus	Pteropus_pumilus
IUCN	18754	CHIROPTERA	PTEROPODIDAE	Pteropus	rayneri	Pteropus_rayneri
IUCN	18755	CHIROPTERA	PTEROPODIDAE	Pteropus	rodricensis	Pteropus_rodricensis
IUCN	18756	CHIROPTERA	PTEROPODIDAE	Pteropus	rufus	Pteropus_rufus
IUCN	18757	CHIROPTERA	PTEROPODIDAE	Pteropus	samoensis	Pteropus_samoensis
IUCN	18758	CHIROPTERA	PTEROPODIDAE	Pteropus	scapulatus	Pteropus_scapulatus
IUCN	18759	CHIROPTERA	PTEROPODIDAE	Pteropus	seychellensis	Pteropus_seychellensis
IUCN	18760	CHIROPTERA	PTEROPODIDAE	Pteropus	speciosus	Pteropus_speciosus
IUCN	18761	CHIROPTERA	PTEROPODIDAE	Pteropus	subniger	Pteropus_subniger
IUCN	18762	CHIROPTERA	PTEROPODIDAE	Pteropus	temminckii	Pteropus_temminckii
IUCN	18763	CHIROPTERA	PTEROPODIDAE	Pteropus	tokudae	Pteropus_tokudae
IUCN	18764	CHIROPTERA	PTEROPODIDAE	Pteropus	tonganus	Pteropus_tonganus
IUCN	18765	CHIROPTERA	PTEROPODIDAE	Pteropus	tuberculatus	Pteropus_tuberculatus
IUCN	18766	CHIROPTERA	PTEROPODIDAE	Pteropus	vampyrus	Pteropus_vampyrus
IUCN	18767	CHIROPTERA	PTEROPODIDAE	Pteropus	vetulus	Pteropus_vetulus
IUCN	18768	CHIROPTERA	PTEROPODIDAE	Pteropus	voeltzkowi	Pteropus_voeltzkowi
IUCN	18769	CHIROPTERA	PTEROPODIDAE	Pteropus	woodfordi	Pteropus_woodfordi
IUCN	18773	CHIROPTERA	PTEROPODIDAE	Pteropus	loochoensis	Pteropus_loochoensis
IUCN	18847	ARTIODACTYLA	CERVIDAE	Pudu	mephistophiles	Pudu_mephistophiles
IUCN	18848	ARTIODACTYLA	CERVIDAE	Pudu	puda	Pudu_puda
IUCN	18868	CARNIVORA	FELIDAE	Puma	concolor	Puma_concolor
IUCN	18880	RODENTIA	CRICETIDAE	Punomys	lemminus	Punomys_lemminus
IUCN	18942	RODENTIA	DIPODIDAE	Pygeretmus	platyurus	Pygeretmus_platyurus
IUCN	18943	RODENTIA	DIPODIDAE	Pygeretmus	pumilio	Pygeretmus_pumilio
IUCN	18944	RODENTIA	DIPODIDAE	Pygeretmus	zhitkovi	Pygeretmus_zhitkovi
IUCN	18945	CHIROPTERA	PHYLLOSTOMIDAE	Pygoderma	bilabiatum	Pygoderma_bilabiatum
IUCN	19306	ARTIODACTYLA	BOVIDAE	Raphicerus	melanotis	Raphicerus_melanotis
IUCN	19307	ARTIODACTYLA	BOVIDAE	Raphicerus	sharpei	Raphicerus_sharpei
IUCN	19308	ARTIODACTYLA	BOVIDAE	Raphicerus	campestris	Raphicerus_campestris
IUCN	19318	RODENTIA	MURIDAE	Rattus	giluwensis	Rattus_giluwensis
IUCN	19319	RODENTIA	MURIDAE	Rattus	tawitawiensis	Rattus_tawitawiensis
IUCN	19320	RODENTIA	MURIDAE	Rattus	adustus	Rattus_adustus
IUCN	19321	RODENTIA	MURIDAE	Rattus	annandalei	Rattus_annandalei
IUCN	19322	RODENTIA	MURIDAE	Rattus	argentiventer	Rattus_argentiventer
IUCN	19323	RODENTIA	MURIDAE	Rattus	baluensis	Rattus_baluensis
IUCN	19324	RODENTIA	MURIDAE	Rattus	bontanus	Rattus_bontanus
IUCN	19325	RODENTIA	MURIDAE	Rattus	burrus	Rattus_burrus
IUCN	19326	RODENTIA	MURIDAE	Rattus	colletti	Rattus_colletti
IUCN	19327	RODENTIA	MURIDAE	Rattus	elaphinus	Rattus_elaphinus
IUCN	19328	RODENTIA	MURIDAE	Rattus	enganus	Rattus_enganus
IUCN	19329	RODENTIA	MURIDAE	Rattus	everetti	Rattus_everetti
IUCN	19330	RODENTIA	MURIDAE	Rattus	exulans	Rattus_exulans
IUCN	19331	RODENTIA	MURIDAE	Rattus	feliceus	Rattus_feliceus
IUCN	19333	RODENTIA	MURIDAE	Rattus	fuscipes	Rattus_fuscipes
IUCN	19334	RODENTIA	MURIDAE	Rattus	hainaldi	Rattus_hainaldi
IUCN	19335	RODENTIA	MURIDAE	Rattus	hoffmanni	Rattus_hoffmanni
IUCN	19336	RODENTIA	MURIDAE	Rattus	hoogerwerfi	Rattus_hoogerwerfi
IUCN	19337	RODENTIA	MURIDAE	Rattus	jobiensis	Rattus_jobiensis
IUCN	19338	RODENTIA	MURIDAE	Rattus	koopmani	Rattus_koopmani
IUCN	19339	RODENTIA	MURIDAE	Rattus	korinchi	Rattus_korinchi
IUCN	19340	RODENTIA	MURIDAE	Rattus	leucopus	Rattus_leucopus
IUCN	19341	RODENTIA	MURIDAE	Rattus	losea	Rattus_losea
IUCN	19342	RODENTIA	MURIDAE	Rattus	lugens	Rattus_lugens
IUCN	19343	RODENTIA	MURIDAE	Rattus	lutreolus	Rattus_lutreolus
IUCN	19344	RODENTIA	MURIDAE	Rattus	macleari	Rattus_macleari
IUCN	19345	RODENTIA	MURIDAE	Rattus	marmosurus	Rattus_marmosurus
IUCN	19346	RODENTIA	MURIDAE	Rattus	mindorensis	Rattus_mindorensis
IUCN	19347	RODENTIA	MURIDAE	Rattus	mollicomulus	Rattus_mollicomulus
IUCN	19348	RODENTIA	MURIDAE	Rattus	montanus	Rattus_montanus
IUCN	19349	RODENTIA	MURIDAE	Rattus	mordax	Rattus_mordax
IUCN	19350	RODENTIA	MURIDAE	Rattus	morotaiensis	Rattus_morotaiensis
IUCN	19351	RODENTIA	MURIDAE	Rattus	nativitatis	Rattus_nativitatis
IUCN	19352	RODENTIA	MURIDAE	Rattus	nitidus	Rattus_nitidus
IUCN	19353	RODENTIA	MURIDAE	Rattus	norvegicus	Rattus_norvegicus
IUCN	19354	RODENTIA	MURIDAE	Rattus	novaeguineae	Rattus_novaeguineae
IUCN	19355	RODENTIA	MURIDAE	Rattus	osgoodi	Rattus_osgoodi
IUCN	19356	RODENTIA	MURIDAE	Rattus	palmarum	Rattus_palmarum
IUCN	19357	RODENTIA	MURIDAE	Rattus	pelurus	Rattus_pelurus
IUCN	19358	RODENTIA	MURIDAE	Rattus	praetor	Rattus_praetor
IUCN	19359	RODENTIA	MURIDAE	Rattus	ranjiniae	Rattus_ranjiniae
IUCN	19360	RODENTIA	MURIDAE	Rattus	rattus	Rattus_rattus
IUCN	19361	RODENTIA	MURIDAE	Rattus	andamanensis	Rattus_andamanensis
IUCN	19362	RODENTIA	MURIDAE	Rattus	simalurensis	Rattus_simalurensis
IUCN	19363	RODENTIA	MURIDAE	Rattus	sordidus	Rattus_sordidus
IUCN	19364	RODENTIA	MURIDAE	Rattus	steini	Rattus_steini
IUCN	19365	RODENTIA	MURIDAE	Rattus	stoicus	Rattus_stoicus
IUCN	19366	RODENTIA	MURIDAE	Rattus	tanezumi	Rattus_tanezumi
IUCN	19367	RODENTIA	MURIDAE	Rattus	timorensis	Rattus_timorensis
IUCN	19368	RODENTIA	MURIDAE	Rattus	tiomanicus	Rattus_tiomanicus
IUCN	19369	RODENTIA	MURIDAE	Rattus	tunneyi	Rattus_tunneyi
IUCN	19370	RODENTIA	MURIDAE	Rattus	pyctoris	Rattus_pyctoris
IUCN	19371	RODENTIA	MURIDAE	Rattus	villosissimus	Rattus_villosissimus
IUCN	19372	RODENTIA	MURIDAE	Rattus	xanthurus	Rattus_xanthurus
IUCN	19376	RODENTIA	SCIURIDAE	Ratufa	affinis	Ratufa_affinis
IUCN	19377	RODENTIA	SCIURIDAE	Ratufa	bicolor	Ratufa_bicolor
IUCN	19378	RODENTIA	SCIURIDAE	Ratufa	indica	Ratufa_indica
IUCN	19381	RODENTIA	SCIURIDAE	Ratufa	macroura	Ratufa_macroura
IUCN	19390	ARTIODACTYLA	BOVIDAE	Redunca	arundinum	Redunca_arundinum
IUCN	19391	ARTIODACTYLA	BOVIDAE	Redunca	fulvorufula	Redunca_fulvorufula
IUCN	19392	ARTIODACTYLA	BOVIDAE	Redunca	redunca	Redunca_redunca
IUCN	19399	RODENTIA	CRICETIDAE	Reithrodon	auritus	Reithrodon_auritus
IUCN	19401	RODENTIA	CRICETIDAE	Reithrodontomys	raviventris	Reithrodontomys_raviventris
IUCN	19402	RODENTIA	CRICETIDAE	Reithrodontomys	brevirostris	Reithrodontomys_brevirostris
IUCN	19403	RODENTIA	CRICETIDAE	Reithrodontomys	burti	Reithrodontomys_burti
IUCN	19404	RODENTIA	CRICETIDAE	Reithrodontomys	chrysopsis	Reithrodontomys_chrysopsis
IUCN	19405	RODENTIA	CRICETIDAE	Reithrodontomys	creper	Reithrodontomys_creper
IUCN	19406	RODENTIA	CRICETIDAE	Reithrodontomys	darienensis	Reithrodontomys_darienensis
IUCN	19407	RODENTIA	CRICETIDAE	Reithrodontomys	fulvescens	Reithrodontomys_fulvescens
IUCN	19408	RODENTIA	CRICETIDAE	Reithrodontomys	gracilis	Reithrodontomys_gracilis
IUCN	19409	RODENTIA	CRICETIDAE	Reithrodontomys	hirsutus	Reithrodontomys_hirsutus
IUCN	19410	RODENTIA	CRICETIDAE	Reithrodontomys	megalotis	Reithrodontomys_megalotis
IUCN	19411	RODENTIA	CRICETIDAE	Reithrodontomys	mexicanus	Reithrodontomys_mexicanus
IUCN	19412	RODENTIA	CRICETIDAE	Reithrodontomys	microdon	Reithrodontomys_microdon
IUCN	19413	RODENTIA	CRICETIDAE	Reithrodontomys	montanus	Reithrodontomys_montanus
IUCN	19414	RODENTIA	CRICETIDAE	Reithrodontomys	paradoxus	Reithrodontomys_paradoxus
IUCN	19415	RODENTIA	CRICETIDAE	Reithrodontomys	rodriguezi	Reithrodontomys_rodriguezi
IUCN	19416	RODENTIA	CRICETIDAE	Reithrodontomys	spectabilis	Reithrodontomys_spectabilis
IUCN	19417	RODENTIA	CRICETIDAE	Reithrodontomys	sumichrasti	Reithrodontomys_sumichrasti
IUCN	19418	RODENTIA	CRICETIDAE	Reithrodontomys	tenuirostris	Reithrodontomys_tenuirostris
IUCN	19419	RODENTIA	CRICETIDAE	Reithrodontomys	zacatecae	Reithrodontomys_zacatecae
IUCN	19436	RODENTIA	MURIDAE	Rhabdomys	pumilio	Rhabdomys_pumilio
