Source	ID	Order	Family	Genus	Species	SciName
IUCN	10860	RODENTIA	CAPROMYIDAE	Isolobodon	portoricensis	Isolobodon_portoricensis
IUCN	10863	PERAMELEMORPHIA	PERAMELIDAE	Isoodon	auratus	Isoodon_auratus
IUCN	10878	RODENTIA	ECHIMYIDAE	Isothrix	bistriata	Isothrix_bistriata
IUCN	10879	RODENTIA	ECHIMYIDAE	Isothrix	pagurus	Isothrix_pagurus
IUCN	10886	RODENTIA	CRICETIDAE	Isthmomys	flavidus	Isthmomys_flavidus
IUCN	10887	RODENTIA	CRICETIDAE	Isthmomys	pirrensis	Isthmomys_pirrensis
IUCN	10911	RODENTIA	DIPODIDAE	Jaculus	blanfordi	Jaculus_blanfordi
IUCN	10912	RODENTIA	DIPODIDAE	Jaculus	jaculus	Jaculus_jaculus
IUCN	10913	RODENTIA	DIPODIDAE	Jaculus	orientalis	Jaculus_orientalis
IUCN	10946	RODENTIA	CRICETIDAE	Juscelinomys	candango	Juscelinomys_candango
IUCN	10954	RODENTIA	MURIDAE	Kadarsanomys	sodyi	Kadarsanomys_sodyi
IUCN	10957	RODENTIA	ECHIMYIDAE	Kannabateomys	amblyonyx	Kannabateomys_amblyonyx
IUCN	10966	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	africana	Kerivoula_africana
IUCN	10967	CHIROPTERA	VESPERTILIONIDAE	Phoniscus	aerosa	Phoniscus_aerosa
IUCN	10968	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	agnella	Kerivoula_agnella
IUCN	10969	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	argentata	Kerivoula_argentata
IUCN	10970	CHIROPTERA	VESPERTILIONIDAE	Phoniscus	atrox	Phoniscus_atrox
IUCN	10971	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	cuprosa	Kerivoula_cuprosa
IUCN	10972	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	eriophora	Kerivoula_eriophora
IUCN	10973	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	flora	Kerivoula_flora
IUCN	10974	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	hardwickii	Kerivoula_hardwickii
IUCN	10975	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	intermedia	Kerivoula_intermedia
IUCN	10976	CHIROPTERA	VESPERTILIONIDAE	Phoniscus	jagorii	Phoniscus_jagorii
IUCN	10977	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	lanosa	Kerivoula_lanosa
IUCN	10978	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	minuta	Kerivoula_minuta
IUCN	10979	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	muscina	Kerivoula_muscina
IUCN	10980	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	myrella	Kerivoula_myrella
IUCN	10981	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	papillosa	Kerivoula_papillosa
IUCN	10982	CHIROPTERA	VESPERTILIONIDAE	Phoniscus	papuensis	Phoniscus_papuensis
IUCN	10983	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	pellucida	Kerivoula_pellucida
IUCN	10984	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	phalaena	Kerivoula_phalaena
IUCN	10985	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	picta	Kerivoula_picta
IUCN	10986	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	smithii	Kerivoula_smithii
IUCN	10987	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	whiteheadi	Kerivoula_whiteheadi
IUCN	10988	RODENTIA	CAVIIDAE	Kerodon	rupestris	Kerodon_rupestris
IUCN	11033	ARTIODACTYLA	BOVIDAE	Kobus	leche	Kobus_leche
IUCN	11034	ARTIODACTYLA	BOVIDAE	Kobus	megaceros	Kobus_megaceros
IUCN	11035	ARTIODACTYLA	BOVIDAE	Kobus	ellipsiprymnus	Kobus_ellipsiprymnus
IUCN	11036	ARTIODACTYLA	BOVIDAE	Kobus	kob	Kobus_kob
IUCN	11037	ARTIODACTYLA	BOVIDAE	Kobus	vardonii	Kobus_vardonii
IUCN	11047	ARTIODACTYLA	PHYSETERIDAE	Kogia	breviceps	Kogia_breviceps
IUCN	11048	ARTIODACTYLA	PHYSETERIDAE	Kogia	sima	Kogia_sima
IUCN	11050	RODENTIA	MURIDAE	Komodomys	rintjanus	Komodomys_rintjanus
IUCN	11061	RODENTIA	CRICETIDAE	Kunsia	tomentosus	Kunsia_tomentosus
IUCN	11062	RODENTIA	CRICETIDAE	Kunsia	fronto	Kunsia_fronto
IUCN	11135	CHIROPTERA	VESPERTILIONIDAE	Laephotis	angolensis	Laephotis_angolensis
IUCN	11136	CHIROPTERA	VESPERTILIONIDAE	Laephotis	botswanae	Laephotis_botswanae
IUCN	11137	CHIROPTERA	VESPERTILIONIDAE	Laephotis	namibensis	Laephotis_namibensis
IUCN	11138	CHIROPTERA	VESPERTILIONIDAE	Laephotis	wintoni	Laephotis_wintoni
IUCN	11140	ARTIODACTYLA	DELPHINIDAE	Lagenodelphis	hosei	Lagenodelphis_hosei
IUCN	11141	ARTIODACTYLA	DELPHINIDAE	Lagenorhynchus	acutus	Lagenorhynchus_acutus
IUCN	11142	ARTIODACTYLA	DELPHINIDAE	Lagenorhynchus	albirostris	Lagenorhynchus_albirostris
IUCN	11143	ARTIODACTYLA	DELPHINIDAE	Lagenorhynchus	australis	Lagenorhynchus_australis
IUCN	11144	ARTIODACTYLA	DELPHINIDAE	Lagenorhynchus	cruciger	Lagenorhynchus_cruciger
IUCN	11145	ARTIODACTYLA	DELPHINIDAE	Lagenorhynchus	obliquidens	Lagenorhynchus_obliquidens
IUCN	11146	ARTIODACTYLA	DELPHINIDAE	Lagenorhynchus	obscurus	Lagenorhynchus_obscurus
IUCN	11147	RODENTIA	CHINCHILLIDAE	Lagidium	peruanum	Lagidium_peruanum
IUCN	11148	RODENTIA	CHINCHILLIDAE	Lagidium	viscacia	Lagidium_viscacia
IUCN	11149	RODENTIA	CHINCHILLIDAE	Lagidium	wolffsohni	Lagidium_wolffsohni
IUCN	11160	DIPROTODONTIA	MACROPODIDAE	Lagorchestes	asomatus	Lagorchestes_asomatus
IUCN	11161	DIPROTODONTIA	MACROPODIDAE	Lagorchestes	conspicillatus	Lagorchestes_conspicillatus
IUCN	11162	DIPROTODONTIA	MACROPODIDAE	Lagorchestes	hirsutus	Lagorchestes_hirsutus
IUCN	11163	DIPROTODONTIA	MACROPODIDAE	Lagorchestes	leporides	Lagorchestes_leporides
IUCN	11170	RODENTIA	CHINCHILLIDAE	Lagostomus	maximus	Lagostomus_maximus
IUCN	11171	DIPROTODONTIA	MACROPODIDAE	Lagostrophus	fasciatus	Lagostrophus_fasciatus
IUCN	11175	PRIMATES	ATELIDAE	Lagothrix	lagotricha	Lagothrix_lagotricha
IUCN	11179	RODENTIA	CRICETIDAE	Lagurus	lagurus	Lagurus_lagurus
IUCN	11186	ARTIODACTYLA	CAMELIDAE	Lama	guanicoe	Lama_guanicoe
IUCN	11202	RODENTIA	MURIDAE	Lamottemys	okuensis	Lamottemys_okuensis
IUCN	11304	RODENTIA	SCIURIDAE	Lariscus	hosei	Lariscus_hosei
IUCN	11305	RODENTIA	SCIURIDAE	Lariscus	insignis	Lariscus_insignis
IUCN	11306	RODENTIA	SCIURIDAE	Lariscus	niobe	Lariscus_niobe
IUCN	11307	RODENTIA	SCIURIDAE	Lariscus	obscurus	Lariscus_obscurus
IUCN	11339	CHIROPTERA	VESPERTILIONIDAE	Lasionycteris	noctivagans	Lasionycteris_noctivagans
IUCN	11340	RODENTIA	CRICETIDAE	Lasiopodomys	brandtii	Lasiopodomys_brandtii
IUCN	11341	RODENTIA	CRICETIDAE	Neodon	fuscus	Neodon_fuscus
IUCN	11342	RODENTIA	CRICETIDAE	Lasiopodomys	mandarinus	Lasiopodomys_mandarinus
IUCN	11343	DIPROTODONTIA	VOMBATIDAE	Lasiorhinus	krefftii	Lasiorhinus_krefftii
IUCN	11345	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	cinereus	Lasiurus_cinereus
IUCN	11346	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	blossevillii	Lasiurus_blossevillii
IUCN	11347	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	borealis	Lasiurus_borealis
IUCN	11348	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	castaneus	Lasiurus_castaneus
IUCN	11349	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	ebenus	Lasiurus_ebenus
IUCN	11350	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	ega	Lasiurus_ega
IUCN	11351	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	egregius	Lasiurus_egregius
IUCN	11352	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	intermedius	Lasiurus_intermedius
IUCN	11353	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	seminolus	Lasiurus_seminolus
IUCN	11374	CHIROPTERA	PTEROPODIDAE	Latidens	salimalii	Latidens_salimalii
IUCN	11378	CHIROPTERA	MEGADERMATIDAE	Lavia	frons	Lavia_frons
IUCN	11384	RODENTIA	MURIDAE	Leggadina	lakedownensis	Leggadina_lakedownensis
IUCN	11385	RODENTIA	MURIDAE	Leggadina	forresti	Leggadina_forresti
IUCN	11387	RODENTIA	MURIDAE	Leimacomys	buettneri	Leimacomys_buettneri
IUCN	11480	RODENTIA	CRICETIDAE	Lemmus	amurensis	Lemmus_amurensis
IUCN	11481	RODENTIA	CRICETIDAE	Lemmus	lemmus	Lemmus_lemmus
IUCN	11482	RODENTIA	CRICETIDAE	Lemmus	sibiricus	Lemmus_sibiricus
IUCN	11486	RODENTIA	MURIDAE	Lemniscomys	mittendorfi	Lemniscomys_mittendorfi
IUCN	11487	RODENTIA	MURIDAE	Lemniscomys	barbarus	Lemniscomys_barbarus
IUCN	11488	RODENTIA	MURIDAE	Lemniscomys	bellieri	Lemniscomys_bellieri
IUCN	11489	RODENTIA	MURIDAE	Lemniscomys	griselda	Lemniscomys_griselda
IUCN	11490	RODENTIA	MURIDAE	Lemniscomys	hoogstraali	Lemniscomys_hoogstraali
IUCN	11491	RODENTIA	MURIDAE	Lemniscomys	linulus	Lemniscomys_linulus
IUCN	11492	RODENTIA	MURIDAE	Lemniscomys	macculus	Lemniscomys_macculus
IUCN	11493	RODENTIA	MURIDAE	Lemniscomys	rosalia	Lemniscomys_rosalia
IUCN	11494	RODENTIA	MURIDAE	Lemniscomys	roseveari	Lemniscomys_roseveari
IUCN	11495	RODENTIA	MURIDAE	Lemniscomys	striatus	Lemniscomys_striatus
IUCN	11496	PRIMATES	LEMURIDAE	Lemur	catta	Lemur_catta
IUCN	11498	RODENTIA	MURIDAE	Lenomys	meyeri	Lenomys_meyeri
IUCN	11499	RODENTIA	MURIDAE	Lenothrix	canus	Lenothrix_canus
IUCN	11500	RODENTIA	CRICETIDAE	Lenoxus	apicalis	Lenoxus_apicalis
IUCN	11503	PRIMATES	CALLITRICHIDAE	Leontopithecus	caissara	Leontopithecus_caissara
IUCN	11505	PRIMATES	CALLITRICHIDAE	Leontopithecus	chrysopygus	Leontopithecus_chrysopygus
IUCN	11506	PRIMATES	CALLITRICHIDAE	Leontopithecus	rosalia	Leontopithecus_rosalia
IUCN	11509	CARNIVORA	FELIDAE	Leopardus	pardalis	Leopardus_pardalis
IUCN	11510	CARNIVORA	FELIDAE	Leopardus	tigrinus	Leopardus_tigrinus
IUCN	11511	CARNIVORA	FELIDAE	Leopardus	wiedii	Leopardus_wiedii
IUCN	11518	RODENTIA	MURIDAE	Leopoldamys	edwardsi	Leopoldamys_edwardsi
IUCN	11519	RODENTIA	MURIDAE	Leopoldamys	neilli	Leopoldamys_neilli
IUCN	11520	RODENTIA	MURIDAE	Leopoldamys	sabanus	Leopoldamys_sabanus
IUCN	11521	RODENTIA	MURIDAE	Leopoldamys	siporanus	Leopoldamys_siporanus
IUCN	11616	PRIMATES	LEPILEMURIDAE	Lepilemur	dorsalis	Lepilemur_dorsalis
IUCN	11617	PRIMATES	LEPILEMURIDAE	Lepilemur	edwardsi	Lepilemur_edwardsi
IUCN	11618	PRIMATES	LEPILEMURIDAE	Lepilemur	leucopus	Lepilemur_leucopus
IUCN	11619	PRIMATES	LEPILEMURIDAE	Lepilemur	microdon	Lepilemur_microdon
IUCN	11620	PRIMATES	LEPILEMURIDAE	Lepilemur	mustelinus	Lepilemur_mustelinus
IUCN	11621	PRIMATES	LEPILEMURIDAE	Lepilemur	ruficaudatus	Lepilemur_ruficaudatus
IUCN	11622	PRIMATES	LEPILEMURIDAE	Lepilemur	septentrionalis	Lepilemur_septentrionalis
IUCN	11633	RODENTIA	MURIDAE	Leporillus	apicalis	Leporillus_apicalis
IUCN	11634	RODENTIA	MURIDAE	Leporillus	conditor	Leporillus_conditor
IUCN	11638	CARNIVORA	FELIDAE	Leptailurus	serval	Leptailurus_serval
IUCN	11691	RODENTIA	MURIDAE	Leptomys	elegans	Leptomys_elegans
IUCN	11692	RODENTIA	MURIDAE	Leptomys	ernstmayri	Leptomys_ernstmayri
IUCN	11693	RODENTIA	MURIDAE	Leptomys	signatus	Leptomys_signatus
IUCN	11696	CARNIVORA	PHOCIDAE	Leptonychotes	weddellii	Leptonychotes_weddellii
IUCN	11697	CHIROPTERA	PHYLLOSTOMIDAE	Leptonycteris	nivalis	Leptonycteris_nivalis
IUCN	11699	CHIROPTERA	PHYLLOSTOMIDAE	Leptonycteris	curasoae	Leptonycteris_curasoae
IUCN	11790	LAGOMORPHA	LEPORIDAE	Lepus	flavigularis	Lepus_flavigularis
IUCN	11791	LAGOMORPHA	LEPORIDAE	Lepus	timidus	Lepus_timidus
IUCN	11792	LAGOMORPHA	LEPORIDAE	Lepus	callotis	Lepus_callotis
IUCN	11793	LAGOMORPHA	LEPORIDAE	Lepus	hainanus	Lepus_hainanus
IUCN	11794	LAGOMORPHA	LEPORIDAE	Lepus	insularis	Lepus_insularis
IUCN	11795	LAGOMORPHA	LEPORIDAE	Lepus	othus	Lepus_othus
IUCN	11796	LAGOMORPHA	LEPORIDAE	Lepus	yarkandensis	Lepus_yarkandensis
IUCN	11797	LAGOMORPHA	LEPORIDAE	Lepus	castroviejoi	Lepus_castroviejoi
IUCN	11798	LAGOMORPHA	LEPORIDAE	Lepus	fagani	Lepus_fagani
IUCN	11856	DIDELPHIMORPHIA	DIDELPHIDAE	Lestodelphys	halli	Lestodelphys_halli
IUCN	11933	CARNIVORA	HERPESTIDAE	Liberiictis	kuhni	Liberiictis_kuhni
IUCN	11966	CHIROPTERA	PHYLLOSTOMIDAE	Lichonycteris	obscura	Lichonycteris_obscura
IUCN	11979	AFROSORICIDA	TENRECIDAE	Limnogale	mergulus	Limnogale_mergulus
IUCN	11980	RODENTIA	MURIDAE	Limnomys	sibuanus	Limnomys_sibuanus
IUCN	12073	RODENTIA	HETEROMYIDAE	Liomys	adspersus	Liomys_adspersus
IUCN	12074	RODENTIA	HETEROMYIDAE	Liomys	irroratus	Liomys_irroratus
IUCN	12075	RODENTIA	HETEROMYIDAE	Liomys	pictus	Liomys_pictus
IUCN	12076	RODENTIA	HETEROMYIDAE	Liomys	salvini	Liomys_salvini
IUCN	12077	RODENTIA	HETEROMYIDAE	Liomys	spectabilis	Liomys_spectabilis
IUCN	12078	CHIROPTERA	PHYLLOSTOMIDAE	Lionycteris	spurrelli	Lionycteris_spurrelli
IUCN	12119	ARTIODACTYLA	INIIDAE	Lipotes	vexillifer	Lipotes_vexillifer
IUCN	12125	ARTIODACTYLA	DELPHINIDAE	Lissodelphis	borealis	Lissodelphis_borealis
IUCN	12126	ARTIODACTYLA	DELPHINIDAE	Lissodelphis	peronii	Lissodelphis_peronii
IUCN	12142	ARTIODACTYLA	BOVIDAE	Litocranius	walleri	Litocranius_walleri
IUCN	12246	CARNIVORA	PHOCIDAE	Lobodon	carcinophaga	Lobodon_carcinophaga
IUCN	12263	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	bokermanni	Lonchophylla_bokermanni
IUCN	12264	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	dekeyseri	Lonchophylla_dekeyseri
IUCN	12265	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	handleyi	Lonchophylla_handleyi
IUCN	12266	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	hesperia	Lonchophylla_hesperia
IUCN	12267	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	mordax	Lonchophylla_mordax
IUCN	12268	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	robusta	Lonchophylla_robusta
IUCN	12269	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	thomasi	Lonchophylla_thomasi
IUCN	12270	CHIROPTERA	PHYLLOSTOMIDAE	Lonchorhina	aurita	Lonchorhina_aurita
IUCN	12271	CHIROPTERA	PHYLLOSTOMIDAE	Lonchorhina	fernandezi	Lonchorhina_fernandezi
IUCN	12272	CHIROPTERA	PHYLLOSTOMIDAE	Lonchorhina	marinkellei	Lonchorhina_marinkellei
IUCN	12273	CHIROPTERA	PHYLLOSTOMIDAE	Lonchorhina	orinocensis	Lonchorhina_orinocensis
IUCN	12274	RODENTIA	ECHIMYIDAE	Lonchothrix	emiliae	Lonchothrix_emiliae
IUCN	12302	CARNIVORA	MUSTELIDAE	Lontra	canadensis	Lontra_canadensis
IUCN	12303	CARNIVORA	MUSTELIDAE	Lontra	felina	Lontra_felina
IUCN	12304	CARNIVORA	MUSTELIDAE	Lontra	longicaudis	Lontra_longicaudis
IUCN	12305	CARNIVORA	MUSTELIDAE	Lontra	provocax	Lontra_provocax
IUCN	12308	RODENTIA	MURIDAE	Lophiomys	imhausi	Lophiomys_imhausi
IUCN	12309	PRIMATES	CERCOPITHECIDAE	Lophocebus	albigena	Lophocebus_albigena
IUCN	12310	PRIMATES	CERCOPITHECIDAE	Lophocebus	aterrimus	Lophocebus_aterrimus
IUCN	12349	RODENTIA	MURIDAE	Lophuromys	cinereus	Lophuromys_cinereus
IUCN	12350	RODENTIA	MURIDAE	Lophuromys	medicaudatus	Lophuromys_medicaudatus
IUCN	12351	RODENTIA	MURIDAE	Lophuromys	melanonyx	Lophuromys_melanonyx
IUCN	12352	RODENTIA	MURIDAE	Lophuromys	rahmi	Lophuromys_rahmi
IUCN	12353	RODENTIA	MURIDAE	Lophuromys	flavopunctatus	Lophuromys_flavopunctatus
IUCN	12354	RODENTIA	MURIDAE	Lophuromys	luteogaster	Lophuromys_luteogaster
IUCN	12355	RODENTIA	MURIDAE	Lophuromys	nudicaudus	Lophuromys_nudicaudus
IUCN	12356	RODENTIA	MURIDAE	Lophuromys	sikapusi	Lophuromys_sikapusi
IUCN	12357	RODENTIA	MURIDAE	Lophuromys	woosnami	Lophuromys_woosnami
IUCN	12361	RODENTIA	MURIDAE	Lorentzimys	nouhuysi	Lorentzimys_nouhuysi
IUCN	12375	PRIMATES	LORISIDAE	Loris	tardigradus	Loris_tardigradus
IUCN	12392	PROBOSCIDEA	ELEPHANTIDAE	Loxodonta	africana	Loxodonta_africana
IUCN	12419	CARNIVORA	MUSTELIDAE	Lutra	lutra	Lutra_lutra
IUCN	12420	CARNIVORA	MUSTELIDAE	Lutra	maculicollis	Lutra_maculicollis
IUCN	12421	CARNIVORA	MUSTELIDAE	Lutra	sumatrana	Lutra_sumatrana
IUCN	12427	CARNIVORA	MUSTELIDAE	Lutrogale	perspicillata	Lutrogale_perspicillata
IUCN	12436	CARNIVORA	CANIDAE	Lycaon	pictus	Lycaon_pictus
IUCN	12518	CARNIVORA	FELIDAE	Lynx	canadensis	Lynx_canadensis
IUCN	12519	CARNIVORA	FELIDAE	Lynx	lynx	Lynx_lynx
IUCN	12520	CARNIVORA	FELIDAE	Lynx	pardinus	Lynx_pardinus
IUCN	12521	CARNIVORA	FELIDAE	Lynx	rufus	Lynx_rufus
IUCN	12548	PRIMATES	CERCOPITHECIDAE	Macaca	arctoides	Macaca_arctoides
IUCN	12549	PRIMATES	CERCOPITHECIDAE	Macaca	assamensis	Macaca_assamensis
IUCN	12550	PRIMATES	CERCOPITHECIDAE	Macaca	cyclopis	Macaca_cyclopis
IUCN	12551	PRIMATES	CERCOPITHECIDAE	Macaca	fascicularis	Macaca_fascicularis
IUCN	12552	PRIMATES	CERCOPITHECIDAE	Macaca	fuscata	Macaca_fuscata
IUCN	12553	PRIMATES	CERCOPITHECIDAE	Macaca	maura	Macaca_maura
IUCN	12554	PRIMATES	CERCOPITHECIDAE	Macaca	mulatta	Macaca_mulatta
IUCN	12555	PRIMATES	CERCOPITHECIDAE	Macaca	nemestrina	Macaca_nemestrina
IUCN	12556	PRIMATES	CERCOPITHECIDAE	Macaca	nigra	Macaca_nigra
IUCN	12557	PRIMATES	CERCOPITHECIDAE	Macaca	ochreata	Macaca_ochreata
IUCN	12558	PRIMATES	CERCOPITHECIDAE	Macaca	radiata	Macaca_radiata
IUCN	12559	PRIMATES	CERCOPITHECIDAE	Macaca	silenus	Macaca_silenus
IUCN	12560	PRIMATES	CERCOPITHECIDAE	Macaca	sinica	Macaca_sinica
IUCN	12561	PRIMATES	CERCOPITHECIDAE	Macaca	sylvanus	Macaca_sylvanus
IUCN	12562	PRIMATES	CERCOPITHECIDAE	Macaca	thibetana	Macaca_thibetana
IUCN	12563	PRIMATES	CERCOPITHECIDAE	Macaca	tonkeana	Macaca_tonkeana
IUCN	12568	PRIMATES	CERCOPITHECIDAE	Macaca	nigrescens	Macaca_nigrescens
IUCN	12570	PRIMATES	CERCOPITHECIDAE	Macaca	hecki	Macaca_hecki
IUCN	12590	CHIROPTERA	MEGADERMATIDAE	Macroderma	gigas	Macroderma_gigas
IUCN	12592	CARNIVORA	VIVERRIDAE	Macrogalidia	musschenbroekii	Macrogalidia_musschenbroekii
IUCN	12594	CHIROPTERA	PTEROPODIDAE	Macroglossus	minimus	Macroglossus_minimus
IUCN	12595	CHIROPTERA	PTEROPODIDAE	Macroglossus	sobrinus	Macroglossus_sobrinus
IUCN	12615	CHIROPTERA	PHYLLOSTOMIDAE	Macrophyllum	macrophyllum	Macrophyllum_macrophyllum
IUCN	12620	DIPROTODONTIA	MACROPODIDAE	Macropus	bernardus	Macropus_bernardus
IUCN	12625	DIPROTODONTIA	MACROPODIDAE	Macropus	greyi	Macropus_greyi
IUCN	12626	DIPROTODONTIA	MACROPODIDAE	Macropus	irma	Macropus_irma
IUCN	12627	DIPROTODONTIA	MACROPODIDAE	Macropus	parma	Macropus_parma
IUCN	12643	MACROSCELIDEA	MACROSCELIDIDAE	Macroscelides	proboscideus	Macroscelides_proboscideus
IUCN	12646	RODENTIA	NESOMYIDAE	Macrotarsomys	ingens	Macrotarsomys_ingens
IUCN	12647	RODENTIA	NESOMYIDAE	Macrotarsomys	bastardi	Macrotarsomys_bastardi
IUCN	12650	PERAMELEMORPHIA	THYLACOMYIDAE	Macrotis	lagotis	Macrotis_lagotis
IUCN	12651	PERAMELEMORPHIA	THYLACOMYIDAE	Macrotis	leucura	Macrotis_leucura
IUCN	12652	CHIROPTERA	PHYLLOSTOMIDAE	Macrotus	californicus	Macrotus_californicus
IUCN	12653	CHIROPTERA	PHYLLOSTOMIDAE	Macrotus	waterhousii	Macrotus_waterhousii
IUCN	12655	RODENTIA	MURIDAE	Macruromys	elegans	Macruromys_elegans
IUCN	12656	RODENTIA	MURIDAE	Macruromys	major	Macruromys_major
IUCN	12667	ARTIODACTYLA	BOVIDAE	Madoqua	piacentinii	Madoqua_piacentinii
IUCN	12668	ARTIODACTYLA	BOVIDAE	Madoqua	saltiana	Madoqua_saltiana
IUCN	12669	ARTIODACTYLA	BOVIDAE	Madoqua	guentheri	Madoqua_guentheri
IUCN	12670	ARTIODACTYLA	BOVIDAE	Madoqua	kirkii	Madoqua_kirkii
IUCN	12702	RODENTIA	MURIDAE	Malacomys	cansdalei	Malacomys_cansdalei
IUCN	12703	RODENTIA	MURIDAE	Malacomys	edwardsi	Malacomys_edwardsi
IUCN	12704	RODENTIA	MURIDAE	Malacomys	longipes	Malacomys_longipes
IUCN	12712	RODENTIA	NESOMYIDAE	Malacothrix	typica	Malacothrix_typica
IUCN	12721	RODENTIA	MURIDAE	Mallomys	aroaensis	Mallomys_aroaensis
IUCN	12722	RODENTIA	MURIDAE	Mallomys	gunung	Mallomys_gunung
IUCN	12723	RODENTIA	MURIDAE	Mallomys	istapantap	Mallomys_istapantap
IUCN	12724	RODENTIA	MURIDAE	Mallomys	rothschildi	Mallomys_rothschildi
IUCN	12753	PRIMATES	CERCOPITHECIDAE	Mandrillus	leucophaeus	Mandrillus_leucophaeus
IUCN	12754	PRIMATES	CERCOPITHECIDAE	Mandrillus	sphinx	Mandrillus_sphinx
IUCN	12761	PHOLIDOTA	MANIDAE	Manis	crassicaudata	Manis_crassicaudata
IUCN	12762	PHOLIDOTA	MANIDAE	Smutsia	gigantea	Smutsia_gigantea
IUCN	12763	PHOLIDOTA	MANIDAE	Manis	javanica	Manis_javanica
IUCN	12764	PHOLIDOTA	MANIDAE	Manis	pentadactyla	Manis_pentadactyla
IUCN	12765	PHOLIDOTA	MANIDAE	Smutsia	temminckii	Smutsia_temminckii
IUCN	12766	PHOLIDOTA	MANIDAE	Phataginus	tetradactyla	Phataginus_tetradactyla
IUCN	12767	PHOLIDOTA	MANIDAE	Phataginus	tricuspis	Phataginus_tricuspis
IUCN	12795	RODENTIA	MURIDAE	Margaretamys	beccarii	Margaretamys_beccarii
IUCN	12796	RODENTIA	MURIDAE	Margaretamys	elegans	Margaretamys_elegans
IUCN	12797	RODENTIA	MURIDAE	Margaretamys	parvus	Margaretamys_parvus
IUCN	12812	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosa	andersoni	Marmosa_andersoni
IUCN	12813	DIDELPHIMORPHIA	DIDELPHIDAE	Tlacuatzin	canescens	Tlacuatzin_canescens
IUCN	12814	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosa	lepida	Marmosa_lepida
IUCN	12815	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosa	xerophila	Marmosa_xerophila
IUCN	12816	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosa	tyleriana	Marmosa_tyleriana
IUCN	12817	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosops	cracens	Marmosops_cracens
IUCN	12819	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosops	fuscatus	Marmosops_fuscatus
IUCN	12820	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosops	handleyi	Marmosops_handleyi
IUCN	12821	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosops	impavidus	Marmosops_impavidus
IUCN	12822	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosops	incanus	Marmosops_incanus
IUCN	12823	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosops	invictus	Marmosops_invictus
IUCN	12824	DIDELPHIMORPHIA	DIDELPHIDAE	Marmosops	parvidens	Marmosops_parvidens
IUCN	12825	RODENTIA	SCIURIDAE	Marmota	caudata	Marmota_caudata
IUCN	12826	RODENTIA	SCIURIDAE	Marmota	himalayana	Marmota_himalayana
IUCN	12827	RODENTIA	SCIURIDAE	Marmota	menzbieri	Marmota_menzbieri
IUCN	12828	RODENTIA	SCIURIDAE	Marmota	vancouverensis	Marmota_vancouverensis
IUCN	12829	RODENTIA	SCIURIDAE	Marmota	baibacina	Marmota_baibacina
IUCN	12830	RODENTIA	SCIURIDAE	Marmota	bobak	Marmota_bobak
IUCN	12831	RODENTIA	SCIURIDAE	Marmota	camtschatica	Marmota_camtschatica
IUCN	12832	RODENTIA	SCIURIDAE	Marmota	sibirica	Marmota_sibirica
