image,deprecated_scientific,common_name,simple_linnean_group,simple_linnean_subgroup,linnean_order,linnean_family,notes,genus,genus_authority,species,species_authority,subspecies,canonical_sciname,authority_year,major_type,major_subtype,taxon_author,taxon_credit,taxon_credit_date,parens_auth_genus,parens_auth_species,source,internal_id
,,,eutheria,,CARNIVORA,MEPHITIDAE,,Mydaus,,javanensis,,,Mydaus_javanensis,,,,,,,FALSE,FALSE,IUCN,41628
,,,eutheria,,CARNIVORA,MEPHITIDAE,,Mydaus,,marchei,,,Mydaus_marchei,,,,,,,FALSE,FALSE,IUCN,14055
,,,eutheria,,CARNIVORA,MEPHITIDAE,,Spilogale,,angustifrons,,,Spilogale_angustifrons,,,,,,,FALSE,FALSE,IUCN,136636
,,,eutheria,,CARNIVORA,MEPHITIDAE,,Spilogale,,gracilis,,,Spilogale_gracilis,,,,,,,FALSE,FALSE,IUCN,136797
,,,eutheria,,CARNIVORA,MEPHITIDAE,,Spilogale,,putorius,,,Spilogale_putorius,,,,,,,FALSE,FALSE,IUCN,41636
,,,eutheria,,CARNIVORA,MEPHITIDAE,,Spilogale,,pygmaea,,,Spilogale_pygmaea,,,,,,,FALSE,FALSE,IUCN,41637
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Aonyx,,capensis,,,Aonyx_capensis,,,,,,,FALSE,FALSE,IUCN,1793
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Aonyx,,cinerea,,,Aonyx_cinerea,,,,,,,FALSE,FALSE,IUCN,44166
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Aonyx,,congicus,,,Aonyx_congicus,,,,,,,FALSE,FALSE,IUCN,1794
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Arctonyx,,collaris,,,Arctonyx_collaris,,,,,,,FALSE,FALSE,IUCN,41625
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Eira,,barbara,,,Eira_barbara,,,,,,,FALSE,FALSE,IUCN,41644
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Enhydra,,lutris,,,Enhydra_lutris,,,,,,,FALSE,FALSE,IUCN,7750
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Galictis,,cuja,,,Galictis_cuja,,,,,,,FALSE,FALSE,IUCN,41639
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Galictis,,vittata,,,Galictis_vittata,,,,,,,FALSE,FALSE,IUCN,41640
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Gulo,,gulo,,,Gulo_gulo,,,,,,,FALSE,FALSE,IUCN,9561
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Ictonyx,,libyca,,,Ictonyx_libyca,,,,,,,FALSE,FALSE,IUCN,41645
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Ictonyx,,striatus,,,Ictonyx_striatus,,,,,,,FALSE,FALSE,IUCN,41646
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Lontra,,canadensis,,,Lontra_canadensis,,,,,,,FALSE,FALSE,IUCN,12302
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Lontra,,felina,,,Lontra_felina,,,,,,,FALSE,FALSE,IUCN,12303
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Lontra,,longicaudis,,,Lontra_longicaudis,,,,,,,FALSE,FALSE,IUCN,12304
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Lontra,,provocax,,,Lontra_provocax,,,,,,,FALSE,FALSE,IUCN,12305
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Lutra,,lutra,,,Lutra_lutra,,,,,,,FALSE,FALSE,IUCN,12419
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Lutra,,maculicollis,,,Lutra_maculicollis,,,,,,,FALSE,FALSE,IUCN,12420
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Lutra,,sumatrana,,,Lutra_sumatrana,,,,,,,FALSE,FALSE,IUCN,12421
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Lutrogale,,perspicillata,,,Lutrogale_perspicillata,,,,,,,FALSE,FALSE,IUCN,12427
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Lyncodon,,patagonicus,,,Lyncodon_patagonicus,,,,,,,FALSE,FALSE,IUCN,41647
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Martes,,americana,,,Martes_americana,,,,,,,FALSE,FALSE,IUCN,41648
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Martes,,flavigula,,,Martes_flavigula,,,,,,,FALSE,FALSE,IUCN,41649
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Martes,,foina,,,Martes_foina,,,,,,,FALSE,FALSE,IUCN,29672
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Martes,,gwatkinsii,,,Martes_gwatkinsii,,,,,,,FALSE,FALSE,IUCN,12847
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Martes,,martes,,,Martes_martes,,,,,,,FALSE,FALSE,IUCN,12848
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Martes,,melampus,,,Martes_melampus,,,,,,,FALSE,FALSE,IUCN,41650
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Martes,,pennanti,,,Martes_pennanti,,,,,,,FALSE,FALSE,IUCN,41651
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Martes,,zibellina,,,Martes_zibellina,,,,,,,FALSE,FALSE,IUCN,41652
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Meles,,anakuma,,,Meles_anakuma,,,,,,,FALSE,FALSE,IUCN,136242
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Meles,,leucurus,,,Meles_leucurus,,,,,,,FALSE,FALSE,IUCN,136385
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Meles,,meles,,,Meles_meles,,,,,,,FALSE,FALSE,IUCN,29673
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mellivora,,capensis,,,Mellivora_capensis,,,,,,,FALSE,FALSE,IUCN,41629
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Melogale,,cucphuongensis,,,Melogale_cucphuongensis,,,,,,,FALSE,FALSE,newSp,100000172
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Melogale,,everetti,,,Melogale_everetti,,,,,,,FALSE,FALSE,IUCN,13110
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Melogale,,moschata,,,Melogale_moschata,,,,,,,FALSE,FALSE,IUCN,41626
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Melogale,,orientalis,,,Melogale_orientalis,,,,,,,FALSE,FALSE,IUCN,41697
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Melogale,,personata,,,Melogale_personata,,,,,,,FALSE,FALSE,IUCN,41627
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,africana,,,Mustela_africana,,,,,,,FALSE,FALSE,IUCN,14025
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,altaica,,,Mustela_altaica,,,,,,,FALSE,FALSE,IUCN,41653
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,erminea,,,Mustela_erminea,,,,,,,FALSE,FALSE,IUCN,29674
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,eversmanii,,,Mustela_eversmanii,,,,,,,FALSE,FALSE,IUCN,29679
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,felipei,,,Mustela_felipei,,,,,,,FALSE,FALSE,IUCN,14026
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,frenata,,,Mustela_frenata,,,,,,,FALSE,FALSE,IUCN,41654
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,itatsi,,,Mustela_itatsi,,,,,,,FALSE,FALSE,IUCN,41656
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,kathiah,,,Mustela_kathiah,,,,,,,FALSE,FALSE,IUCN,41655
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,lutreola,,,Mustela_lutreola,,,,,,,FALSE,FALSE,IUCN,14018
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,lutreolina,,,Mustela_lutreolina,,,,,,,FALSE,FALSE,IUCN,14019
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,nigripes,,,Mustela_nigripes,,,,,,,FALSE,FALSE,IUCN,14020
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,nivalis,,,Mustela_nivalis,,,,,,,FALSE,FALSE,IUCN,14021
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,nudipes,,,Mustela_nudipes,,,,,,,FALSE,FALSE,IUCN,41657
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,putorius,,,Mustela_putorius,,,,,,,FALSE,FALSE,IUCN,41658
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,sibirica,,,Mustela_sibirica,,,,,,,FALSE,FALSE,IUCN,41659
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,strigidorsa,,,Mustela_strigidorsa,,,,,,,FALSE,FALSE,IUCN,14027
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Mustela,,subpalmata,,,Mustela_subpalmata,,,,,,,FALSE,FALSE,IUCN,41660
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Neovison,,macrodon,,,Neovison_macrodon,,,,,,,FALSE,FALSE,IUCN,40784
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Neovison,,vison,,,Neovison_vison,,,,,,,FALSE,FALSE,IUCN,41661
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Poecilogale,,albinucha,,,Poecilogale_albinucha,,,,,,,FALSE,FALSE,IUCN,41662
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Pteronura,,brasiliensis,,,Pteronura_brasiliensis,,,,,,,FALSE,FALSE,IUCN,18711
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Taxidea,,taxus,,,Taxidea_taxus,,,,,,,FALSE,FALSE,IUCN,41663
,,,eutheria,,CARNIVORA,MUSTELIDAE,,Vormela,,peregusna,,,Vormela_peregusna,,,,,,,FALSE,FALSE,IUCN,29680
,,,eutheria,,CARNIVORA,NANDINIIDAE,,Nandinia,,binotata,,,Nandinia_binotata,,,,,,,FALSE,FALSE,IUCN,41589
,,,eutheria,,CARNIVORA,ODOBENIDAE,,Odobenus,,rosmarus,,,Odobenus_rosmarus,,,,,,,FALSE,FALSE,IUCN,15106
,,,eutheria,,CARNIVORA,OTARIIDAE,,Arctocephalus,,australis,,,Arctocephalus_australis,,,,,,,FALSE,FALSE,IUCN,2055
,,,eutheria,,CARNIVORA,OTARIIDAE,,Arctocephalus,,forsteri,,,Arctocephalus_forsteri,,,,,,,FALSE,FALSE,IUCN,41664
,,,eutheria,,CARNIVORA,OTARIIDAE,,Arctocephalus,,galapagoensis,,,Arctocephalus_galapagoensis,,,,,,,FALSE,FALSE,IUCN,2057
,,,eutheria,,CARNIVORA,OTARIIDAE,,Arctocephalus,,gazella,,,Arctocephalus_gazella,,,,,,,FALSE,FALSE,IUCN,2058
,,,eutheria,,CARNIVORA,OTARIIDAE,,Arctocephalus,,philippii,,,Arctocephalus_philippii,,,,,,,FALSE,FALSE,IUCN,2059
,,,eutheria,,CARNIVORA,OTARIIDAE,,Arctocephalus,,pusillus,,,Arctocephalus_pusillus,,,,,,,FALSE,FALSE,IUCN,2060
,,,eutheria,,CARNIVORA,OTARIIDAE,,Arctocephalus,,townsendi,,,Arctocephalus_townsendi,,,,,,,FALSE,FALSE,IUCN,2061
,,,eutheria,,CARNIVORA,OTARIIDAE,,Arctocephalus,,tropicalis,,,Arctocephalus_tropicalis,,,,,,,FALSE,FALSE,IUCN,2062
,,,eutheria,,CARNIVORA,OTARIIDAE,,Callorhinus,,ursinus,,,Callorhinus_ursinus,,,,,,,FALSE,FALSE,IUCN,3590
,,,eutheria,,CARNIVORA,OTARIIDAE,,Eumetopias,,jubatus,,,Eumetopias_jubatus,,,,,,,FALSE,FALSE,IUCN,8239
,,,eutheria,,CARNIVORA,OTARIIDAE,,Neophoca,,cinerea,,,Neophoca_cinerea,,,,,,,FALSE,FALSE,IUCN,14549
,,,eutheria,,CARNIVORA,OTARIIDAE,,Otaria,,bryonia,,,Otaria_bryonia,,,,,,,FALSE,FALSE,IUCN,41665
,,,eutheria,,CARNIVORA,OTARIIDAE,,Phocarctos,,hookeri,,,Phocarctos_hookeri,,,,,,,FALSE,FALSE,IUCN,17026
,,,eutheria,,CARNIVORA,OTARIIDAE,,Zalophus,,californianus,,,Zalophus_californianus,,,,,,,FALSE,FALSE,IUCN,41666
,,,eutheria,,CARNIVORA,OTARIIDAE,,Zalophus,,japonicus,,,Zalophus_japonicus,,,,,,,FALSE,FALSE,IUCN,41667
,,,eutheria,,CARNIVORA,OTARIIDAE,,Zalophus,,wollebaeki,,,Zalophus_wollebaeki,,,,,,,FALSE,FALSE,IUCN,41668
,,,eutheria,,CARNIVORA,PHOCIDAE,,Cystophora,,cristata,,,Cystophora_cristata,,,,,,,FALSE,FALSE,IUCN,6204
,,,eutheria,,CARNIVORA,PHOCIDAE,,Erignathus,,barbatus,,,Erignathus_barbatus,,,,,,,FALSE,FALSE,IUCN,8010
,,,eutheria,,CARNIVORA,PHOCIDAE,,Halichoerus,,grypus,,,Halichoerus_grypus,,,,,,,FALSE,FALSE,IUCN,9660
,,,eutheria,,CARNIVORA,PHOCIDAE,,Histriophoca,,fasciata,,,Histriophoca_fasciata,,,,,,,FALSE,FALSE,IUCN,41670
,,,eutheria,,CARNIVORA,PHOCIDAE,,Hydrurga,,leptonyx,,,Hydrurga_leptonyx,,,,,,,FALSE,FALSE,IUCN,10340
,,,eutheria,,CARNIVORA,PHOCIDAE,,Leptonychotes,,weddellii,,,Leptonychotes_weddellii,,,,,,,FALSE,FALSE,IUCN,11696
,,,eutheria,,CARNIVORA,PHOCIDAE,,Lobodon,,carcinophaga,,,Lobodon_carcinophaga,,,,,,,FALSE,FALSE,IUCN,12246
,,,eutheria,,CARNIVORA,PHOCIDAE,,Mirounga,,angustirostris,,,Mirounga_angustirostris,,,,,,,FALSE,FALSE,IUCN,13581
,,,eutheria,,CARNIVORA,PHOCIDAE,,Mirounga,,leonina,,,Mirounga_leonina,,,,,,,FALSE,FALSE,IUCN,13583
,,,eutheria,,CARNIVORA,PHOCIDAE,,Monachus,,monachus,,,Monachus_monachus,,,,,,,FALSE,FALSE,IUCN,13653
,,,eutheria,,CARNIVORA,PHOCIDAE,,Neomonachus,,schauinslandi,,,Neomonachus_schauinslandi,,,,,,,FALSE,FALSE,IUCN,13654
,,,eutheria,,CARNIVORA,PHOCIDAE,,Neomonachus,,tropicalis,,,Neomonachus_tropicalis,,,,,,,FALSE,FALSE,IUCN,13655
,,,eutheria,,CARNIVORA,PHOCIDAE,,Ommatophoca,,rossii,,,Ommatophoca_rossii,,,,,,,FALSE,FALSE,IUCN,15269
,,,eutheria,,CARNIVORA,PHOCIDAE,,Pagophilus,,groenlandicus,,,Pagophilus_groenlandicus,,,,,,,FALSE,FALSE,IUCN,41671
,,,eutheria,,CARNIVORA,PHOCIDAE,,Phoca,,largha,,,Phoca_largha,,,,,,,FALSE,FALSE,IUCN,17023
,,,eutheria,,CARNIVORA,PHOCIDAE,,Phoca,,vitulina,,,Phoca_vitulina,,,,,,,FALSE,FALSE,IUCN,17013
,,,eutheria,,CARNIVORA,PHOCIDAE,,Pusa,,caspica,,,Pusa_caspica,,,,,,,FALSE,FALSE,IUCN,41669
,,,eutheria,,CARNIVORA,PHOCIDAE,,Pusa,,hispida,,,Pusa_hispida,,,,,,,FALSE,FALSE,IUCN,41672
,,,eutheria,,CARNIVORA,PHOCIDAE,,Pusa,,sibirica,,,Pusa_sibirica,,,,,,,FALSE,FALSE,IUCN,41676
,,,eutheria,,CARNIVORA,PRIONODONTIDAE,,Prionodon,,linsang,,,Prionodon_linsang,,,,,,,FALSE,FALSE,IUCN,41705
,,,eutheria,,CARNIVORA,PRIONODONTIDAE,,Prionodon,,pardicolor,,,Prionodon_pardicolor,,,,,,,FALSE,FALSE,IUCN,41706
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Bassaricyon,,alleni,,,Bassaricyon_alleni,,,,,,,FALSE,FALSE,IUCN,41678
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Bassaricyon,,gabbii,,,Bassaricyon_gabbii,,,,,,,FALSE,FALSE,IUCN,2609
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Bassaricyon,,medius,,,Bassaricyon_medius,,,,,,,FALSE,FALSE,newSp,100000025
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Bassaricyon,,neblina,,,Bassaricyon_neblina,,,,,,,FALSE,FALSE,newSp,100000026
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Bassariscus,,astutus,,,Bassariscus_astutus,,,,,,,FALSE,FALSE,IUCN,41680
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Bassariscus,,sumichrasti,,,Bassariscus_sumichrasti,,,,,,,FALSE,FALSE,IUCN,2613
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Nasua,,narica,,,Nasua_narica,,,,,,,FALSE,FALSE,IUCN,41683
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Nasua,,nasua,,,Nasua_nasua,,,,,,,FALSE,FALSE,IUCN,41684
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Nasuella,,meridensis,,,Nasuella_meridensis,,,,,,,FALSE,FALSE,newSp,100000241
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Nasuella,,olivacea,,,Nasuella_olivacea,,,,,,,FALSE,FALSE,IUCN,14357
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Potos,,flavus,,,Potos_flavus,,,,,,,FALSE,FALSE,IUCN,41679
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Procyon,,cancrivorus,,,Procyon_cancrivorus,,,,,,,FALSE,FALSE,IUCN,41685
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Procyon,,lotor,,,Procyon_lotor,,,,,,,FALSE,FALSE,IUCN,41686
,,,eutheria,,CARNIVORA,PROCYONIDAE,,Procyon,,pygmaeus,,,Procyon_pygmaeus,,,,,,,FALSE,FALSE,IUCN,18267
,,,eutheria,,CARNIVORA,URSIDAE,,Ailuropoda,,melanoleuca,,,Ailuropoda_melanoleuca,,,,,,,FALSE,FALSE,IUCN,712
,,,eutheria,,CARNIVORA,URSIDAE,,Arctodus,,simus,,,Arctodus_simus,,,,,,,FALSE,FALSE,newSpExt,300000003
,,,eutheria,,CARNIVORA,URSIDAE,,Helarctos,,malayanus,,,Helarctos_malayanus,,,,,,,FALSE,FALSE,IUCN,9760
,,,eutheria,,CARNIVORA,URSIDAE,,Melursus,,ursinus,,,Melursus_ursinus,,,,,,,FALSE,FALSE,IUCN,13143
,,,eutheria,,CARNIVORA,URSIDAE,,Tremarctos,,ornatus,,,Tremarctos_ornatus,,,,,,,FALSE,FALSE,IUCN,22066
,,,eutheria,,CARNIVORA,URSIDAE,,Ursus,,americanus,,,Ursus_americanus,,,,,,,FALSE,FALSE,IUCN,41687
,,,eutheria,,CARNIVORA,URSIDAE,,Ursus,,arctos,,,Ursus_arctos,,,,,,,FALSE,FALSE,IUCN,41688
,,,eutheria,,CARNIVORA,URSIDAE,,Ursus,,deningeri,,,Ursus_deningeri,,,,,,,FALSE,FALSE,newSpExt,300000029
,,,eutheria,,CARNIVORA,URSIDAE,,Ursus,,maritimus,,,Ursus_maritimus,,,,,,,FALSE,FALSE,IUCN,22823
,,,eutheria,,CARNIVORA,URSIDAE,,Ursus,,spelaeus,,,Ursus_spelaeus,,,,,,,FALSE,FALSE,newSpExt,300000030
,,,eutheria,,CARNIVORA,URSIDAE,,Ursus,,thibetanus,,,Ursus_thibetanus,,,,,,,FALSE,FALSE,IUCN,22824
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Arctictis,,binturong,,,Arctictis_binturong,,,,,,,FALSE,FALSE,IUCN,41690
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Arctogalidia,,trivirgata,,,Arctogalidia_trivirgata,,,,,,,FALSE,FALSE,IUCN,41691
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Chrotogale,,owstoni,,,Chrotogale_owstoni,,,,,,,FALSE,FALSE,IUCN,4806
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Civettictis,,civetta,,,Civettictis_civetta,,,,,,,FALSE,FALSE,IUCN,41695
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Cynogale,,bennettii,,,Cynogale_bennettii,,,,,,,FALSE,FALSE,IUCN,6082
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Diplogale,,hosei,,,Diplogale_hosei,,,,,,,FALSE,FALSE,IUCN,6635
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,abyssinica,,,Genetta_abyssinica,,,,,,,FALSE,FALSE,IUCN,8994
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,angolensis,,,Genetta_angolensis,,,,,,,FALSE,FALSE,IUCN,41696
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,bourloni,,,Genetta_bourloni,,,,,,,FALSE,FALSE,IUCN,136223
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,cristata,,,Genetta_cristata,,,,,,,FALSE,FALSE,IUCN,8998
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,genetta,,,Genetta_genetta,,,,,,,FALSE,FALSE,IUCN,41698
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,johnstoni,,,Genetta_johnstoni,,,,,,,FALSE,FALSE,IUCN,8997
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,maculata,,,Genetta_maculata,,,,,,,FALSE,FALSE,IUCN,41699
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,pardina,,,Genetta_pardina,,,,,,,FALSE,FALSE,IUCN,136437
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,piscivora,,,Genetta_piscivora,,,,,,,FALSE,FALSE,IUCN,15628
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,poensis,,,Genetta_poensis,,,,,,,FALSE,FALSE,IUCN,136435
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,servalina,,,Genetta_servalina,,,,,,,FALSE,FALSE,IUCN,41700
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,thierryi,,,Genetta_thierryi,,,,,,,FALSE,FALSE,IUCN,41701
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,tigrina,,,Genetta_tigrina,,,,,,,FALSE,FALSE,IUCN,41702
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Genetta,,victoriae,,,Genetta_victoriae,,,,,,,FALSE,FALSE,IUCN,41703
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Hemigalus,,derbyanus,,,Hemigalus_derbyanus,,,,,,,FALSE,FALSE,IUCN,41689
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Macrogalidia,,musschenbroekii,,,Macrogalidia_musschenbroekii,,,,,,,FALSE,FALSE,IUCN,12592
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Paguma,,larvata,,,Paguma_larvata,,,,,,,FALSE,FALSE,IUCN,41692
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Paradoxurus,,hermaphroditus,,,Paradoxurus_hermaphroditus,,,,,,,FALSE,FALSE,IUCN,41693
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Paradoxurus,,jerdoni,,,Paradoxurus_jerdoni,,,,,,,FALSE,FALSE,IUCN,16104
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Paradoxurus,,stenocephalus,,,Paradoxurus_stenocephalus,,,,,,,FALSE,FALSE,newSp,100000261
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Paradoxurus,,zeylonensis,,,Paradoxurus_zeylonensis,,,,,,,FALSE,FALSE,IUCN,41694
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Poiana,,leightoni,,,Poiana_leightoni,,,,,,,FALSE,FALSE,IUCN,44165
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Poiana,,richardsonii,,,Poiana_richardsonii,,,,,,,FALSE,FALSE,IUCN,41704
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Viverra,,civettina,,,Viverra_civettina,,,,,,,FALSE,FALSE,IUCN,23036
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Viverra,,megaspila,,,Viverra_megaspila,,,,,,,FALSE,FALSE,IUCN,41707
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Viverra,,tangalunga,,,Viverra_tangalunga,,,,,,,FALSE,FALSE,IUCN,41708
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Viverra,,zibetha,,,Viverra_zibetha,,,,,,,FALSE,FALSE,IUCN,41709
,,,eutheria,,CARNIVORA,VIVERRIDAE,,Viverricula,,indica,,,Viverricula_indica,,,,,,,FALSE,FALSE,IUCN,41710
,,,eutheria,,CHIROPTERA,CRASEONYCTERIDAE,,Craseonycteris,,thonglongyai,,,Craseonycteris_thonglongyai,,,,,,,FALSE,FALSE,IUCN,5481
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Balantiopteryx,,infusca,,,Balantiopteryx_infusca,,,,,,,FALSE,FALSE,IUCN,2531
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Balantiopteryx,,io,,,Balantiopteryx_io,,,,,,,FALSE,FALSE,IUCN,2532
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Balantiopteryx,,plicata,,,Balantiopteryx_plicata,,,,,,,FALSE,FALSE,IUCN,2533
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Centronycteris,,centralis,,,Centronycteris_centralis,,,,,,,FALSE,FALSE,IUCN,136350
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Centronycteris,,maximiliani,,,Centronycteris_maximiliani,,,,,,,FALSE,FALSE,IUCN,4112
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Coleura,,afra,,,Coleura_afra,,,,,,,FALSE,FALSE,IUCN,5113
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Coleura,,kibomalandy,,,Coleura_kibomalandy,,,,,,,FALSE,FALSE,newSp,100000053
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Coleura,,seychellensis,,,Coleura_seychellensis,,,,,,,FALSE,FALSE,IUCN,5112
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Cormura,,brevirostris,,,Cormura_brevirostris,,,,,,,FALSE,FALSE,IUCN,41527
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Cyttarops,,alecto,,,Cyttarops_alecto,,,,,,,FALSE,FALSE,IUCN,6206
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Diclidurus,,albus,,,Diclidurus_albus,,,,,,,FALSE,FALSE,IUCN,6561
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Diclidurus,,ingens,,,Diclidurus_ingens,,,,,,,FALSE,FALSE,IUCN,6562
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Diclidurus,,isabellus,,,Diclidurus_isabellus,,,,,,,FALSE,FALSE,IUCN,6563
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Diclidurus,,scutatus,,,Diclidurus_scutatus,,,,,,,FALSE,FALSE,IUCN,6564
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Emballonura,,alecto,,,Emballonura_alecto,,,,,,,FALSE,FALSE,IUCN,7670
,,,eutheria,,CHIROPTERA,EMBALLONURIDAE,,Emballonura,,atrata,,,Emballonura_atrata,,,,,,,FALSE,FALSE,IUCN,7671
