genus,species,subspecies,deprecated_scientific,common_name,linnean_order,major_type,major_common_type,major_subtype,minor_type,genus_authority,species_authority,authority_year,image,notes,
Pituophis,catenifer,sayi,,Bullsnake,Squamata,Squamata,Snakes,"Bullsnakes, Pinesnakes, and gophersnakes",,"Pituophis Holbrook, 1842","(Schlegel, 1837)",,,,
Pituophis,melanolecus,,,Eastern Pinesnake,Squamata,Squamata,Snakes,"Bullsnakes, Pinesnakes, and gophersnakes",,"Pituophis Holbrook, 1842","(Daudin, 1803)",,,,
Pituophis,melanolecus,lodingi,,Black Pinesnake,Squamata,Squamata,Snakes,"Bullsnakes, Pinesnakes, and gophersnakes",,"Pituophis Holbrook, 1842","(Blanchard, 1924)",,,,
Pituophis,melanolecus,melanoleucus,,Northern Pinesnake,Squamata,Squamata,Snakes,"Bullsnakes, Pinesnakes, and gophersnakes",,"Pituophis Holbrook, 1842","(Daudin, 1803)",,,,
Pituophis,melanolecus,mugitus ,,Florida Pinesnake,Squamata,Squamata,Snakes,"Bullsnakes, Pinesnakes, and gophersnakes",,"Pituophis Holbrook, 1842","(Barbour, 1921)",,,,
Pituophis,ruthveni,,,Louisiana Pinesnake,Squamata,Squamata,Snakes,"Bullsnakes, Pinesnakes, and gophersnakes",,"Pituophis Holbrook, 1842","(Stull, 1929)",,,,
Regina,grahamii,,,Graham's Crayfish Snake,Squamata,Squamata,Snakes,Crawfish Snakes,,"Regina Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Regina,septemvittata,,,Queensnake,Squamata,Squamata,Snakes,Crawfish Snakes,,"Regina Baird and Girard, 1853","(Say, 1825)",,,,
Rena,dissectus,,,New Mexico Threadsnake,Squamata,Squamata,Snakes,Threadsnakes,,"Rena Baird and Girard, 1853","(Cope, 1896)",,,,
Rena,dulcis,,,Texas Threadsnake,Squamata,Squamata,Snakes,Threadsnakes,,"Rena Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Rena,dulcis,dulcis,,Plains Threadsnake,Squamata,Squamata,Snakes,Threadsnakes,,"Rena Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Rena,dulcis,rubellum,,South Texas Threadsnake,Squamata,Squamata,Snakes,Threadsnakes,,"Rena Baird and Girard, 1853","(Garman, 1844)",,,,
Rena,humilis,,,Western Threadsnake,Squamata,Squamata,Snakes,Threadsnakes,,"Rena Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Rena,humilis,cahuilae,,Desert Threadsnake,Squamata,Squamata,Snakes,Threadsnakes,,"Rena Baird and Girard, 1853","(Klauber, 1931)",,,,
Rena,humilis,humilis,,Southwestern Threadsnake,Squamata,Squamata,Snakes,Threadsnakes,,"Rena Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Rena,humilis,segregus,,Trans-Pecos Threadsnake,Squamata,Squamata,Snakes,Threadsnakes,,"Rena Baird and Girard, 1853","(Klauber, 1939)",,,,
Rena,humilis,utahensis,,Utah Threadsnake,Squamata,Squamata,Snakes,Threadsnakes,,"Rena Baird and Girard, 1853","(Tanner, 1938)",,,,
Rhadinaea,flavilata,,,Pine Woods Littersnake,Squamata,Squamata,Snakes,Littersnakes,,"Rhadinaea Cope, 1863","(Cope, 1871)",,,,
Rhinocheilus,lecontei,,,Long-nosed Snake,Squamata,Squamata,Snakes,Long-Nosed Snakes,,"Rhinocheilus Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Salvadora,grahamiae,,,Eastern Patch-nosed Snake,Squamata,Squamata,Snakes,Patch-Nosed Snakes,,"Salvadora Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Salvadora,grahamiae,,,Mountain Patch-nosed Snake,Squamata,Squamata,Snakes,Patch-Nosed Snakes,,"Salvadora Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Salvadora,grahamiae,,,Texas Patch-nosed Snake,Squamata,Squamata,Snakes,Patch-Nosed Snakes,,"Salvadora Baird and Girard, 1853","(Schmidt, 1940)",,,,
Salvadora,hexalepis,deserticola,,Big Bend Patch-nosed Snake,Squamata,Squamata,Snakes,Patch-Nosed Snakes,,"Salvadora Baird and Girard, 1853","(Schmidt, 1940)",,,,
Salvadora,hexalepis,hexalepis,,Desert Patch-nosed Snake,Squamata,Squamata,Snakes,Patch-Nosed Snakes,,"Salvadora Baird and Girard, 1853","(Cope, 1866)",,,,
Salvadora,hexalepis,mojavensis,,Mohave Patch-nosed snake,Squamata,Squamata,Snakes,Patch-Nosed Snakes,,"Salvadora Baird and Girard, 1853","(Bogert, 1945)",,,,
Salvadora,hexalepis,virgultea ,,Coast Patch-nosed Snake,Squamata,Squamata,Snakes,Patch-Nosed Snakes,,"Salvadora Baird and Girard, 1853","(Bogert, 1935)",,,,
Senticolis,triaspis,,,Green Ratsnake,Squamata,Squamata,Snakes,Green Ratsnakes,,"Senticolis Dowling and Fries, 1987","(Cope, 1866)",,,,
Senticolis,triaspis,intermedia,,Northern Green Ratsnake,Squamata,Squamata,Snakes,Green Ratsnakes,,"Senticolis Dowling and Fries, 1987","(Boettger, 1883)",,,,
Sistrurus,catenatus,,,Massasauga,Squamata,Squamata,Snakes,Massasauga and pygmy rattlesnakes,,"Sistrurus Garman, 1883","(Rafinesque, 1818)",,,,
Sistrurus,miliarius,,,Pygmy Rattlesnake,Squamata,Squamata,Snakes,Massasauga and pygmy rattlesnakes,,"Sistrurus Garman, 1883","(Linnaeus, 1766)",,,,
Sistrurus,miliarius,miliarius,,Carolina Pygmy Rattlesnake,Squamata,Squamata,Snakes,Massasauga and pygmy rattlesnakes,,"Sistrurus Garman, 1883","(Linnaeus, 1766)",,,,
Sistrurus,miliarius,streckeri,,Western Pygmy Rattlesnake,Squamata,Squamata,Snakes,Massasauga and pygmy rattlesnakes,,"Sistrurus Garman, 1883","(Gloyd, 1935)",,,,
Sistrurus,tergeminus,,,Western Massasauga,Squamata,Squamata,Snakes,Massasauga and pygmy rattlesnakes,,"Sistrurus Garman, 1883","(Say, 1823)",,,,
Sistrurus,tergeminus,tergeminus,,Prairie Massasauga,Squamata,Squamata,Snakes,Massasauga and pygmy rattlesnakes,,"Sistrurus Garman, 1883","(Say, 1823)",,,,
Sistrurus,tergeminus,edwardsii,,Desert Massasauga,Squamata,Squamata,Snakes,Massasauga and pygmy rattlesnakes,,"Sistrurus Garman, 1883","(Baird and Girard, 1853)",,,,
Sonora,semiannualata,,,Western Groundsnake,Squamata,Squamata,Snakes,North American Groundsnakes,,"Sonora Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Sonora,semiannualata,semiannulata,,Variable Groundsnake ,Squamata,Squamata,Snakes,North American Groundsnakes,,"Sonora Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Sonora,semiannualata,taylori,,Southern Texas Groundsnake,Squamata,Squamata,Snakes,North American Groundsnakes,,"Sonora Baird and Girard, 1853","(Boulenger, 1894)",,,,
Storeria,dekayi,,,Dekay's Brownsnake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Holbrook, 1836)",,,,
Storeria,dekayi,dekayi,,Northern Brownsnake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Holbrook, 1836)",,,,
Storeria,dekayi,limnetes,,Marsh Brownsnake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Anderson, 1961)",,,,
Storeria,dekayi,texana,,Texas Brownsnake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Trapido, 1944)",,,,
Storeria,dekayi,wrightorum,,Midland Brownsnake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Trapido, 1944)",,,,
Storeria,occipitomaculata,,,Red-bellied Snake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Storer, 1839)",,,,
Storeria,occipitomaculata,obscura,,Florida Red-bellied Snake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Trapido, 1944)",,,,
Storeria,occipitomaculata,occipitomaculata,,Northern Red-bellied Snake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Storer, 1839)",,,,
Storeria,occipitomaculata,pahasapae,,Black  Hills Red-bellied Snake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Smith, 1963)",,,,
Storeria,victa,,,Florida Brownsnake,Squamata,Squamata,Snakes,Noth American Groundsnakes,,"Storeria Baird and Girard, 1853","(Hay, 1892)",,,,
Tantilla,artriceps,,,Mexican Black-headed Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Gunther, 1895 in Salvin and Godman, 1885-1902)",,,,
Tantilla,coronata,,,Southeastern Crowned Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Tantilla,cucullata,,,Trans-Pecos Black Headed Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Minton, 1956)",,,,
Tantilla,gracilis,,,Flat-headed Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Baird and Girard, 1853)",,,,
Tantilla,hobartsmithi,,,Smith's Black-headed Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Taylor, 1937)",,,,
Tantilla,nigriceps,,,Plains Black-headed Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Kennicott, 1860)",,,,
Tantilla,oolitica,,,Rim Rock Crowned Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Telford, 1966)",,,,
Tantilla,planiceps,,,Western Black-headed Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Blainville, 1835)",,,,
Tantilla,relicta,,,Florida Crowned Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Telford, 1966)",,,,
Tantilla,relicta,neilli,,Central Florida Crowned Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Telford, 1966)",,,,
Tantilla,relicta,pamlica,,Coastal Dunes Crowned Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Telford, 1966)",,,,
Tantilla,relicta,relicta,,Peninsula Crowned Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Telford, 1966)",,,,
Tantilla,wilcoxi,,,Chihuahuan Black-headed Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Stejneger,1903)",,,,
Tantilla,yaquia,,,Yaqui Black-headed Snake,Squamata,Squamata,Snakes,"Black headed,Crowned, and Flat-headed Snakes",,"Tantilla Baird and Girard, 1853","(Smith, 1942)",,,,
Thamnophis,atratus,,,Aquatic Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Kennicott, 1860)",,,,
Thamnophis,atratus,atratus,,Santa Cruz Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Kennicott, 1860)",,,,
Thamnophis,atratus,hydrophilus,,Oregon Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Fitch, 1936)",,,,
Thamnophis,atratus,zaxanthus,,Diablo Range Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Boundy, 1999)",,,,
Thamnophis,brechystoma,,,Short-headed Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Cope, 1892)",,,,
Thamnophis,butleri,,,Butler's Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Cope, 1889)",,,,
Thamnophis,couchii,,,Sierra Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Kennicott, 1859)",,,,
Thamnophis,cyrtopsis,,,Black-necked Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Kennicott, 1860)",,,,
Thamnophis,cyrtopsis,cyrtopsis,,Western Black-necked Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Kennicott, 1860)",,,,
Thamnophis,cyrtopsis,ocellatus,,Eastern Black-necked Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Cope, 1880)",,,,
Thamnophis,elegans,,,Terrestrial Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Baird and Girard, 1853)",,,,
Thamnophis,elegans,elegans,,Mountain Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Baird and Girard, 1853)",,,,
Thamnophis,elegans,terrestris,,Coast Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Fox, 1951)",,,,
Thamnophis,elegans,vagrans,,Wandering Gartersnale,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Baird and Girard, 1853)",,,,
Thamnophis,eques,,,Mexican Gartsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Reuss, 1834)",,,,
Thamnophis,eques,megalops,,Brown Gartsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Kennicott, 1860)",,,,
Thamnophis,hammondii,,,Two-striped Gartsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Kennicott, 1860)",,,,
Thamnophis,marcianus,,,Checkered Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Baird and Girard, 1853)",,,,
Thamnophis,marcianus,marcianus,,Marcy's Checkered Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Baird and Girard, 1853)",,,,
Thamnophis,ordinoides,,,Northwestern Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Baird and Girard, 1852)",,,,
Thamnophis,proximus,,,Western Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Say, 1823)",,,,
Thamnophis,proximus,diabolicus,,Arid Land Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Rossman, 1963)",,,,
Thamnophis,proximus,oralius,,Gulf Coast Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Rossman, 1963)",,,,
Thamnophis,proximus,proximus,,Orange-striped Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Say, 1823)",,,,
Thamnophis,proximus,rubrilineaus,,Red-striped Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Rossman, 1963)",,,,
Thamnophis,radix,,,Plains Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Baird and Girard, 1853)",,,,
Thamnophis,rufipunctatus,,,Narrow-headed Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Cope, 1875)",,,,
Thamnophis,sauritus,,,Eastern Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Linnaeus, 1766)",,,,
Thamnophis,sauritus,nitae,,Blue-stripped Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Rossman, 1963)",,,,
Thamnophis,sauritus,sackenii,,Peninsula Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Kennicott, 1859)",,,,
Thamnophis,sauritus,sauritus,,Common Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Linnaeus, 1766)",,,,
Thamnophis,sauritus,septentrionalis,,Northern Ribbonsnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Rossman, 1963)",,,,
Thamnophis,sirtalis,,,Common Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Linnaeus, 1758)",,,,
Thamnophis,sirtalis,annectens,,Texas Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Brown, 1950)",,,,
Thamnophis,sirtalis,concinnus,,Red-spotted Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Hallowell, 1852)",,,,
Thamnophis,sirtalis,dorsalis,,New Mexico Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Baird and Girard, 1853)",,,,
Thamnophis,sirtalis,fitchi,,Valley Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Fox, 1951)",,,,
Thamnophis,sirtalis,infernalis,,California Red-sided Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Blainville, 1835)",,,,
Thamnophis,sirtalis,pallidus,,Maritime Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Allen, 1899)",,,,
Thamnophis,sirtalis,parietalis,,Red-sided Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Say, 1823)",,,,
Thamnophis,sirtalis,pickeringii,,Puget Sound Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Baird and Girard, 1853)",,,,
Thamnophis,sirtalis,samifasciatus,,Chicago Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Cope, 1892)",,,,
Thamnophis,sirtalis,similis,,Blue-stripped Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Rossman, 1965)",,,,
Thamnophis,sirtalis,sirtalis,,Eastern Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Linnaeus, 1758)",,,,
Thamnophis,sirtalis,tetrataenia,,San Fracisco Gartersnake,Squamata,Squamata,Snakes,North American Gartersnakes,,"Thamnophis Fitzinger, 1843","(Cope, 1892)",,,,
Trimorphodon,lambda,,,Sonoran Lyresnake,Squamata,Squamata,Snakes,Lyresnakes,,"Trimorphodon Cope, 1861","(Cope, 1866)",,,,
Trimorphodon,lyrophanes,,,California Lyresnake,Squamata,Squamata,Snakes,Lyresnakes,,"Trimorphodon Cope, 1861","(Cope, 1860)",,,,
Trimorphodon,vilkinsonii,,,Texas Lyresnake,Squamata,Squamata,Snakes,Lyresnakes,,"Trimorphodon Cope, 1861","(Cope, 1886)",,,,
Tropidoclodion ,lineatum,,,Lined Snake,Squamata,Squamata,Snakes,Lined Snakes,,"Tropidoclonion Cope, 1860","(Hallowell, 1856)",,,,
Virginia,valeriae,,,Smooth Earthsnake,Squamata,Squamata, Snake,Smooth Earthsnakes,,"Virginia Baird and Girard, 1853 ","(Baird and Girard, 1853)",,,,
Virginia,valeriae,elegans,,Western Smooth Snake,Squamata,Squamata,Snakes,Smooth Earthsnakes,,"Virginia Baird and Girard, 1853 ","(Kennicott, 1859)",,,,
Virginia,valeriae,valeriae,,Eastern Smooth Earthsnake,Squamata,Squamata,Snakes,Smooth Earthsnakes,,"Virginia Baird and Girard, 1853 ","(Baird and Girard, 1853)",,,,
Virginia,valeriae,pulchra,,Mountain Earthsnake,Squamata,Squamata,Snakes,Smooth Earthsnakes,,"Virginia Baird and Girard, 1853 ","(Richmond, 1954)",,,,
,,,,,,,,,,,,,,,
Ambystoma,annulatum,,,Ringed Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Cope, 1886)",,,,
Ambystoma,barbouri,,,Streamside Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Kraus and pentaka, 1989)",,,,
Ambystoma,bishopi,,,Reticulated Flatwoods Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Goin, 1950)",,,,
Ambystoma,californiense,,,California Tiger Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Gray, 1853)",,,,
Ambystoma,cingulatum,,,Frosted Flatwood Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Cope, 1868)",,,,
Ambystoma,gracile,,,Northwestern Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Baird, 1859)",,,,
Ambystoma,jeffersonianum,,,Jefferson Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Green, 1827)",,,,
Ambystoma,laterale,,,Blue-spotted Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Hallowell, 1856)",,,,
Ambystoma,mabeei,,,Maybee's Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Bishop, 1928)",,,,
Ambystoma,macrodactylum,,,Long-toed Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Baird, 1850)",,,,
Ambystoma,macrodactylum,columbianum,,Eastern Long-toed Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Ferguson, 1961)",,,,
Ambystoma,macrodactylum,crocetum,,Santa Cruz Long-toed Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Russel and Anderson, 1956)",,,,
Ambystoma,macrodactylum,krausei,,Northern Long-toed Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Peters, 1882)",,,,
Ambystoma,macrodactylum,macrodactylum,,Western Long-toed Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Baird, 1850)",,,,
Ambystoma,macrodactylum,sigillatum,,Southern Long-toed Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Ferguson, 1961)",,,,
Ambystoma,maculatum,,,Spotted Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Shaw, 1802)",,,,
Ambystoma,mavortium,,,Western Tiger Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Baird, 1850 ""1849)",,,,
Ambystoma,mavortium,diaboli,,Gray Tiger Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Dunn, 1940)",,,,
Ambystoma,mavortium,melanosticum,,Blotched Tiger Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Baird, 1860)",,,,
Ambystoma,mavortium,mavortium,,Barred Tiger Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Baird, 1850 ""1849"" )",,,,
Ambystoma,mavortium,nebulosum,,Arizona Tiger Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Hallowell, 1853)",,,,
Ambystoma,mavortium,stebbinisi,,Sonoran Tiger Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Lowe, 1954)",,,,
Ambystoma,opacum,,,Marbled Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Gravenhorst, 1807)",,,,
Ambystoma,talpoideum,,,Mole Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Holbrook, 1838)",,,,
Ambystoma,texanum,,,Small-mouthed Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Matthes, 1855)",,,,
Ambystoma,tigrinum,,,Eastern Tiger Salamander,Caudata,Caudata,Salamanders,Mole Salamanders,,"Ambystoma Tschudi, 1838","(Green, 1825)",,,,
Amphiuma,means,,,Two-toed Amphiuma,Caudata,Caudata,Salamanders,Amphiuma,,"Amphiuma Garden, 1821","(Garden, 1821)",,,,
Amphiuma,pholeter,,,One-toed Amphiuma,Caudata,Caudata,Salamanders,Amphiuma,,"Amphiuma Garden, 1821","(Neill, 1964)",,,,
Amphiuma,tridactylum,,,Three-toed Amphiuma,Caudata,Caudata,Salamanders,Amphiuma,,"Amphiuma Garden, 1821","(Cuvier, 1827)",,,,
Aneides,aeneus,,,Green Salamander,Caudata,Caudata,Salamanders,Climbing Salamanders,,"Aneides Baird, 1851","(Cope and Packard, 1881)",,,,
Aneides,ferreus,,,Clouded Salamander,Caudata,Caudata,Salamanders,Climbing Salamanders,,"Aneides Baird, 1851","(Cope, 1869)",,,,
Aneides,flavipunctatus,,,Black Salamander,Caudata,Caudata,Salamanders,Climbing Salamanders,,"Aneides Baird, 1851","(Strauch, 1870)",,,,
Aneides,flavipunctatus,flavipunctatus,,Speckled Black Salamander,Caudata,Caudata,Salamanders,Climbing Salamanders,,"Aneides Baird, 1851","(Strauch, 1870)",,,,
Aneides,flavipunctatus,niger,,Santa Cruz Black Salamander,Caudata,Caudata,Salamanders,Climbing Salamanders,,"Aneides Baird, 1851","(Myers and Maslin, 1948)",,,,
Aneides,hardii,,,Sacramento Mountain Salamander,Caudata,Caudata,Salamanders,Climbing Salamanders,,"Aneides Baird, 1851","(Taylor, 1941)",,,,
Aneides,lugubris,,,Arboreal Salamander,Caudata,Caudata,Salamanders,Climbing Salamanders,,"Aneides Baird, 1851","(Hallowell, 1849)",,,,
Aneides,vagrans,,,Wandering Salamander,Caudata,Caudata,Salamanders,Climbing Salamanders,,"Aneides Baird, 1851","(Wake and Jackman, 1999)",,,,
Batrachoseps,altasierrae,,,Greenhorn Mountains Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Martinez-Solano, Hansen and Wake, 1012)",,,,
Batrachoseps,attenuatus,,,California Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Eschcholtz, 1833)",,,,
Batrachoseps,bramei,,,Fairview Slender Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Jockusch, Yanev, and Wake, 2012)",,,,
Batrachoseps,campi,,,Inyo Mountain Salamander,Caudata,Caudata,Salamanders,Slender Salamanders,,"Batrachoseps Bonaparte, 1839","(Marlow, Brode and Wake, 1979)",,,,
