genus,species,subspecies,deprecated_scientific,common_name,linnean_order,major_type,major_common_type,major_subtype,minor_type,genus_authority,species_authority,authority_year,image,notes,
Plethodon,vahiculum,,,Western Red-backed Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Cooper, 1860)",,,,
Plethodon,ventralis,,,Southern Zigzag Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1997)",,,,
Plethodon,virginia,,,Shenandoah Mountain Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1999)",,,,
Plethodon,websteri,,,Webster's Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Highton, 1979)",,,,
Plethodon,wehrlei,,,Wehrle's Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Fowler and Dunn, 1917)",,,,
Plethodon,welleri,,,Weller's Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Walker, 1931)",,,,
Plethodon,yonahlossee,,,Yonahlossee Salamander,Caudata,Caudata,Salamanders,Woodland Salamanders,,"Plethodon Tschudi, 1838","(Dunn, 1917)",,,,
Pseudobranchus,axanthus,,,Southern Dwarf  Siren,Caudata,Caudata,Salamanders,Dwarf Sirens,,"Pseudobranchus Gray, 1825","(Netting and Goin, 1942)",,,,
Pseudobranchus,axanthus,axanthus,,Narrow-striped Dwarf Siren,Caudata,Caudata,Salamanders,Dwarf Sirens,,"Pseudobranchus Gray, 1825","(Netting and Goind, 1942)",,,,
Pseudobranchus,axanthus,belli,,Everglades Dwarf Siren,Caudata,Caudata,Salamanders,Dwarf Sirens,,"Pseudobranchus Gray, 1825","(Schwarts, 1952)",,,,
Pseudobranchus,striatus,,,Nothern Dwarf Siren,Caudata,Caudata,Salamanders,Dwarf Sirens,,"Pseudobranchus Gray, 1825","(LeConte, 1824)",,,,
Pseudobranchus,striatus,lustricolus,,Gulf Hammock Dwarf Siren,Caudata,Caudata,Salamanders,Dwarf Sirens,,"Pseudobranchus Gray, 1825","(Neill, 1951)",,,,
Pseudobranchus,striatus,spheniscus,,Slender Dwarf Siren,Caudata,Caudata,Salamanders,Dwarf Sirens,,"Pseudobranchus Gray, 1825","(Goin and Crenshaw, 1949)",,,,
Pseudobranchus,striatus,striatus,,Broad-striped Dwarf Siren,Caudata,Caudata,Salamanders,Dwarf Sirens,,"Pseudobranchus Gray, 1825","(LeConte, 1824)",,,,
Pseudotriton,montanus,,,Mud Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1838","(Baird, 1850)",,,,
Pseudotriton,montanus,diastictus,,Midland Mud Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1839","(Bishop, 1941)",,,,
Pseudotriton,montanus,flavissimus,,Gulf Coast Mud Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1840","(Hallowell, 1856)",,,,
Pseudotriton,montanus,floridanus,,Rusty Mud Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1841","(Netting and Goin, 1942)",,,,
Pseudotriton,montanus,montanus,,Eastern Mud Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1842","(Baird, 1850)",,,,
Pseudotriton,ruber,,,Red Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1843","(Sonnini de Mancourt and Latreille, 1801)",,,,
Pseudotriton,ruber,nitidus,,Blue Ridge Red Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1844","(Dunn, 1920)",,,,
Pseudotriton,ruber,ruber,,Northern Red Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1845","(Latreille, 1801)",,,,
Pseudotriton,ruber,schencki,,Black-chinned Red Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1846","(Brimley, 1912)",,,,
Pseudotriton,ruber,vioscai,,Southern Red Salamander,Caudata,Caudata,Salamanders,Red and Mud Salamanders,,"Pseudotriton Tschudi, 1847","(Bishop, 1928)",,,,
Rhyacotriton,cascadae,,,Cascade Torrent Salamander,Caudata,Caudata,Salamanders,Torrent Salamanders,,"Rhyacotriton Dunn, 1920","(Good and Wake, 1992)",,,,
Rhyacotriton,kezeri,,,Columbia Torrent Salamander,Caudata,Caudata,Salamanders,Torrent Salamanders,,"Rhyacotriton Dunn, 1920","(Good and Wake, 1992)",,,,
Rhyacotriton,olympicus,,,Olympic Torrent Salamander,Caudata,Caudata,Salamanders,Torrent Salamanders,,"Rhyacotriton Dunn, 1920","(Gaige, 1917)",,,,
Rhyacotriton,variegatus,,,Southern Torrent Slamander,Caudata,Caudata,Salamanders,Torrent Salamanders,,"Rhyacotriton Dunn, 1920","(Stebbins and Lowe, 1951)",,,,
Siren,intermedia,,,Lesser Siren,Caudata,Caudata,Salamanders,Sirens,,"Siren Osterdam, 1766","(Barnes, 1826)",,,,
Siren,intermedia,intermedia,,Eastern Lesser Siren,Caudata,Caudata,Salamanders,Sirens,,"Siren Osterdam, 1766","(Barnes, 1826)",,,,
Siren,intermedia,nettingi,,Western Lesser Siren,Caudata,Caudata,Salamanders,Sirens,,"Siren Osterdam, 1766","(Goin, 1942)",,,,
Stereochilus,marginatus,,,Many-lined Salamander,Caudata,Caudata,Salamanders,Many-lined Salamanders,,"Stereochilus Cope, 1869","(Hallowell,1856)",,,,
Taricha,granulosa,,,Rough Skinned Newt,Caudata,Caudata,Salamanders,Pacific Newts,,"Taricha Gray, 1850","(Skilton, 1849)",,,,
Taricha,rivularis,,,Red-bellied Newt,Caudata,Caudata,Salamanders,Pacific Newts,,"Taricha Gray, 1850","(Twitty, 1935)",,,,
Taricha,sierrae,,,Sierra Newt,Caudata,Caudata,Salamanders,Pacific Newts,,"Taricha Gray, 1850","(Twitty, 1942)",,,,
Taricha,torosa,,,California Newt,Caudata,Caudata,Salamanders,Pacific Newts,,"Taricha Gray, 1850","(Rathke, in Eschscholtz, 1833)",,,,
Acris,blanchardi,,,Blanchard's Cricket Frogs,Anura,Anura,Frogs,Cricket Frogs,,"Acris Duméril and Bibron,1841 ","(Harper,1947)",,,,
Acris,crepitans,,,Eastern Cricket Frog,Anura,Anura,Frogs,Cricket Frogs,,"Acris Duméril and Bibron,1841 ","(Baird, 1854)",,,,
Acris,gryllus,,,Southern Cricket Frogs ,Anura,Anura,Frogs,Cricket Frogs,,"Acris Duméril and Bibron,1841 ","(LeConte, 1825)",,,,
Acris,gryllus,dorsalis,,Florida Cricket Frog,Anura,Anura,Frogs,Cricket Frogs,,"Acris Duméril and Bibron,1841 ","(Harlan, 1827)",,,,
Acris,gryllus,gryllus,,Coastal Plain Cricket Frog,Anura,Anura,Frogs,Cricket Frogs,,"Acris Duméril and Bibron,1841 ","(LeConte, 1825)",,,,
Anaxyrus,americanus,,,American Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Hoolbrook, 1836)",,,,
Anaxyrus,americanus,americanus,,Eastern American Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Hoolbrook, 1836)",,,,
Anaxyrus,americanus,charlesmithi,,Dwarf American Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Bragg, 1954)",,,,
Anaxyrus,baxteri,,,Wyoming Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Porter, 1968)",,,,
Anaxyrus,boreas,,,Western Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Baird and Girard, 1852) ",,,,
Anaxyrus,californicus,,,Arroyo Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Camp, 1915)",,,,
Anaxyrus,canorus,,,Yosemite Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Camp, 1916)",,,,
Anaxyrus,cognatus,,,Great Plains Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Say, 1822)",,,,
Anaxyrus,debilis,,,Chihuahuan Green Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Girard, 1854)",,,,
Anaxyrus,debilis,debilis,,Eastern Chihuahuan Green Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Girard, 1854)",,,,
Anaxyrus,debilis,insidior,,Western Chihuahuan Green Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Girard, 1854)",,,,
Anaxyrus,exsul,,,Black Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Myers, 1942)",,,,
Anaxyrus,fowleri,,,Fowler's Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Hinckley, 1882)",,,,
Anaxyrus,hemiophrys,,,Canadian Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Cope, 1886)",,,,
Anaxyrus,houstonensis,,,Houston toad ,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Sanders, 1953)",,,,
Anaxyrus,microscaphus,,,Arizona Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Cope, 1867)",,,,
Anaxyrus,nelsoni,,,Amargosa Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Stejneger, 1893)",,,,
Anaxyrus,punctatus,,,Red-spotted Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Baird and Girard, 1852)",,,,
Anaxyrus,quercicus,,,Oak Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Holbrook, 1840)",,,,
Anaxyrus,retiformis,,,Sonoran Green Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Sanders and Smith, 1951)",,,,
Anaxyrus,speciosus,,,Texas Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Girard, 1854)",,,,
Anaxyrus,terrestris,,,Southern Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Bonnaterre, 1789)",,,,
Anaxyrus,woodhousii,,,Woodhouse's Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Girard, 1854)",,,,
Anaxyrus,woodhousii,australis,,Southwestern Woodhouse's Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Shannon and Lowe, 1955)",,,,
Anaxyrus,woodhousii,woodhousii,,Rocky Mountain Toad,Anura,Anura,Frogs,North American Toads,,"Anaxyrus Tschudi, 1845","(Girard, 1854)",,,,
Ascaphus,montanus,,,Rocky Mountain Tailed Frog,Anura,Anura,Frogs,Tailed Frogs,,"Ascaphus Stejneger, 1899","(Mittleman and Myers, 1949)",,,,
Ascaphus,truei,,,Coastal Tailed Frog,Anura,Anura,Frogs,Tailed Frogs,,"Ascaphus Stejneger, 1899","(Stejneger, 1899)",,,,
Craugastor,augusti,,,Barking Frogs,Anura,Anura,Frogs,Northern Rainfrogs,,"Craugastor Cope, 1862","(Duges, 1879)",,,,
Craugastor,augusti,cactorum,,Western Barking Frogs,Anura,Anura,Frogs,Northern Rainfrogs,,"Craugastor Cope, 1862","(Taylor, 1939 ""1938"")",,,,
Craugastor,augusti,latrans,,Balcones Barking Frog,Anura,Anura,Frogs,Northern Rainfrogs,,"Craugastor Cope, 1862","(Cope, 1880)",,,,
Eleutherodactylus,cystignathoides,,,Rio Grande Chirping Frog,Anura,Anura,Frogs,Rainfrogs,,"Eleutherodactylus Duméril and Bibron, 1841","(Cope, 1877)",,,,
Eleutherodactylus,cystignathoides,campi,,Rio Grande Chirping Frog,Anura,Anura,Frogs,Rainfrogs,,"Eleutherodactylus Duméril and Bibron, 1841","(Stejneger, 1915)",,,,
Eleutherodactylus,guttilatus,,,Spotted Chirping Frog,Anura,Anura,Frogs,Rainfrogs,,"Eleutherodactylus Duméril and Bibron, 1841","(Cope, 1879)",,,,
Eleutherodactylus,marnockii,,,Cliff Chirpng Frog,Anura,Anura,Frogs,Rainfrogs,,"Eleutherodactylus Duméril and Bibron, 1841","(Cope, 1878)",,,,
Gastrophryne,carolinensis,,,Eastern Narrow-mouthed Toad,Anura,Anura,Frogs,North American Narrow-mouthed Toads,,"Gastrophryne Fitzinger, 1843","(Holbrook, 1835)",,,,
Gastrophryne,olivacea,,,Western Narrow-mouthed Toad,Anura,Anura,Frogs,North American Narrow-mouthed Toads,,"Gastrophryne Fitzinger, 1843","(Hallowell, 1856)",,,,
Hyla,andersonii,,,Pine Barrens Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Baird, 1854)",,,,
Hyla,arenicolor,,,Canyon Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Cope, 1866)",,,,
Hyla,avivoca,,,Bird-voiced Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Viosca, 1928)",,,,
Hyla,avivoca,,,Western Bird-voiced Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Viosca, 1928)",,,,
Hyla,avivoca,,,Eastern Bird-voiced Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Neil, 1948)",,,,
Hyla,chrysoscelis,,,Cope's Gray Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Cope, 1880)",,,,
Hyla,cinerea,,,Green Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Schneider, 1799)",,,,
Hyla,femoralis,,,Pine Woods Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Bosc, 1800)",,,,
Hyla,gratiosa,,,Barking Treefrogs,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(LeConte, 1856)",,,,
Hyla,squirella,,,Squirrel Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Bosc, 1800)",,,,
Hyla,versicolor,,,Gray Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(LeConte, 1825)",,,,
Hyla,wrightorum,,,Arizona Treefrog,Anura,Anura,Frogs,Holarctic Treefrogs,,"Hyla Laurenti, 1768","(Taylor, 1939 ""1938"")",,,,
Hypopachus,variolosus,,,Sheep Frog,Anura,Anura,Frogs,Sheep Frogs,,"Hypopachus Keferstein, 1867","(Cope, 1866)",,,,
Incilius,alvarius,,,Sonoran Desert Toad,Anura,Anura,Frogs,Central American Toads,,"Incilius Cope, 1863","(Girard, 1859)",,,,
Incilius,nebulifer,,,Gulf Coast Toad,Anura,Anura,Frogs,Central American Toads,,"Incilius Cope, 1863","(Girard, 1854)",,,,
Leptodactylus,fragilis,,,Mexican White-lipped Frogs,Anura,Anura,Frogs,Neotropical Grass Frogs,,"Leptodactylus Fitzinger, 1826","(Brocchi, 1877)",,,,
Lithobates,areolatus,,,Crawfish Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Baird and Girard, 1852)",,,,
Lithobates,areolatus,areolatus,,Southern Crawfish Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Baird and Girard, 1852)",,,,
Lithobates,areolatus,circulosus,,Northern Crawfish Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Rice and Davis,1878) ",,,,
Lithobates,berlandieri,,,Rio Grande Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Baird, 1859)",,,,
Lithobates,blairi,,,Plains Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Mecham, Littlejohn, Oldham, Brown, and Brown, 1973)",,,,
Lithobates,capito,,,Gopher Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(LeConte, 1855)",,,,
Lithobates,catesbeianus,,,American Bullfrog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Shaw, 1802)",,,,
Lithobates,chiricahuensis,,,Chiricahua Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Platz and Mecham, 1979)",,,,
Lithobates,clamitans,,,Green Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Latreille, 1801)",,,,
Lithobates,fisheri,,,Vegas Valley Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Stejneger, 1893)",,,,
Lithobates,grylio,,,Pig Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Stejneger, 1901)",,,,
Lithobates,heckscheri,,,River Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Wright, 1924)",,,,
Lithobates,okaloosae,,,Florida Bog Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Moler, 1985)",,,,
Lithobates,onca,,,Relict Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Cope, 1875)",,,,
Lithobates,palustris,,,Pickerel Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(LeConte, 1825)",,,,
Lithobates,pipiens,,,Northern Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Schreber, 1782)",,,,
Lithobates,septentrionalis,,,Mink Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Baird, 1854)",,,,
Lithobates,sevosus,,,Dusky Gopher Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Goin and Netting, 1940)",,,,
Lithobates,sphenocephalus,,,Southern Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Cope, 1886)",,,,
Lithobates,sphenocephalus,sphenocephalus,,Florida Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Cope, 1886)",,,,
Lithobates,sphenocephalus,utricularius,,Southern Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Harlan, 1825)",,,,
Lithobates,sylvaticus,,,Wood Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(LeConte, 1825)",,,,
Lithobates,tarahumarae,,,Tarahumara Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Boulenger, 1917)",,,,
Lithobates,virgatipes,,,Carpenter Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Cope, 1891)",,,,
Lithobates,yavapaiensis,,,Lowland Leopard Frog,Anura,Anura,Frogs,American Water Frogs,,"Lithobates Fitzinger, 1843","(Platz and Frost, 1984)",,,,
Pseudacris,brachyphona,,,Mountain Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Cope, 1889)",,,,
Pseudacris,brimleyi,,,Brimley's Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Brandt and Walker, 1933)",,,,
Pseudacris,cadaverina,,,California Treefrog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Cope, 1866)",,,,
Pseudacris,clarkii,,,Spotted Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Baird, 1854)",,,,
Pseudacris,crucifer,,,Spring Peeper,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Wied-Neuwied, 1838)",,,,
Pseudacris,feriarum,,,Upland Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Baird, 1854)",,,,
Pseudacris,fouquettei,,,Cajun Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Lemmon, Lemmon, Collins, and Cannatella, 2008)",,,,
Pseudacris,hypochondriaca,,,Baja California Treefrog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Hallowell, 1854)",,,,
Pseudacris,illinoensis,,,Illinois Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Smith, 1951)",,,,
Pseudacris,kalmi,,,New Jersey Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Harper, 1955)",,,,
Pseudacris,maculata,,,Boreal Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Agassiz, 1850)",,,,
Pseudacris,nigrita,,,Southern Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(LeConte, 1825)",,,,
Pseudacris,ocularis,,,Little Grass Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Bosc and Daudin, 1801)",,,,
Pseudacris,ornata,,,Ornate Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Holbrook, 1836)",,,,
Pseudacris,regilla,,,Pacific Treefrog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Baird and Girard, 1852)",,,,
Pseudacris,sierra,,,Sierran Treefrog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Jameson, Mackey, and Richmond, 1966)",,,,
Pseudacris,streckeri,,,Strecker's Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Wright and Wright, 1933)",,,,
Pseudacris,triseriata,,,Western Chorus Frog,Anura,Anura,Frogs,Chorus Frogs,,"Pseudacris Fitzinger, 1843","(Wied-Neuwied, 1838)",,,,
Rana,aurora,,,Northern Red-legged Frog,Anura,Anura,Frogs,Brown Frogs,,"Rana Linnaeus, 1758","(Baird and Girard, 1852)",,,,
Rana,boylii,,,Foothill Yellow-legged Frog,Anura,Anura,Frogs,Brown Frogs,,"Rana Linnaeus, 1758","(Baird, 1854)",,,,
Rana,cascadae,,,Cascades Frog,Anura,Anura,Frogs,Brown Frogs,,"Rana Linnaeus, 1758","(Slater, 1939)",,,,
Rana,draytonii,,,California Red-legged Frog,Anura,Anura,Frogs,Brown Frogs,,"Rana Linnaeus, 1758","(Baird and Girard, 1852)",,,,
Rana,luteiventris,,,Columbia Spotted Frog,Anura,Anura,Frogs,Brown Frogs,,"Rana Linnaeus, 1758","(Thompson, 1913)",,,,
Rana,muscosa,,,Southern Mountain Yellow-legged Frog,Anura,Anura,Frogs,Brown Frogs,,"Rana Linnaeus, 1758","(Camp, 1917)",,,,
Rana,pretiosa,,,Oregon Spotted Frog,Anura,Anura,Frogs,Brown Frogs,,"Rana Linnaeus, 1758","(Baird and Girard, 1853)",,,,
Rana,sierrae,,,Sierra Nevada Yellow-legged Frog,Anura,Anura,Frogs,Brown Frogs,,"Rana Linnaeus, 1758","(Camp, 1917)",,,,
Rhinella,marina,,,Cane Toad,Anura,Anura,Frogs,South American Toads,,"Rhinella Fitzinger, 1826","(Linnaeus, 1758)",,,,
Rhinophrynus,dorsalis,,,Burrowing Toad,Anura,Anura,Frogs,Burrowing Toads,,"Rhinophrynus Duméril and Bibron, 1841","(Duméril and Bibron, 1841)",,,,
Scaphiopus,couchii,,,Couch's Spadefoot,Anura,Anura,Frogs,North American Spadefoots,,"Scaphiopus Holbrook, 1836","(Baird, 1854)",,,,
Scaphiopus,holbrookii,,,Eastern Spadefoot,Anura,Anura,Frogs,North American Spadefoots,,"Scaphiopus Holbrook, 1836","(Harlan, 1835)",,,,
Scaphiopus,hurterii,,,Hurter's Spadefoot,Anura,Anura,Frogs,North American Spadefoots,,"Scaphiopus Holbrook, 1836","(Strecker, 1910)",,,,
Smilisca,baudinii,,,Mexican Treefrog,Anura,Anura,Frogs,Mexican Treefrogs,,"Smilisca Cope, 1865","(Duméril and Bibron, 1841)",,,,
Smilisca,fodiens,,,Lowland Burrowing Treefrog,Anura,Anura,Frogs,Mexican Treefrogs,,"Smilisca Cope, 1865","(Boulenger, 1882)",,,,
Spea,bombifrons,,,Plains Spadefoot,Anura,Anura,Frogs,Western Spadefoots ,,"Spea Cope, 1866","(Cope, 1863)",,,,
Spea,hammondii,,,Western Spadefoot,Anura,Anura,Frogs,Western Spadefoots ,,"Spea Cope, 1866","(Baird, 1859 ""1857"")",,,,
Spea,intermonata,,,Great Basin Spadefoot,Anura,Anura,Frogs,Western Spadefoots ,,"Spea Cope, 1866","(Cope, 1863)",,,,
Spea,multiplicata,,,Mexican Spadefoot,Anura,Anura,Frogs,Western Spadefoots ,,"Spea Cope, 1866","(Cope, 1863)",,,,
Anniella,alexanderae,,,Temblor Legless Lizard,Squamata ,Squamata ,Lizards,California Legless Lizards,,"Anniella Gray, 1852","(Papenfuss and Parham, 2013)",,,,
Anniella,campi,,,Big Spring Legless Lizard,Squamata ,Squamata ,Lizards,California Legless Lizards,,"Anniella Gray, 1852","(Papenfuss and Parham, 2013)",,,,
Anniella,grinnelli,,,Bakersfield Legless Lizard ,Squamata ,Squamata ,Lizards,California Legless Lizards,,"Anniella Gray, 1852","(Papenfuss and Parham, 2013)",,,,
Anniella,pulchra,,,Northern Legless Lizard ,Squamata ,Squamata ,Lizards,California Legless Lizards,,"Anniella Gray, 1852","(Gray, 1852)",,,,
Anniella,stebbinsi,,,San Diegan Legless Lizard,Squamata ,Squamata ,Lizards,California Legless Lizards,,"Anniella Gray, 1852","(Papenfuss and Parham, 2013)",,,,
Anolis,carolinensis,,,Green Anole,Squamata ,Squamata ,Lizards,Anoles,,"Anolis Daudin, 1802 ","(Voigt, 1832)",,,,
Anolis,carolinensis,carolinensis,,Northern Green Anole,Squamata ,Squamata ,Lizards,Anoles,,"Anolis Daudin, 1802 ","(Voigt, 1832)",,,,
Anolis,carolinensis,seminolus,,Southern Green Anole,Squamata ,Squamata ,Lizards,Anoles,,"Anolis Daudin, 1802 ","(Vance, 1991)",,,,
Anolis (Ctenotus),distichus,,,Bark Anole,Squamata ,Squamata ,Lizards,Anoles,,"Anolis Daudin, 1802 ","(Cope, 1861)",,,,
Aspidoscelis,arizonae,,,Arizona Striped Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Van Denburgh, 1896)",,,,
Aspidoscelis,exsanguis,,,Chihuahuan Spotted Whiptail (unisexual),Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Lowe, 1956)",,,,
Aspidoscelis,flagellicauda,,,Gila Spotted whiptail (unisexual),Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Lowe and Wright, 1964)",,,,
Aspidoscelis,gularis,,,Common spotted Whiptail,Squamata ,Squamata ,Lizards,Whiptails,,"Aspidoscelis Fitzinger, 1843","(Baird and Girard, 1852)",,,,
