"genus","species","subspecies","deprecated_scientific","common_name","linnean_order","major_type","major_common_type","major_subtype","minor_type","genus_authority","species_authority","authority_year","image","notes",""
"Thamnophis","sirtalis","infernalis","","California Red-sided Gartersnake","Squamata","Squamata","Snakes","North American Gartersnakes","","Fitzinger","Blainville","{""1843"": ""1835""}","","",""
"Thamnophis","sirtalis","pallidus","","Maritime Gartersnake","Squamata","Squamata","Snakes","North American Gartersnakes","","Fitzinger","Allen","{""1843"": ""1899""}","","",""
"Thamnophis","sirtalis","parietalis","","Red-sided Gartersnake","Squamata","Squamata","Snakes","North American Gartersnakes","","Fitzinger","Say","{""1843"": ""1823""}","","",""
"Thamnophis","sirtalis","pickeringii","","Puget Sound Gartersnake","Squamata","Squamata","Snakes","North American Gartersnakes","","Fitzinger","Baird and Girard","{""1843"": ""1853""}","","",""
"Thamnophis","sirtalis","samifasciatus","","Chicago Gartersnake","Squamata","Squamata","Snakes","North American Gartersnakes","","Fitzinger","Cope","{""1843"": ""1892""}","","",""
"Thamnophis","sirtalis","similis","","Blue-stripped Gartersnake","Squamata","Squamata","Snakes","North American Gartersnakes","","Fitzinger","Rossman","{""1843"": ""1965""}","","",""
"Thamnophis","sirtalis","sirtalis","","Eastern Gartersnake","Squamata","Squamata","Snakes","North American Gartersnakes","","Fitzinger","Linnaeus","{""1843"": ""1758""}","","",""
"Thamnophis","sirtalis","tetrataenia","","San Fracisco Gartersnake","Squamata","Squamata","Snakes","North American Gartersnakes","","Fitzinger","Cope","{""1843"": ""1892""}","","",""
"Trimorphodon","lambda","","","Sonoran Lyresnake","Squamata","Squamata","Snakes","Lyresnakes","","Cope","Cope","{""1861"": ""1866""}","","",""
"Trimorphodon","lyrophanes","","","California Lyresnake","Squamata","Squamata","Snakes","Lyresnakes","","Cope","Cope","{""1861"": ""1860""}","","",""
"Trimorphodon","vilkinsonii","","","Texas Lyresnake","Squamata","Squamata","Snakes","Lyresnakes","","Cope","Cope","{""1861"": ""1886""}","","",""
"Tropidoclodion ","lineatum","","","Lined Snake","Squamata","Squamata","Snakes","Lined Snakes","","Cope","Hallowell","{""1860"": ""1856""}","","",""
"Virginia","valeriae","","","Smooth Earthsnake","Squamata","Squamata"," Snake","Smooth Earthsnakes","","Baird and Girard","Baird and Girard","{""1853"": ""1853""}","","",""
"Virginia","valeriae","elegans","","Western Smooth Snake","Squamata","Squamata","Snakes","Smooth Earthsnakes","","Baird and Girard","Kennicott","{""1853"": ""1859""}","","",""
"Virginia","valeriae","valeriae","","Eastern Smooth Earthsnake","Squamata","Squamata","Snakes","Smooth Earthsnakes","","Baird and Girard","Baird and Girard","{""1853"": ""1853""}","","",""
"Virginia","valeriae","pulchra","","Mountain Earthsnake","Squamata","Squamata","Snakes","Smooth Earthsnakes","","Baird and Girard","Richmond","{""1853"": ""1954""}","","",""
"","","","","","","","","","","","","{"""": """"}","","",""
"Ambystoma","annulatum","","","Ringed Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Cope","{""1838"": ""1886""}","","",""
"Ambystoma","barbouri","","","Streamside Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Kraus and pentaka","{""1838"": ""1989""}","","",""
"Ambystoma","bishopi","","","Reticulated Flatwoods Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Goin","{""1838"": ""1950""}","","",""
"Ambystoma","californiense","","","California Tiger Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Gray","{""1838"": ""1853""}","","",""
"Ambystoma","cingulatum","","","Frosted Flatwood Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Cope","{""1838"": ""1868""}","","",""
"Ambystoma","gracile","","","Northwestern Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Baird","{""1838"": ""1859""}","","",""
"Ambystoma","jeffersonianum","","","Jefferson Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Green","{""1838"": ""1827""}","","",""
"Ambystoma","laterale","","","Blue-spotted Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Hallowell","{""1838"": ""1856""}","","",""
"Ambystoma","mabeei","","","Maybee's Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Bishop","{""1838"": ""1928""}","","",""
"Ambystoma","macrodactylum","","","Long-toed Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Baird","{""1838"": ""1850""}","","",""
"Ambystoma","macrodactylum","columbianum","","Eastern Long-toed Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Ferguson","{""1838"": ""1961""}","","",""
"Ambystoma","macrodactylum","crocetum","","Santa Cruz Long-toed Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Russel and Anderson","{""1838"": ""1956""}","","",""
"Ambystoma","macrodactylum","krausei","","Northern Long-toed Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Peters","{""1838"": ""1882""}","","",""
"Ambystoma","macrodactylum","macrodactylum","","Western Long-toed Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Baird","{""1838"": ""1850""}","","",""
"Ambystoma","macrodactylum","sigillatum","","Southern Long-toed Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Ferguson","{""1838"": ""1961""}","","",""
"Ambystoma","maculatum","","","Spotted Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Shaw","{""1838"": ""1802""}","","",""
"Ambystoma","mavortium","","","Western Tiger Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Baird","{""1838"": ""1850 \""1849""}","","",""
"Ambystoma","mavortium","diaboli","","Gray Tiger Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Dunn","{""1838"": ""1940""}","","",""
"Ambystoma","mavortium","melanosticum","","Blotched Tiger Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Baird","{""1838"": ""1860""}","","",""
"Ambystoma","mavortium","mavortium","","Barred Tiger Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Baird","{""1838"": ""1850 \""1849\""""}","","",""
"Ambystoma","mavortium","nebulosum","","Arizona Tiger Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Hallowell","{""1838"": ""1853""}","","",""
"Ambystoma","mavortium","stebbinisi","","Sonoran Tiger Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Lowe","{""1838"": ""1954""}","","",""
"Ambystoma","opacum","","","Marbled Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Gravenhorst","{""1838"": ""1807""}","","",""
"Ambystoma","talpoideum","","","Mole Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Holbrook","{""1838"": ""1838""}","","",""
"Ambystoma","texanum","","","Small-mouthed Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Matthes","{""1838"": ""1855""}","","",""
"Ambystoma","tigrinum","","","Eastern Tiger Salamander","Caudata","Caudata","Salamanders","Mole Salamanders","","Tschudi","Green","{""1838"": ""1825""}","","",""
"Amphiuma","means","","","Two-toed Amphiuma","Caudata","Caudata","Salamanders","Amphiuma","","Garden","Garden","{""1821"": ""1821""}","","",""
"Amphiuma","pholeter","","","One-toed Amphiuma","Caudata","Caudata","Salamanders","Amphiuma","","Garden","Neill","{""1821"": ""1964""}","","",""
"Amphiuma","tridactylum","","","Three-toed Amphiuma","Caudata","Caudata","Salamanders","Amphiuma","","Garden","Cuvier","{""1821"": ""1827""}","","",""
"Aneides","aeneus","","","Green Salamander","Caudata","Caudata","Salamanders","Climbing Salamanders","","Baird","Cope and Packard","{""1851"": ""1881""}","","",""
"Aneides","ferreus","","","Clouded Salamander","Caudata","Caudata","Salamanders","Climbing Salamanders","","Baird","Cope","{""1851"": ""1869""}","","",""
"Aneides","flavipunctatus","","","Black Salamander","Caudata","Caudata","Salamanders","Climbing Salamanders","","Baird","Strauch","{""1851"": ""1870""}","","",""
"Aneides","flavipunctatus","flavipunctatus","","Speckled Black Salamander","Caudata","Caudata","Salamanders","Climbing Salamanders","","Baird","Strauch","{""1851"": ""1870""}","","",""
"Aneides","flavipunctatus","niger","","Santa Cruz Black Salamander","Caudata","Caudata","Salamanders","Climbing Salamanders","","Baird","Myers and Maslin","{""1851"": ""1948""}","","",""
"Aneides","hardii","","","Sacramento Mountain Salamander","Caudata","Caudata","Salamanders","Climbing Salamanders","","Baird","Taylor","{""1851"": ""1941""}","","",""
"Aneides","lugubris","","","Arboreal Salamander","Caudata","Caudata","Salamanders","Climbing Salamanders","","Baird","Hallowell","{""1851"": ""1849""}","","",""
"Aneides","vagrans","","","Wandering Salamander","Caudata","Caudata","Salamanders","Climbing Salamanders","","Baird","Wake and Jackman","{""1851"": ""1999""}","","",""
"Batrachoseps","altasierrae","","","Greenhorn Mountains Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Martinez-Solano, Hansen and Wake","{""1839"": ""1012""}","","",""
"Batrachoseps","attenuatus","","","California Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Eschcholtz","{""1839"": ""1833""}","","",""
"Batrachoseps","bramei","","","Fairview Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Yanev, and Wake","{""1839"": ""2012""}","","",""
"Batrachoseps","campi","","","Inyo Mountain Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Marlow, Brode and Wake","{""1839"": ""1979""}","","",""
"Batrachoseps","diabolicus","","","Hell Hollow Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Yanev, and Wake","{""1839"": ""1998""}","","",""
"Batrachoseps","gabrieli","","","San Gabriel Mountains Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Wake","{""1839"": ""1996""}","","",""
"Batrachoseps","gavilanensis","","","Gabilan Mountains Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Yanev, and Wake","{""1839"": ""2001""}","","",""
"Batrachoseps","gregarius","","","Gregarious Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Yanev, and Wake","{""1839"": ""1998""}","","",""
"Batrachoseps","incognitis","","","San Simeon Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Yanev, and Wake","{""1839"": ""2001""}","","",""
"Batrachoseps","kawia","","","Sequoia Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Yanev, and Wake","{""1839"": ""1998""}","","",""
"Batrachoseps","luciae","","","Santa Lucia Mountain Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Yanev, and Wake","{""1839"": ""2001""}","","",""
"Batrachoseps","major","","","Southern California Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Camp","{""1839"": ""1915""}","","",""
"Batrachoseps","major","aridus","","Desert Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Brame","{""1839"": ""1970""}","","",""
"Batrachoseps","major","major","","Garden Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Camp","{""1839"": ""1915""}","","",""
"Batrachoseps","minor","","","Lesser Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Yanev, and Wake","{""1839"": ""2001""}","","",""
"Batrachoseps","nigriventris","","","Black- bellied Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Cope","{""1839"": ""1869""}","","",""
"Batrachoseps","pacificus","","","Channel IslandsSlender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Cope","{""1839"": ""1865""}","","",""
"Batrachoseps","regius","","","Kings River Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Jockusch, Yanev, and Wake","{""1839"": ""1998""}","","",""
"Batrachoseps","relictus","","","Relictual Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Brame and Murray","{""1839"": ""1968""}","","",""
"Batrachoseps","robustus","","","Kern Plateau Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Wake and Jackman","{""1839"": ""2002""}","","",""
"Batrachoseps","simatus","","","Kern Canyon Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Brame and Murray","{""1839"": ""1968""}","","",""
"Batrachoseps","stebbinsi","","","Tehachapi Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Brame and Murray","{""1839"": ""1968""}","","",""
"Batrachoseps","wrighti","","","Oregon Slender Salamander","Caudata","Caudata","Salamanders","Slender Salamanders","","Bonaparte","Bishop","{""1839"": ""1937""}","","",""
"Cryptobranchus","alleganiensis","","","Hellbender","Caudata","Caudata","Salamanders","Hellbenders","","Leuckart","Daudin","{""1821"": ""1803""}","","",""
"Cryptobranchus","alleganiensis","alleganiensis","","Eastern Hellbender","Caudata","Caudata","Salamanders","Hellbenders","","Leuckart","Daudin","{""1821"": ""1803""}","","",""
"Cryptobranchus","alleganiensis","bishopi","","Ozark Hellbender","Caudata","Caudata","Salamanders","Hellbenders","","Leuckart","Grobman","{""1821"": ""1943""}","","",""
"Desmognathus","abditus ","","","Cumberland Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Anderson and Tilley","{""1850"": ""2003""}","","",""
"Desmognathus","aeneus","","","Seepage Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Brown and Bishop","{""1850"": ""1947""}","","",""
"Desmognathus","apalachicolae","","","Apalachiola Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Means and Karlin","{""1850"": ""1989""}","","",""
"Desmognathus","auriculatus","","","Southern Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Holbrook","{""1850"": ""1838""}","","",""
"Desmognathus","brimleyorum","","","Ouachita Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Stejneger","{""1850"": ""1895""}","","",""
"Desmognathus","carolinensis","","","Carolina Mountain Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Dunn","{""1850"": ""1916""}","","",""
"Desmognathus","conanti","","","Spotted Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Rossman","{""1850"": ""1958""}","","",""
"Desmognathus","folkertsi","","","Dwarf Black-bellied Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Camp, Tilley, Austin, and Marshall","{""1850"": ""2002""}","","",""
"Desmognathus","fuscus","","","Northern Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Rafinesque","{""1850"": ""1820""}","","",""
"Desmognathus","imitator","","","Imitator Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Dunn","{""1850"": ""1927""}","","",""
"Desmognathus","marmoratus","","","Shovel-nosed Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Moore","{""1850"": ""1899""}","","",""
"Desmognathus","monticola","","","Seal Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Dunn","{""1850"": ""1916""}","","",""
"Desmognathus","ochrophaeus","",""," Allegheny Mountains Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Cope","{""1850"": ""1859""}","","",""
"Desmognathus","ocoee","","","Ocoee Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Nicholls","{""1850"": ""1949""}","","",""
"Desmognathus","orestes","","","Blue Ridge Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Tilley and Manhoney","{""1850"": ""1996""}","","",""
"Desmognathus","organi","","","Northern Pygmy Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Crespi, Brown, and Rissler","{""1850"": ""2010""}","","",""
"Desmognathus","planiceps","","","Flat-Headed Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Newman","{""1850"": ""1955""}","","",""
"Desmognathus","quadramaculatus","","","Black-bellied Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Holbrook","{""1850"": ""1840""}","","",""
"Desmognathus","santeetlah","","","Santeetlah Dusky Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Tilley","{""1850"": ""1981""}","","",""
"Desmognathus","welteri","","","Black Mountain Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","Barbour","{""1850"": ""1950""}","","",""
"Desmognathus","wrighti","","","Pygmy Salamander","Caudata","Caudata","Salamanders","Dusky Salamanders","","Baird","King","{""1850"": ""1936""}","","",""
"Ensatina","eschscholtzii","","","Ensatina","Caudata","Caudata","Salamanders","Ensatinas","","Gray","Gray","{""1850"": ""1850""}","","",""
"Ensatina","eschscholtzii","croceater","","Yellow-blotched Ensatina","Caudata","Caudata","Salamanders","Ensatinas","","Gray","Cope","{""1850"": ""1868""}","","",""
"Ensatina","eschscholtzii","eschscholtzii","","Monterey Ensatina","Caudata","Caudata","Salamanders","Ensatinas","","Gray","Gray","{""1850"": ""1850""}","","",""
"Ensatina","eschscholtzii","klauberi","","Large-blotched Ensatina","Caudata","Caudata","Salamanders","Ensatinas","","Gray","Dunn","{""1850"": ""1929""}","","",""
"Ensatina","eschscholtzii","oregonensis","","Oregon Ensatina","Caudata","Caudata","Salamanders","Ensatinas","","Gray","Girard","{""1850"": ""1865""}","","",""
"Ensatina","eschscholtzii","picta","","Painted Ensatina","Caudata","Caudata","Salamanders","Ensatinas","","Gray","Wood","{""1850"": ""1940""}","","",""
"Ensatina","eschscholtzii","platensis","","Sierra Nevada Ensatina","Caudata","Caudata","Salamanders","Ensatinas","","Gray","Jimenez de al Espada","{""1850"": ""1875""}","","",""
"Ensatina","eschscholtzii","xanthoptica","","Yellow- eyed Ensatina","Caudata","Caudata","Salamanders","Ensatinas","","Gray","Stebbins","{""1850"": ""1949""}","","",""
"Eurycea","aquantica","","","Brown-backed Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Rose and Bush","{""1822"": ""1863""}","","",""
"Eurycea","bislineata","","","Northern Two-lined Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Green","{""1822"": ""1818""}","","",""
"Eurycea","chamberlaini","","","Chamberlain's Dwarf Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Harrison and Guttman","{""1822"": ""2003""}","","",""
"Eurycea","chisholmensis","","","Salado Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Chippindale, Price, Wiens, and Hilis","{""1822"": ""2000""}","","",""
"Eurycea","cirrigera","","","Southern Two-lined Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Green","{""1822"": ""1831""}","","",""
"Eurycea","guttolineata","","","Three-lined Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Holbrook","{""1822"": ""1838""}","","",""
"Eurycea","junaluska","","","Junaluska Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Sever, Dundee and Sullivan","{""1822"": ""1976""}","","",""
"Eurycea","latitans","","","Cascade Caverns Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Smith and Potter","{""1822"": ""1946""}","","",""
"Eurycea","longicauda","","","Long-tailed Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Green","{""1822"": ""1818""}","","",""
"Eurycea","longicauda","longicauda","","Eztern Long-tailed Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Green","{""1822"": ""1818""}","","",""
"Eurycea","longicauda","melanopleura","","Dark-sided Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Cope","{""1822"": ""1894""}","","",""
"Eurycea","lucifuga","","","Cave Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Rafinesque","{""1822"": ""1822""}","","",""
"Eurycea","multiplicata","","","Many-ribbed Salamader","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Cope","{""1822"": ""1822""}","","",""
"Eurycea","nana","","","San Marcos Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Bishop","{""1822"": ""1941""}","","",""
"Eurycea","naufragia","","","Georgetown Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Chippindale, Price, Wiens, and Hilis","{""1822"": ""2000""}","","",""
"Eurycea","neotenes","","","Texas Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Bishop and Wright","{""1822"": ""1937""}","","",""
"Eurycea","pterophila","","","Fern Bank Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Burger, Smith, and Potter","{""1822"": ""1950""}","","",""
"Eurycea","quadrigitata","","","Dwarf Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Holbrook","{""1822"": ""1842""}","","",""
"Eurycea","rathbuni","","","Texas Blind Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Stejneger","{""1822"": ""1896""}","","",""
"Eurycea","robusta","","","Blanco Bind Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Longley","{""1822"": ""1978""}","","",""
"Eurycea","sosorum","","","Barton Springs Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Chippindale, Price, and Hilis","{""1822"": ""1993""}","","",""
"Eurycea","subfluvicola","","","Ouachita Streambed Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Steffen, Irwin, Blair, and Bonett","{""1822"": ""2014""}","","",""
"Eurycea","spelaea","","","Grotto Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Stejneger","{""1822"": ""1892""}","","",""
"Eurycea","tonkawae","","","Jollyville Plateau Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Chippindale, Price, Wiens, and Hillis","{""1822"": ""2000""}","","",""
"Eurycea","tridentifera","","","Cormal Blind Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Mitchell and Reddell","{""1822"": ""1965""}","","",""
"Eurycea","troglodytes","","","Valdina Farms Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Baker","{""1822"": ""1957""}","","",""
"Eurycea","tynerensis","","","Oklahoma Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Moore and Hughes","{""1822"": ""1939""}","","",""
"Eurycea","wallacei","","","Georgia Blind Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Carr","{""1822"": ""1939""}","","",""
"Eurycea","waterlooensis","","","Austin Bling Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Hillis, Chamberlain, Wilcox, and Chippindale","{""1822"": ""2001""}","","",""
"Eurycea","wilderae","","","Blue Ridge Two-lined Salamander","Caudata","Caudata","Salamanders","Brook Salamanders","","Rafinesque","Dunn","{""1822"": ""1920""}","","",""
"Gyrinophilus","gulolineatus","","","Berry Cave Salamander ","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","Brandon","{""1869"": ""1965""}","","",""
"Gyrinophilus","palleucus","","","Tennessee Cave Salamander","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","McCrady","{""1869"": ""1954""}","","",""
"Gyrinophilus","palleucus","necturoides","","Big Mouth Cave Salamander","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","Lazell and Brandon","{""1869"": ""1962""}","","",""
"Gyrinophilus","palleucus","palleucus","","Pale Salamander","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","McCrady","{""1869"": ""1954""}","","",""
"Gyrinophilus","porphyriticus","","","Spring Salamander","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","Green","{""1869"": ""1827""}","","",""
"Gyrinophilus","porphyriticus","danielsi","","Blue Ridge Spring Salamander","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","Blatchley","{""1869"": ""1901""}","","",""
"Gyrinophilus","porphyriticus","dunni","","Carolina Spring Salamander","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","Mittleman and Jopson","{""1869"": ""1941""}","","",""
"Gyrinophilus","porphyriticus","duryi","","Kentucky Spring Salamander","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","Weller","{""1869"": ""1930""}","","",""
"Gyrinophilus","porphyriticus","porphyriticus","","Northern Spring Salamander","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","Green","{""1869"": ""1827""}","","",""
"Gyrinophilus","subterraneus","","","West Virginia Salamander ","Caudata","Caudata","Salamanders","Spring Salamander","","Cope","Besharse and Holsinger","{""1869"": ""1977""}","","",""
"Hemidactylium","scutatum","","","Four-toed Salamander","Caudata","Caudata","Salamanders","Four Toed Salamanders","","Tschudi","Temminck and Schlegel in Von Siebold","{""1838"": ""1838""}","","",""
"Hydromantes","brunus","","","Limestone Salamander","Caudata","Caudata","Salamanders","Web-toed Salamander","","Gistel","Gorman","{""1848"": ""1954""}","","",""
"Hydromantes","platycephalus","","","Mount Lyell Salamander","Caudata","Caudata","Salamanders","Web-toed Salamander","","Gistel","Camp","{""1848"": ""1916""}","","",""
"Hydromantes","shastae","","","Shasta Salamander","Caudata","Caudata","Salamanders","Web-toed Salamander","","Gistel","Gorman and Camp","{""1848"": ""1953""}","","",""
"Necturus","alabamensis","","","Black Warrior River Waterdog","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Viosca","{""1819"": ""1937""}","","",""
"Necturus","beyeri","","","Gulf Coast Waterdog","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Viosca","{""1819"": ""1937""}","","",""
"Necturus","lewisi","","","Neuse River Waterdog","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Brimley","{""1819"": ""1924""}","","",""
"Necturus","maculosus","","","Mudpuppy","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Rafinesque","{""1819"": ""181""}","","",""
"Necturus","maculosus","maculosus","","Common Mudpuppy","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Rafinesque","{""1819"": ""1818""}","","",""
"Necturus","maculosus","louisianensis","","Red River Mudpuppy","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Viosca","{""1819"": ""1938""}","","",""
"Necturus","punctatus","","","Dwarf waterdog","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Gibbes","{""1819"": ""1850""}","","",""
"Notophthalmus","meridinalis","","","Black-Spotted Newt","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Cope","{""1820"": ""1880""}","","",""
"Notophthalmus","meridinalis","meridionalis","","Texas Black-spotted Newt","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Cope","{""1820"": ""1880""}","","",""
"Notophthalmus","perstriatus","","","Striped Newt","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Bishop","{""1820"": ""1941""}","","",""
"Notophthalmus","viridescens","","","Eastern Newt","Caudata","Caudata","Salamanders","Waterdogs and Mudpuppies","","Rafinesque","Rafinesque","{""1820"": ""1820""}","","",""
