"genus","species","subspecies","deprecated_scientific","common_name","linnean_order","major_type","major_common_type","major_subtype","minor_type","genus_authority","species_authority","authority_year","image","notes",""
"Pseudacris","brimleyi","","","Brimley's Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Brandt and Walker","{""1843"": ""1933""}","","",""
"Pseudacris","cadaverina","","","California Treefrog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Cope","{""1843"": ""1866""}","","",""
"Pseudacris","clarkii","","","Spotted Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Baird","{""1843"": ""1854""}","","",""
"Pseudacris","crucifer","","","Spring Peeper","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Wied-Neuwied","{""1843"": ""1838""}","","",""
"Pseudacris","feriarum","","","Upland Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Baird","{""1843"": ""1854""}","","",""
"Pseudacris","fouquettei","","","Cajun Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Lemmon, Lemmon, Collins, and Cannatella","{""1843"": ""2008""}","","",""
"Pseudacris","hypochondriaca","","","Baja California Treefrog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Hallowell","{""1843"": ""1854""}","","",""
"Pseudacris","illinoensis","","","Illinois Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Smith","{""1843"": ""1951""}","","",""
"Pseudacris","kalmi","","","New Jersey Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Harper","{""1843"": ""1955""}","","",""
"Pseudacris","maculata","","","Boreal Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Agassiz","{""1843"": ""1850""}","","",""
"Pseudacris","nigrita","","","Southern Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","LeConte","{""1843"": ""1825""}","","",""
"Pseudacris","ocularis","","","Little Grass Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Bosc and Daudin","{""1843"": ""1801""}","","",""
"Pseudacris","ornata","","","Ornate Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Holbrook","{""1843"": ""1836""}","","",""
"Pseudacris","regilla","","","Pacific Treefrog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Baird and Girard","{""1843"": ""1852""}","","",""
"Pseudacris","sierra","","","Sierran Treefrog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Jameson, Mackey, and Richmond","{""1843"": ""1966""}","","",""
"Pseudacris","streckeri","","","Strecker's Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Wright and Wright","{""1843"": ""1933""}","","",""
"Pseudacris","triseriata","","","Western Chorus Frog","Anura","Anura","Frogs","Chorus Frogs","","Fitzinger","Wied-Neuwied","{""1843"": ""1838""}","","",""
"Rana","aurora","","","Northern Red-legged Frog","Anura","Anura","Frogs","Brown Frogs","","Linnaeus","Baird and Girard","{""1758"": ""1852""}","","",""
"Rana","boylii","","","Foothill Yellow-legged Frog","Anura","Anura","Frogs","Brown Frogs","","Linnaeus","Baird","{""1758"": ""1854""}","","",""
"Rana","cascadae","","","Cascades Frog","Anura","Anura","Frogs","Brown Frogs","","Linnaeus","Slater","{""1758"": ""1939""}","","",""
"Rana","draytonii","","","California Red-legged Frog","Anura","Anura","Frogs","Brown Frogs","","Linnaeus","Baird and Girard","{""1758"": ""1852""}","","",""
"Rana","luteiventris","","","Columbia Spotted Frog","Anura","Anura","Frogs","Brown Frogs","","Linnaeus","Thompson","{""1758"": ""1913""}","","",""
"Rana","muscosa","","","Southern Mountain Yellow-legged Frog","Anura","Anura","Frogs","Brown Frogs","","Linnaeus","Camp","{""1758"": ""1917""}","","",""
"Rana","pretiosa","","","Oregon Spotted Frog","Anura","Anura","Frogs","Brown Frogs","","Linnaeus","Baird and Girard","{""1758"": ""1853""}","","",""
"Rana","sierrae","","","Sierra Nevada Yellow-legged Frog","Anura","Anura","Frogs","Brown Frogs","","Linnaeus","Camp","{""1758"": ""1917""}","","",""
"Rhinella","marina","","","Cane Toad","Anura","Anura","Frogs","South American Toads","","Fitzinger","Linnaeus","{""1826"": ""1758""}","","",""
"Rhinophrynus","dorsalis","","","Burrowing Toad","Anura","Anura","Frogs","Burrowing Toads","","Duméril and Bibron","Duméril and Bibron","{""1841"": ""1841""}","","",""
"Scaphiopus","couchii","","","Couch's Spadefoot","Anura","Anura","Frogs","North American Spadefoots","","Holbrook","Baird","{""1836"": ""1854""}","","",""
"Scaphiopus","holbrookii","","","Eastern Spadefoot","Anura","Anura","Frogs","North American Spadefoots","","Holbrook","Harlan","{""1836"": ""1835""}","","",""
"Scaphiopus","hurterii","","","Hurter's Spadefoot","Anura","Anura","Frogs","North American Spadefoots","","Holbrook","Strecker","{""1836"": ""1910""}","","",""
"Smilisca","baudinii","","","Mexican Treefrog","Anura","Anura","Frogs","Mexican Treefrogs","","Cope","Duméril and Bibron","{""1865"": ""1841""}","","",""
"Smilisca","fodiens","","","Lowland Burrowing Treefrog","Anura","Anura","Frogs","Mexican Treefrogs","","Cope","Boulenger","{""1865"": ""1882""}","","",""
"Spea","bombifrons","","","Plains Spadefoot","Anura","Anura","Frogs","Western Spadefoots ","","Cope","Cope","{""1866"": ""1863""}","","",""
"Spea","hammondii","","","Western Spadefoot","Anura","Anura","Frogs","Western Spadefoots ","","Cope","Baird","{""1866"": ""1859 \""1857\""""}","","",""
"Spea","intermonata","","","Great Basin Spadefoot","Anura","Anura","Frogs","Western Spadefoots ","","Cope","Cope","{""1866"": ""1863""}","","",""
"Spea","multiplicata","","","Mexican Spadefoot","Anura","Anura","Frogs","Western Spadefoots ","","Cope","Cope","{""1866"": ""1863""}","","",""
"Anniella","alexanderae","","","Temblor Legless Lizard","Squamata ","Squamata ","Lizards","California Legless Lizards","","Gray","Papenfuss and Parham","{""1852"": ""2013""}","","",""
"Anniella","campi","","","Big Spring Legless Lizard","Squamata ","Squamata ","Lizards","California Legless Lizards","","Gray","Papenfuss and Parham","{""1852"": ""2013""}","","",""
"Anniella","grinnelli","","","Bakersfield Legless Lizard ","Squamata ","Squamata ","Lizards","California Legless Lizards","","Gray","Papenfuss and Parham","{""1852"": ""2013""}","","",""
"Anniella","pulchra","","","Northern Legless Lizard ","Squamata ","Squamata ","Lizards","California Legless Lizards","","Gray","Gray","{""1852"": ""1852""}","","",""
"Anniella","stebbinsi","","","San Diegan Legless Lizard","Squamata ","Squamata ","Lizards","California Legless Lizards","","Gray","Papenfuss and Parham","{""1852"": ""2013""}","","",""
"Anolis","carolinensis","","","Green Anole","Squamata ","Squamata ","Lizards","Anoles","","Daudin","Voigt","{""1802"": ""1832""}","","",""
"Anolis","carolinensis","carolinensis","","Northern Green Anole","Squamata ","Squamata ","Lizards","Anoles","","Daudin","Voigt","{""1802"": ""1832""}","","",""
"Anolis","carolinensis","seminolus","","Southern Green Anole","Squamata ","Squamata ","Lizards","Anoles","","Daudin","Vance","{""1802"": ""1991""}","","",""
"Anolis (Ctenotus)","distichus","","","Bark Anole","Squamata ","Squamata ","Lizards","Anoles","","Daudin","Cope","{""1802"": ""1861""}","","",""
"Aspidoscelis","arizonae","","","Arizona Striped Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Van Denburgh","{""1843"": ""1896""}","","",""
"Aspidoscelis","exsanguis","","","Chihuahuan Spotted Whiptail (unisexual)","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Lowe","{""1843"": ""1956""}","","",""
"Aspidoscelis","flagellicauda","","","Gila Spotted whiptail (unisexual)","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Lowe and Wright","{""1843"": ""1964""}","","",""
"Aspidoscelis","gularis","","","Common spotted Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Baird and Girard","{""1843"": ""1852""}","","",""
"Aspidoscelis","gularis","gularis","","Texas Spotted Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Baird and Girard","{""1843"": ""1852""}","","",""
"Aspidoscelis","hyperythra","","","Orange-throated Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Cope","{""1843"": ""1863""}","","",""
"Aspidoscelis","hyperythra","beldingi","","Belding's Orange Throated Whiptail ","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Stejneger","{""1843"": ""1894""}","","",""
"Aspidoscelis","inornata","","","Little Stripped Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Baird","{""1843"": ""1859 \""1858\""""}","","",""
"Aspidoscelis","inornata","junipera","","Little White Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Wright and Lowe","{""1843"": ""1993""}","","",""
"Aspidoscelis","inornata","llanuras","","Plains Striped Whiptail  ","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Wright and Lowe","{""1843"": ""1993""}","","",""
"Aspidoscelis","laredoensis","","","Laredo Striped Whiptail ","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Mckinney,Kay and Anderson","{""1843"": ""1973""}","","",""
"Aspidoscelis","marmorata","","","Marbled Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Baird and Girard","{""1843"": ""1852""}","","",""
"Aspidoscelis","marmorata","armorata","","Western Marbed Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Baird and Girard","{""1843"": ""1852""}","","",""
"Aspidoscelis","marmorata","reticuloriens","","Eastern Marbled Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Vance","{""1843"": ""1978""}","","",""
"Aspidoscelis","neomexicana","","","New Mexico Whiptail (unisexual)","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Lowe and Wright","{""1843"": ""1993""}","","",""
"Aspidoscelis","neotesselata","","","Colorado Checkered Whiptail (unisexual)","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Walker, Cordes and Taylor","{""1843"": ""1997""}","","",""
"Aspidoscelis","pai","","","Pai Striped Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Wright and Lowe","{""1843"": ""1993""}","","",""
"Aspidoscelis","scalaris","","","Plateau Spotted Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Cope","{""1843"": ""1892""}","","",""
"Aspidoscelis","scalaris","septemvittata","","Big Bend Spotted Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Cope","{""1843"": ""1892""}","","",""
"Aspidoscelis","sexlineata","","","Six-lined Racerunner","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Linnaeus","{""1843"": ""1766""}","","",""
"Aspidoscelis","sexlineata","sexlineata","","Eastern Six-lined Racerunner","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Linnaeus","{""1843"": ""1766""}","","",""
"Aspidoscelis","sexlineata","stephensae","","Texas Yellow-headed Racerunner ","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Trauth","{""1843"": ""1992""}","","",""
"Aspidoscelis","sexlineata","viridis","","Prairie Racerunner","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Lowe","{""1843"": ""1996""}","","",""
"Aspidoscelis","sonorae","","","Sonoran Spotted Whiptail (Unisexual)","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Lowe and Wright","{""1843"": ""1964""}","","",""
"Aspidoscelis","stictogramma","","","Giant Spotted Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Burger","{""1843"": ""1950""}","","",""
"Aspidoscelis","tesselata","","","Common Checkered Whiptail (unisexual)","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Say, in James","{""1843"": ""1823""}","","",""
"Aspidoscelis","tigris","","","Tiger Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Baird and Girard","{""1843"": ""1852""}","","",""
"Aspidoscelis","tigris","munda","","California Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Camp","{""1843"": ""1916""}","","",""
"Aspidoscelis","tigris","punctilinealis","","Sonoran Tiger Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Dickerson","{""1843"": ""1919""}","","",""
"Aspidoscelis","tigris","septentrionalis","","Plateau Tiger Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Burger","{""1843"": ""1950""}","","",""
"Aspidoscelis","tigris","stejnegeri","","San Diegan Tiger Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Van Denburgh","{""1843"": ""1894""}","","",""
"Aspidoscelis","tigris","tigris","","Great Basin Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Baird and Girard","{""1843"": ""1852""}","","",""
"Aspidoscelis","uniparens","","","Desert Grassland Whiptail (unisexual)","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Wright and Lowe","{""1843"": ""1953""}","","",""
"Aspidoscelis","velox","","","Plateau Striped Whiptail (unisexual)","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Springer","{""1843"": ""1928""}","","",""
"Aspidoscelis","xanthonota","","","Red-backed Whiptail","Squamata ","Squamata ","Lizards","Whiptails","","Fitzinger","Duellman and Lowe","{""1843"": ""1953""}","","",""
"Callisaurus","draconoides","","","Zebra-tailed Lizards","Squamata ","Squamata ","Lizards","Zebra-Tailed Lizards","","Blainville","Blainville","{""1835"": ""1835""}","","",""
"Callisaurus","draconoides","myurus","","Northern Zebra-tailed Lizard","Squamata ","Squamata ","Lizards","Zebra-Tailed Lizards","","Blainville","Richardson","{""1835"": ""1915""}","","",""
"Callisaurus","draconoides","rhodosticus","","Western Zebra-tailed Lizard ","Squamata ","Squamata ","Lizards","Zebra-Tailed Lizards","","Blainville","Cope","{""1835"": ""1896""}","","",""
"Callisaurus","draconoides","ventralis","","Eastern Zebra-tailed Lizard","Squamata ","Squamata ","Lizards","Zebra-Tailed Lizards","","Blainville","Hallowell","{""1835"": ""1852""}","","",""
"Coleonyx","brevis","","","Texas Banded Gecko","Squamata ","Squamata ","Lizards","Banded Geckos","","Gray","Stejneger","{""1845"": ""1893""}","","",""
"Coleonyx","reticulatus","","","Reticulate Banded Gecko","Squamata ","Squamata ","Lizards","Banded Geckos","","Gray","Davis and Dixon","{""1845"": ""1958""}","","",""
"Coleonyx","switaki","","","Switak's Banded Gecko","Squamata ","Squamata ","Lizards","Banded Geckos","","Gray","Murphy","{""1845"": ""1974""}","","",""
"Coleonyx","switaki","switaki","","Peninsula Banded Gecko","Squamata ","Squamata ","Lizards","Banded Geckos","","Gray","Murphy","{""1845"": ""1974""}","","",""
"Coleonyx","variegatus","","","Western Banded Gecko","Squamata ","Squamata ","Lizards","Banded Geckos","","Gray","Baird","{""1845"": ""1859 \""1858\""""}","","",""
"Coleonyx","variegatus","abbotti","","San Diego Banded Gecko","Squamata ","Squamata ","Lizards","Banded Geckos","","Gray","Klauber","{""1845"": ""1945""}","","",""
"Coleonyx","variegatus","bogerti","","Tucson Banded Gecko","Squamata ","Squamata ","Lizards","Banded Geckos","","Gray","Klauber","{""1845"": ""1945""}","","",""
"Coleonyx","variegatus","utahensis","","Utah Banded Gecko","Squamata ","Squamata ","Lizards","Banded Geckos","","Gray","Klauber","{""1845"": ""1945""}","","",""
"Coleonyx","variegatus","variegatus","","Desert Banded Gecko","Squamata ","Squamata ","Lizards","Banded Geckos","","Gray","Baird","{""1845"": ""1859""}","","",""
"Cophosarus","texanus","","","Greater Earless Lizard","Squamata ","Squamata ","Lizards","Greater Earless Lizards","","Troschel","Troschel","{""1852 \""1850\"""": ""1852 \""1850\""""}","","",""
"Cophosarus","texanus","scitulus","","Chihuahuan Greater Earless Lizard","Squamata ","Squamata ","Lizards","Greater Earless Lizards","","Troschel","Peters","{""1852 \""1850\"""": ""1951""}","","",""
"Cophosarus","texanus","texanus","","Texas Greater Earless Lizard","Squamata ","Squamata ","Lizards","Greater Earless Lizards","","Troschel","Trochel","{""1852 \""1850\"""": ""1852""}","","",""
"Crotaphytus","bicinctores","","","Great Basin Collared Lizard","Squamata ","Squamata ","Lizards","Collared Lizards","","Holbrook","Smith and Tanner","{""1842"": ""1972""}","","",""
"Crotaphytus","collaris","","","Eastern Collared Lizard","Squamata ","Squamata ","Lizards","Collared Lizards","","Holbrook","Say","{""1842"": ""1823""}","","",""
"Crotaphytus","nebrius","","","Sonoran Collared Lizard","Squamata ","Squamata ","Lizards","Collared Lizards","","Holbrook","Axtell and Montanucci","{""1842"": ""1977""}","","",""
"Crotaphytus","reticulatus","","","Reticulate Collared Lizard","Squamata ","Squamata ","Lizards","Collared Lizards","","Holbrook","Baird","{""1842"": ""1859 \""1858\""""}","","",""
"Crotaphytus","vestigium","","","Baja California Collared Lizard","Squamata ","Squamata ","Lizards","Collared Lizards","","Holbrook","Smith and Tanner","{""1842"": ""1972""}","","",""
"Dipsosaurus","dorsalis","","","","Squamata","Squamata","Lizards","Desert Iguanas","","Hallowell","Baird and Girard","{""1854"": ""1852""}","","",""
"Elgaria","coerulea","","","Northern Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Wiegmann","{""1838"": ""1828""}","","",""
"Elgaria","coerulea","coerulea","","San Francisco Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Wiegmann","{""1838"": ""1828""}","","",""
"Elgaria","coerulea","palmeri","","Sierra Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Stejneger","{""1838"": ""1893""}","","",""
"Elgaria","coerulea","principis","","Northwestern Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Baird and Girard","{""1838"": ""1852""}","","",""
"Elgaria","coerulea","shastensis","","Shasta Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Fitch","{""1838"": ""1934""}","","",""
"Elgaria","kingii","","","Madrean Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Gray","{""1838"": ""1838""}","","",""
"Elgaria","kingii","nobilis","","Arizona Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Baird and Girard","{""1838"": ""1852""}","","",""
"Elgaria","multicarinata","","","Southern Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Blainville","{""1838"": ""1835""}","","",""
"Elgaria","multicarinata","multicarinata","","California Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Blainville","{""1838"": ""1835""}","","",""
"Elgaria","multicarinata","scincicaudata","","Oregon Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Skilton","{""1838"": ""1849""}","","",""
"Elgaria","multicarinata","webbii","","San Diego Aligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Baird","{""1838"": ""1859 \""1858\""""}","","",""
"Elgaria","panamintina","","","Panamint Alligator Lizard","Squamata ","Squamata ","Lizards","Western Alligator Lizards","","Gray","Stebbins","{""1838"": ""1958""}","","",""
"Gambelia","copeii","","","Cope's Leopard Lizard","Squamata ","Squamata ","Lizards","Leopard Lizards","","","Yarrow","{""Baird 1859 \""1858\"""": ""1882""}","","",""
"Gambelia","sila","","","Blunt-nosed Leopard Lizard","Squamata ","Squamata ","Lizards","Leopard Lizards","","","Stejneger","{""Baird 1859 \""1858\"""": ""1890""}","","",""
"Gambelia","wislizenii","","","Long Nosed-Leopard Lizard","Squamata ","Squamata ","Lizards","Leopard Lizards","","","Baird and Girard","{""Baird 1859 \""1858\"""": ""1852""}","","",""
"Gerrhonotus","infernalis","","","Texas Alligator Lizard","Squamata ","Squamata ","Lizards","Eastern Alligator Lizard","","Wiegmann","Baird","{""1828"": ""1859 \""1858\""""}","","",""
"Heloderma","suspectum","","","Gila Monster","Squamata ","Squamata ","Lizards","Gila Monsters and Beaded Lizards","","Wiegmann","Cope","{""1829"": ""1869""}","","",""
"Heloderma","suspectum","cinctum","","Banded Gila","Squamata ","Squamata ","Lizards","Gila Monsters and Beaded Lizards","","Wiegmann","Bogert and Martin del Campo","{""1829"": ""1956""}","","",""
"Heloderma","suspectum","suspectum ","","Reticulate Gila Monster","Squamata ","Squamata ","Lizards","Gila Monsters and Beaded Lizards","","Wiegmann","Cope","{""1829"": ""1869""}","","",""
"Holbrookia","elegans","","","Elegant Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Boncourt, 1874 in Dumeril","{""1851"": ""Mocquard & Boncourt""}","","",""
"Holbrookia","elegans","thermophila","","Sonoran Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Barbour","{""1851"": ""1921""}","","",""
"Holbrookia","lacerata","","","Spot-tailed Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Cope","{""1851"": ""1880""}","","",""
"Holbrookia","lacerata","lacerata","","Northern Spot-tailed Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Cope","{""1851"": ""1880""}","","",""
"Holbrookia","lacerata","subcaudalis","","Southern Spot-tailed Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Axtell","{""1851"": ""1956""}","","",""
"Holbrookia","maculata","","","Common Lesser Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Girard","{""1851"": ""1851""}","","",""
"Holbrookia","maculata","campi","","Plateau Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Schmidt","{""1851"": ""1921""}","","",""
"Holbrookia","maculata","flavilenata","","Chihuahuan Lesser Earless Lizard ","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Cope","{""1851"": ""188""}","","",""
"Holbrookia","maculata","maculata","","Great Plains Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Girard","{""1851"": ""1851""}","","",""
"Holbrookia","maculata","perpicua","","Prarie Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Axtell","{""1851"": ""1956""}","","",""
"Holbrookia","propinqua","","","Keeled Earless Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Baird and Girard","{""1851"": ""1852""}","","",""
"Holbrookia","propinqua","propinqua","","Northern Keeled Lizard","Squamata ","Squamata ","Lizards","Lesser Earless Lizards","","Girard","Baird and Girard","{""1851"": ""1852""}","","",""
"Ophisaurus","attenuatus","","","Slender Glass Lizard","Squamata ","Squamata ","Lizards","Glass Lizards","","Daudin","Cope","{""1803"": ""1880""}","","",""
"Ophisaurus","attenuatus","attenuatus","","Western Slender Glass Lizard","Squamata ","Squamata ","Lizards","Glass Lizards","","Daudin","Cope","{""1803"": ""1880""}","","",""
"Ophisaurus","attenuatus","longicaudatus","","Eastern Slender Glass Lizard","Squamata ","Squamata ","Lizards","Glass Lizards","","Daudin","McConkey","{""1803"": ""1952""}","","",""
"Petrosaurus","mearnisi","","","Mearn's Rock Lizard","Squamata ","Squamata ","Lizards","Banded Rock Lizards","","Boulenger","Stejneger","{""1885"": ""1894""}","","",""
"Petrosaurus","mearnisi","mearnisi","","Mearn's Rock Lizard","Squamata ","Squamata ","Lizards","Banded Rock Lizards","","Boulenger","Stejneger","{""1885"": ""1894""}","","",""
"Phrynosoma (Anota)"," blainvilillii","","","Blainville's Horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Gray","{""1828"": ""1839""}","","",""
"Phrynosoma","cornutum","","","Texas Horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Harlan","{""1828"": ""1825""}","","",""
"Phrynosoma (Tapaja)"," douglasii","","","Pygmy Short-horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Bell","{""1828"": ""1829""}","","",""
"Phrynosoma (Doliosaurus) ","goodei","","","Goode's Horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Stejneger","{""1828"": ""1893""}","","",""
"Phrynosoma (Tapaja)","hernandesi","","","Greater Short-horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Girard","{""1828"": ""1858""}","","",""
"Phrynosoma (Tapaja)","hernandesi","hernandesi","","Hernandez's Short-horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Girard","{""1828"": ""1858""}","","",""
"Phrynosoma (Anota)","mcallii","","","Flat-tailed Horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Hallowell","{""1828"": ""1852""}","","",""
"Phrynosoma (Doliosaurus) ","modestum","","","Round-tailed Horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Girard","{""1828"": ""1852""}","","",""
"Phrynosoma (Doliosaurus) ","playrhinos","","","Desert Horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Girard","{""1828"": ""1852""}","","",""
"Phrynosoma (Doliosaurus) ","playrhinos","calidiarum","","Southern Desert Horned izard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Cope","{""1828"": ""1896""}","","",""
"Phrynosoma (Doliosaurus) ","playrhinos","platyrhinos","","Northern Desert Horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Girard","{""1828"": ""1852""}","","",""
"Phrynosoma (Anota)","solare","","","Regal Horned Lizard","Squamata ","Squamata ","Lizards","Horned Lizards","","Wiegmann","Gray","{""1828"": ""1854""}","","",""
"Phyllodactylus","nocticolus","","","Peninsula Leaf-toed Gecko","Squamata ","Squamata ","Lizards","Leaf-toed Geckos","","Gray","Dixon","{""1828"": ""1964""}","","",""
"Plestiodon","anthracinus","","","Coal Sink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird","{""1839"": ""1850""}","","",""
"Plestiodon","anthracinus","anthracinus","","Northern Coal Sink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird","{""1839"": ""1850""}","","",""
"Plestiodon","anthracinus","pluvialis","","Southern Coal Sink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Cope","{""1839"": ""1880""}","","",""
"Plestiodon","callicephalus","","","Mountain Sink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Boncourt, 1879 in Duméril, Mocquard & Bocourt","{""1839"": ""1870-1909""}","","",""
"Plestiodon","egregius","","","Mole Sink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird","{""1839"": ""1859 \""1858\""""}","","",""
"Plestiodon","egregius","egregius","","Florida Key Mole Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird","{""1839"": ""1859""}","","",""
"Plestiodon","egregius","insularis","","Cedar Key Mole Skink ","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Mount","{""1839"": ""1965""}","","",""
"Plestiodon","egregius","lividus","","Blue-tailed Mole Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Mount","{""1839"": ""1965""}","","",""
"Plestiodon","egregius","onocrepsis","","Peninsula Mole Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Cope","{""1839"": ""1871""}","","",""
"Plestiodon","egregius","similis","","Northern Mole Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","McConkey","{""1839"": ""1957""}","","",""
"Plestiodon","fasciatus","","","Common Five-lined Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Linnaeus","{""1839"": ""1758""}","","",""
